순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,황영묵,한화,0.301,15,115,74,1.55,5,0.55,3.73,0.072,45.8,0.257
2,안치홍,한화,0.300,34,118,147,0.80,8,0.70,3.91,0.127,73.8,0.273
3,하주석,한화,0.292,11,33,31,1.06,1,0.30,3.41,0.102,17.8,0.256
4,김태연,한화,0.291,36,100,108,0.93,3,0.51,3.92,0.145,64.8,0.272
5,박상언,한화,0.286,3,6,12,0.50,0,0.75,4.02,0.071,7.4,0.28
5,최인호,한화,0.286,17,67,54,1.24,3,0.81,3.93,0.110,31.9,0.264
7,문현빈,한화,0.277,23,66,71,0.93,3,0.45,3.64,0.135,33.1,0.256
8,이도윤,한화,0.277,14,99,91,1.09,7,0.46,3.77,0.057,38.1,0.233
9,페라자,한화,0.275,48,103,100,1.03,7,0.49,3.96,0.211,79.4,0.285
10,노시환,한화,0.272,46,114,144,0.79,6,0.47,3.99,0.183,86.2,0.274
11,권광민,한화,0.271,7,7,11,0.64,0,0.18,3.98,0.313,8.7,0.287
12,채은성,한화,0.271,44,100,140,0.71,7,0.59,3.81,0.193,70.4,0.274
13,장진혁,한화,0.263,25,75,67,1.12,4,0.40,4.00,0.149,40.1,0.254
14,최재훈,한화,0.257,14,70,86,0.81,0,0.57,4.14,0.079,40.0,0.251
15,이재원,한화,0.239,5,35,51,0.69,1,0.33,3.20,0.052,12.6,0.202
16,김인환,한화,0.237,3,34,34,1.00,2,0.31,3.72,0.038,9.9,0.204
17,이원석,한화,0.233,5,34,37,0.92,0,0.50,3.96,0.045,13.7,0.214
18,김강민,한화,0.224,1,14,24,0.58,0,0.38,3.72,0.039,7.3,0.211
19,유로결,한화,0.222,1,11,6,1.83,0,0.27,4.00,0.028,0.8,0.189
20,이진영,한화,0.204,7,27,20,1.35,0,0.30,4.32,0.097,6.9,0.202
21,정은원,한화,0.172,5,22,15,1.47,0,0.81,4.37,0.125,7.6,0.215
22,임종찬,한화,0.158,5,12,17,0.71,2,0.32,3.66,0.123,3.1,0.183
23,이상혁,한화,0.154,0,5,1,5.00,0,0.40,3.80,0.000,0.9,0.159
24,김서현,한화,-,0,0,0,-,0,-,-,-,0.0,0.0
24,박상원,한화,-,0,0,0,-,0,-,-,-,0.0,0.0
24,이명기,한화,0.000,0,2,2,1.00,0,0.00,3.63,0.000,-0.6,0.0
24,장규현,한화,0.000,0,2,3,0.67,0,1.00,3.86,0.000,-0.2,0.064
24,장민재,한화,-,0,0,0,-,0,-,-,-,0.0,0.0
24,주현상,한화,-,0,0,0,-,0,-,-,-,0.0,0.0
24,한경빈,한화,0.000,0,0,0,-,0,0.00,4.00,0.000,-0.1,0.0
