순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,김규성,KIA,0.375,21,11,8,5,3,1,0,0,4,2,1,0,2,0,0,2,0,0.500,0.500,1.000,0,0.5,1.0
2,김도영,KIA,0.343,132,583,508,131,174,29,8,35,324,101,1,6,61,6,7,108,8,0.638,0.416,1.054,53,0.316,0.5
3,한승택,KIA,0.333,13,7,6,0,2,0,0,0,2,1,0,0,1,0,0,0,0,0.333,0.429,0.762,0,0.5,0.5
4,김선빈,KIA,0.324,113,454,411,47,133,23,0,9,183,56,7,0,30,0,5,38,13,0.445,0.377,0.822,40,0.347,0.5
5,한준수,KIA,0.311,107,297,270,38,84,22,0,7,127,41,0,6,19,1,2,46,6,0.470,0.354,0.824,15,0.278,0.31
6,소크라테스,KIA,0.308,135,584,536,88,165,29,3,24,272,94,0,5,39,4,4,88,6,0.507,0.356,0.863,48,0.338,0.0
7,박찬호,KIA,0.307,126,544,485,80,149,23,1,4,186,57,7,6,45,1,1,40,9,0.384,0.363,0.747,45,0.356,0.5
8,서건창,KIA,0.304,87,239,194,39,59,13,1,1,77,25,3,3,36,0,3,29,2,0.397,0.415,0.812,11,0.35,0.263
9,변우혁,KIA,0.301,61,159,146,19,44,8,2,5,71,17,0,1,10,0,2,44,8,0.486,0.352,0.838,13,0.262,0.286
10,홍종표,KIA,0.301,97,113,103,27,31,4,3,0,41,11,3,0,6,0,1,30,0,0.398,0.345,0.743,5,0.313,0.286
11,이우성,KIA,0.299,103,421,375,54,112,15,1,8,153,52,0,3,40,0,3,82,15,0.408,0.368,0.776,27,0.282,1.0
12,박정우,KIA,0.298,58,51,47,12,14,3,1,0,19,9,0,0,4,0,0,9,2,0.404,0.353,0.757,2,0.429,0.5
13,나성범,KIA,0.293,101,421,372,50,109,17,1,21,191,80,0,7,37,1,4,98,8,0.513,0.357,0.870,33,0.299,0.333
14,고종욱,KIA,0.292,22,27,24,3,7,2,0,1,12,4,0,0,3,0,0,4,2,0.500,0.370,0.870,0,0.222,0.4
15,최원준,KIA,0.290,128,484,420,74,122,22,3,9,177,54,6,3,47,0,8,62,6,0.421,0.370,0.791,35,0.304,0.286
16,황대인,KIA,0.286,3,7,7,1,2,1,0,0,3,3,0,0,0,0,0,1,0,0.429,0.286,0.715,1,0.333,0.0
17,최형우,KIA,0.282,113,478,419,67,118,23,2,22,211,108,0,5,49,4,5,85,5,0.504,0.360,0.864,34,0.333,0.5
18,박민,KIA,0.276,16,30,29,5,8,4,0,0,12,2,0,0,1,0,0,7,0,0.414,0.300,0.714,2,0.3,1.0
19,이창진,KIA,0.269,94,230,175,34,47,10,0,1,60,16,5,4,44,0,2,34,5,0.343,0.413,0.756,11,0.18,0.429
20,김태군,KIA,0.261,98,264,230,23,60,6,0,7,87,33,10,1,12,0,11,24,13,0.378,0.327,0.705,14,0.221,0.25
21,예진원,KIA,0.211,22,21,19,2,4,1,0,0,5,0,0,0,2,0,0,8,1,0.263,0.286,0.549,0,0.0,0.0
22,김호령,KIA,0.146,58,53,48,10,7,2,0,1,12,3,0,0,5,0,0,22,1,0.250,0.226,0.476,0,0.2,0.4
23,곽도규,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,김두현,KIA,0.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0
23,김사윤,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,김승현,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,이형범,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,전상현,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,정해영,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,최지민,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,황동하,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
