순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,김규성,KIA,0.500,1,0,0,-,0,2.00,5.00,0.500,1.3,0.588
1,한승택,KIA,0.500,0,0,1,0.00,0,-,4.67,0.000,0.8,0.425
3,김도영,KIA,0.344,62,87,113,0.77,11,0.58,3.82,0.296,111.2,0.347
4,한준수,KIA,0.315,22,52,74,0.70,0,0.44,3.69,0.128,37.0,0.273
5,이우성,KIA,0.307,20,91,62,1.47,5,0.54,3.97,0.120,48.2,0.277
6,박정우,KIA,0.303,4,14,5,2.80,1,0.75,3.97,0.152,4.4,0.276
7,홍종표,KIA,0.302,7,25,14,1.79,0,0.21,3.60,0.104,13.1,0.259
8,소크라테스,KIA,0.301,49,102,140,0.73,4,0.48,3.66,0.215,81.3,0.289
9,변우혁,KIA,0.297,11,19,29,0.66,1,0.22,3.64,0.178,17.4,0.276
10,박찬호,KIA,0.296,21,135,123,1.10,5,0.94,3.76,0.064,51.9,0.246
11,최원준,KIA,0.295,31,112,91,1.23,7,0.71,4.02,0.135,60.5,0.278
12,고종욱,KIA,0.292,3,10,3,3.33,1,0.75,3.59,0.208,3.6,0.292
13,김선빈,KIA,0.289,22,114,93,1.23,3,0.85,3.93,0.112,45.1,0.26
14,나성범,KIA,0.286,34,78,69,1.13,9,0.41,3.89,0.219,55.2,0.284
14,황대인,KIA,0.286,1,3,1,3.00,0,0.00,3.14,0.143,0.8,0.236
16,최형우,KIA,0.281,42,90,104,0.87,10,0.60,4.08,0.223,66.5,0.289
17,서건창,KIA,0.278,13,46,59,0.78,2,1.30,4.16,0.089,30.2,0.272
18,박민,KIA,0.276,4,4,10,0.40,0,0.14,3.47,0.138,3.0,0.239
19,김태군,KIA,0.266,12,69,51,1.35,3,0.48,3.45,0.125,21.6,0.246
20,이창진,KIA,0.247,9,47,50,0.94,1,1.38,4.05,0.066,27.6,0.26
21,예진원,KIA,0.211,1,6,1,6.00,0,0.25,3.86,0.053,1.1,0.194
22,김호령,KIA,0.147,1,6,6,1.00,0,0.29,4.56,0.088,2.4,0.174
23,곽도규,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
23,김두현,KIA,0.000,0,0,2,0.00,0,-,3.00,0.000,-0.2,0.0
23,김사윤,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
23,김승현,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
23,이형범,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
23,전상현,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
23,정해영,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
23,최지민,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
23,황동하,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
