순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,김규성,KIA,0.500,1,0,1,0.00,0,1.00,4.88,0.167,2.1,0.448
1,한승택,KIA,0.500,0,0,1,0.00,0,-,4.67,0.000,0.8,0.425
3,김도영,KIA,0.347,69,92,124,0.74,11,0.59,3.83,0.305,122.7,0.352
4,김선빈,KIA,0.312,28,126,98,1.29,3,0.76,3.85,0.115,55.1,0.273
5,소크라테스,KIA,0.307,53,110,156,0.71,7,0.45,3.68,0.205,88.2,0.289
6,변우혁,KIA,0.307,14,24,30,0.80,1,0.21,3.58,0.175,20.0,0.281
7,이우성,KIA,0.306,23,99,73,1.36,6,0.56,4.00,0.116,53.8,0.277
8,한준수,KIA,0.305,26,61,79,0.77,0,0.41,3.69,0.141,38.7,0.268
9,박찬호,KIA,0.303,25,149,135,1.10,6,1.08,3.77,0.071,60.0,0.254
10,홍종표,KIA,0.303,7,26,15,1.73,0,0.21,3.58,0.101,13.6,0.258
11,나성범,KIA,0.298,36,83,76,1.09,9,0.39,3.89,0.211,62.9,0.291
12,최원준,KIA,0.294,33,119,106,1.12,8,0.74,4.02,0.134,65.7,0.275
13,고종욱,KIA,0.292,3,10,3,3.33,1,0.75,3.59,0.208,3.6,0.292
14,황대인,KIA,0.286,1,3,1,3.00,0,0.00,3.14,0.143,0.8,0.236
15,최형우,KIA,0.284,45,91,114,0.80,11,0.58,4.06,0.229,71.5,0.291
16,박정우,KIA,0.278,4,16,5,3.20,1,0.60,3.97,0.139,4.1,0.254
16,서건창,KIA,0.278,13,46,59,0.78,2,1.30,4.16,0.089,30.2,0.272
18,박민,KIA,0.276,4,4,10,0.40,0,0.14,3.47,0.138,3.0,0.239
19,김태군,KIA,0.271,13,80,56,1.43,3,0.48,3.41,0.124,26.3,0.251
20,이창진,KIA,0.260,9,47,50,0.94,1,1.38,4.04,0.065,28.4,0.266
21,예진원,KIA,0.211,1,6,1,6.00,0,0.25,3.86,0.053,1.1,0.194
22,김호령,KIA,0.149,3,8,10,0.80,0,0.23,4.35,0.106,2.3,0.168
23,곽도규,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
23,김두현,KIA,0.000,0,0,2,0.00,0,-,3.00,0.000,-0.2,0.0
23,김사윤,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
23,김승현,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
23,이형범,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
23,전상현,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
23,정해영,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
23,최지민,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
23,황동하,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
