순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,김규성,KIA,0.500,1,0,0,-,0,2.00,5.00,0.500,1.3,0.588
2,김도영,KIA,0.353,55,76,107,0.71,10,0.59,3.79,0.297,100.6,0.351
3,박정우,KIA,0.348,3,9,3,3.00,1,0.33,3.63,0.130,2.9,0.288
4,홍종표,KIA,0.318,7,24,11,2.18,0,0.26,3.63,0.118,12.6,0.275
5,한준수,KIA,0.317,20,46,63,0.73,0,0.50,3.81,0.137,34.0,0.28
6,이우성,KIA,0.317,20,80,52,1.54,5,0.56,4.00,0.133,45.9,0.289
7,소크라테스,KIA,0.305,44,90,120,0.75,4,0.49,3.68,0.223,74.5,0.295
8,최원준,KIA,0.302,30,101,77,1.31,7,0.65,4.05,0.148,54.8,0.283
9,박찬호,KIA,0.294,19,120,106,1.13,3,0.91,3.71,0.067,45.6,0.246
10,변우혁,KIA,0.293,9,14,25,0.56,1,0.23,3.55,0.185,13.6,0.277
11,고종욱,KIA,0.292,3,10,3,3.33,1,0.75,3.59,0.208,3.6,0.292
12,서건창,KIA,0.287,13,42,56,0.75,1,1.27,4.13,0.094,29.5,0.277
13,황대인,KIA,0.286,1,3,1,3.00,0,0.00,3.14,0.143,0.8,0.236
14,김선빈,KIA,0.283,19,100,77,1.30,3,0.82,3.96,0.119,39.7,0.26
15,최형우,KIA,0.281,41,88,99,0.89,9,0.60,4.10,0.225,64.5,0.289
16,나성범,KIA,0.277,29,68,55,1.24,8,0.44,3.94,0.205,44.1,0.278
17,박민,KIA,0.276,4,4,10,0.40,0,0.14,3.47,0.138,3.0,0.239
18,김태군,KIA,0.260,10,62,46,1.35,2,0.50,3.52,0.116,18.9,0.241
19,이창진,KIA,0.254,7,36,43,0.84,1,1.41,4.06,0.051,23.2,0.262
20,예진원,KIA,0.211,1,6,1,6.00,0,0.25,3.86,0.053,1.1,0.194
21,김호령,KIA,0.147,1,6,6,1.00,0,0.29,4.56,0.088,2.4,0.174
22,곽도규,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
22,김승현,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
22,이형범,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
22,전상현,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
22,정해영,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
22,최지민,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
22,한승택,KIA,0.000,0,0,1,0.00,0,-,5.00,0.000,0.3,0.225
22,황동하,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
