순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,김규성,KIA,0.500,1,0,0,-,0,2.00,5.00,0.500,1.3,0.588
2,박정우,KIA,0.389,3,8,1,8.00,1,0.50,3.68,0.167,2.8,0.328
3,김도영,KIA,0.341,43,67,98,0.68,10,0.60,3.79,0.269,85.5,0.338
4,이우성,KIA,0.317,20,80,52,1.54,5,0.56,4.00,0.133,45.9,0.289
5,홍종표,KIA,0.311,6,20,9,2.22,0,0.23,3.78,0.108,10.4,0.268
6,김선빈,KIA,0.310,17,84,61,1.38,3,1.04,4.02,0.118,37.4,0.28
7,박찬호,KIA,0.302,19,108,96,1.13,2,0.90,3.65,0.073,43.0,0.252
8,최원준,KIA,0.300,24,91,65,1.40,7,0.62,4.06,0.122,43.0,0.272
9,소크라테스,KIA,0.295,37,86,104,0.83,3,0.53,3.66,0.210,61.8,0.287
10,한준수,KIA,0.292,16,42,54,0.78,0,0.49,3.91,0.135,27.9,0.265
11,고종욱,KIA,0.292,3,10,3,3.33,1,0.75,3.59,0.208,3.6,0.292
12,최형우,KIA,0.287,39,76,91,0.84,7,0.65,4.08,0.240,61.2,0.298
13,황대인,KIA,0.286,1,3,1,3.00,0,0.00,3.14,0.143,0.8,0.236
14,서건창,KIA,0.281,12,37,51,0.73,1,1.21,4.14,0.098,25.6,0.273
15,박민,KIA,0.276,4,4,10,0.40,0,0.14,3.47,0.138,3.0,0.239
16,나성범,KIA,0.276,25,59,48,1.23,7,0.46,4.00,0.213,37.6,0.279
17,변우혁,KIA,0.254,4,12,14,0.86,0,0.17,3.53,0.136,5.2,0.228
18,김태군,KIA,0.253,9,57,41,1.39,2,0.64,3.49,0.127,16.7,0.241
19,이창진,KIA,0.250,6,32,37,0.86,1,1.35,4.09,0.048,20.5,0.262
20,예진원,KIA,0.211,1,6,1,6.00,0,0.25,3.86,0.053,1.1,0.194
21,김호령,KIA,0.147,1,6,6,1.00,0,0.29,4.56,0.088,2.4,0.174
22,곽도규,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
22,전상현,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
22,정해영,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
22,최지민,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
22,한승택,KIA,0.000,0,0,1,0.00,0,-,5.00,0.000,0.3,0.225
22,황동하,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
