순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,김규성,KIA,0.375,1,1,2,0.50,0,1.00,4.27,0.125,2.2,0.35
2,김도영,KIA,0.346,72,95,133,0.71,13,0.58,3.83,0.300,127.3,0.35
3,한승택,KIA,0.333,0,1,3,0.33,0,-,3.71,0.000,1.0,0.276
4,김선빈,KIA,0.320,32,134,102,1.31,4,0.79,3.83,0.124,61.0,0.279
5,한준수,KIA,0.311,28,64,80,0.80,0,0.41,3.68,0.157,42.8,0.276
6,박찬호,KIA,0.306,28,159,140,1.14,7,1.18,3.79,0.078,66.4,0.259
7,서건창,KIA,0.306,15,48,60,0.80,3,1.24,4.14,0.093,35.5,0.287
8,소크라테스,KIA,0.306,56,119,165,0.72,8,0.45,3.66,0.203,92.4,0.287
9,이우성,KIA,0.302,24,102,78,1.31,6,0.50,3.98,0.111,54.2,0.271
10,홍종표,KIA,0.301,7,27,15,1.80,0,0.20,3.57,0.097,14.0,0.255
11,박정우,KIA,0.298,4,19,5,3.80,1,0.44,3.98,0.106,5.5,0.26
12,변우혁,KIA,0.296,14,26,31,0.84,1,0.23,3.55,0.169,19.9,0.273
13,나성범,KIA,0.295,39,91,79,1.15,9,0.38,3.87,0.222,67.8,0.292
14,고종욱,KIA,0.292,3,10,3,3.33,1,0.75,3.59,0.208,3.6,0.292
15,최원준,KIA,0.289,34,125,111,1.13,8,0.76,4.01,0.133,66.9,0.272
16,황대인,KIA,0.286,1,3,1,3.00,0,0.00,3.14,0.143,0.8,0.236
17,최형우,KIA,0.280,46,95,123,0.77,11,0.59,4.04,0.219,73.9,0.287
18,박민,KIA,0.276,4,4,10,0.40,0,0.14,3.47,0.138,3.0,0.239
19,이창진,KIA,0.263,10,47,50,0.94,1,1.33,4.04,0.070,29.0,0.269
20,김태군,KIA,0.260,13,84,61,1.38,3,0.46,3.38,0.119,25.9,0.241
21,예진원,KIA,0.211,1,6,1,6.00,0,0.25,3.86,0.053,1.1,0.194
22,김호령,KIA,0.146,3,9,10,0.90,0,0.23,4.36,0.104,2.2,0.164
23,곽도규,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
23,김두현,KIA,0.000,0,0,2,0.00,0,-,3.00,0.000,-0.2,0.0
23,김사윤,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
23,김승현,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
23,이형범,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
23,전상현,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
23,정해영,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
23,최지민,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
23,황동하,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
