순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,김규성,KIA,0.500,1,0,0,-,0,2.00,5.00,0.500,1.3,0.588
2,박정우,KIA,0.364,3,9,2,4.50,1,0.33,3.74,0.136,3.0,0.301
3,김도영,KIA,0.352,54,75,106,0.71,10,0.59,3.79,0.298,99.5,0.351
4,이우성,KIA,0.317,20,80,52,1.54,5,0.56,4.00,0.133,45.9,0.289
5,한준수,KIA,0.315,20,46,62,0.74,0,0.50,3.83,0.138,33.6,0.279
6,홍종표,KIA,0.310,7,24,11,2.18,0,0.26,3.63,0.119,12.1,0.271
7,소크라테스,KIA,0.305,43,90,118,0.76,4,0.49,3.67,0.222,73.6,0.295
8,최원준,KIA,0.303,30,99,76,1.30,7,0.63,4.04,0.150,54.3,0.283
9,박찬호,KIA,0.296,19,119,105,1.13,3,0.88,3.72,0.067,45.8,0.246
10,고종욱,KIA,0.292,3,10,3,3.33,1,0.75,3.59,0.208,3.6,0.292
11,서건창,KIA,0.287,13,40,55,0.73,1,1.23,4.16,0.096,28.9,0.278
12,변우혁,KIA,0.286,8,14,25,0.56,1,0.23,3.56,0.154,12.2,0.264
12,황대인,KIA,0.286,1,3,1,3.00,0,0.00,3.14,0.143,0.8,0.236
14,김선빈,KIA,0.285,19,99,76,1.30,3,0.87,3.97,0.122,39.6,0.262
15,최형우,KIA,0.284,41,86,98,0.88,9,0.61,4.10,0.227,64.9,0.292
16,박민,KIA,0.276,4,4,10,0.40,0,0.14,3.47,0.138,3.0,0.239
17,나성범,KIA,0.272,29,68,55,1.24,8,0.45,3.94,0.207,43.2,0.276
18,김태군,KIA,0.262,10,62,45,1.38,2,0.45,3.51,0.116,18.7,0.24
19,이창진,KIA,0.255,7,36,42,0.86,1,1.37,4.06,0.051,23.0,0.263
20,예진원,KIA,0.211,1,6,1,6.00,0,0.25,3.86,0.053,1.1,0.194
21,김호령,KIA,0.147,1,6,6,1.00,0,0.29,4.56,0.088,2.4,0.174
22,곽도규,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
22,김승현,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
22,이형범,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
22,전상현,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
22,정해영,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
22,최지민,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
22,한승택,KIA,0.000,0,0,1,0.00,0,-,5.00,0.000,0.3,0.225
22,황동하,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
