순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,김규성,KIA,0.500,1,0,0,-,0,2.00,5.00,0.500,1.3,0.588
2,김도영,KIA,0.350,58,79,109,0.72,11,0.57,3.81,0.297,104.2,0.35
3,이우성,KIA,0.316,20,83,52,1.60,5,0.58,4.00,0.131,46.4,0.288
4,한준수,KIA,0.312,21,50,66,0.76,0,0.46,3.75,0.133,34.8,0.274
5,박정우,KIA,0.310,4,12,4,3.00,1,0.50,3.90,0.172,3.8,0.281
6,홍종표,KIA,0.304,7,24,14,1.71,0,0.23,3.61,0.109,12.6,0.263
7,최원준,KIA,0.302,30,105,84,1.25,7,0.67,4.03,0.141,57.3,0.281
8,박찬호,KIA,0.301,20,123,110,1.12,3,0.97,3.73,0.067,49.6,0.252
9,소크라테스,KIA,0.299,44,96,127,0.76,4,0.49,3.69,0.213,75.2,0.289
10,고종욱,KIA,0.292,3,10,3,3.33,1,0.75,3.59,0.208,3.6,0.292
11,변우혁,KIA,0.288,10,16,28,0.57,1,0.19,3.54,0.173,14.1,0.267
12,황대인,KIA,0.286,1,3,1,3.00,0,0.00,3.14,0.143,0.8,0.236
13,최형우,KIA,0.281,42,90,104,0.87,10,0.60,4.08,0.223,66.5,0.289
14,김선빈,KIA,0.277,20,106,83,1.28,3,0.85,3.95,0.117,40.2,0.255
15,서건창,KIA,0.277,13,45,59,0.76,1,1.35,4.14,0.090,29.9,0.272
16,나성범,KIA,0.277,30,73,60,1.22,8,0.44,3.92,0.202,46.7,0.276
17,박민,KIA,0.276,4,4,10,0.40,0,0.14,3.47,0.138,3.0,0.239
18,김태군,KIA,0.263,10,63,49,1.29,2,0.50,3.50,0.112,19.2,0.241
19,이창진,KIA,0.261,8,37,43,0.86,1,1.39,4.05,0.070,25.3,0.271
20,예진원,KIA,0.211,1,6,1,6.00,0,0.25,3.86,0.053,1.1,0.194
21,김호령,KIA,0.147,1,6,6,1.00,0,0.29,4.56,0.088,2.4,0.174
22,곽도규,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
22,김승현,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
22,이형범,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
22,전상현,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
22,정해영,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
22,최지민,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
22,한승택,KIA,0.000,0,0,1,0.00,0,-,5.00,0.000,0.3,0.225
22,황동하,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
