순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,김규성,KIA,0.500,1,0,0,-,0,2.00,5.00,0.500,1.3,0.588
2,김도영,KIA,0.349,55,78,107,0.73,10,0.57,3.79,0.294,100.2,0.348
3,한준수,KIA,0.320,20,46,63,0.73,0,0.50,3.81,0.136,34.5,0.281
4,박정우,KIA,0.320,3,11,3,3.67,1,0.33,3.58,0.120,2.7,0.266
5,이우성,KIA,0.317,20,80,52,1.54,5,0.56,4.00,0.133,45.9,0.289
6,홍종표,KIA,0.303,7,24,13,1.85,0,0.24,3.63,0.112,12.3,0.263
7,최원준,KIA,0.302,30,102,78,1.31,7,0.67,4.04,0.147,55.5,0.283
8,소크라테스,KIA,0.302,44,92,121,0.76,4,0.48,3.69,0.220,74.1,0.292
9,박찬호,KIA,0.296,19,120,107,1.12,3,0.97,3.73,0.066,46.7,0.248
10,변우혁,KIA,0.295,9,15,25,0.60,1,0.22,3.54,0.179,13.6,0.276
11,고종욱,KIA,0.292,3,10,3,3.33,1,0.75,3.59,0.208,3.6,0.292
12,서건창,KIA,0.287,13,42,56,0.75,1,1.27,4.13,0.094,29.8,0.278
13,황대인,KIA,0.286,1,3,1,3.00,0,0.00,3.14,0.143,0.8,0.236
14,김선빈,KIA,0.283,19,100,77,1.30,3,0.82,3.96,0.119,39.7,0.26
15,최형우,KIA,0.280,41,88,100,0.88,9,0.60,4.09,0.224,64.4,0.288
16,나성범,KIA,0.277,29,68,55,1.24,8,0.45,3.96,0.202,44.8,0.278
17,박민,KIA,0.276,4,4,10,0.40,0,0.14,3.47,0.138,3.0,0.239
18,김태군,KIA,0.257,10,63,47,1.34,2,0.50,3.52,0.114,18.4,0.238
19,이창진,KIA,0.252,7,37,43,0.86,1,1.44,4.06,0.050,23.5,0.262
20,예진원,KIA,0.211,1,6,1,6.00,0,0.25,3.86,0.053,1.1,0.194
21,김호령,KIA,0.147,1,6,6,1.00,0,0.29,4.56,0.088,2.4,0.174
22,곽도규,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
22,김승현,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
22,이형범,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
22,전상현,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
22,정해영,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
22,최지민,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
22,한승택,KIA,0.000,0,0,1,0.00,0,-,5.00,0.000,0.3,0.225
22,황동하,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
