순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,김규성,KIA,0.375,1,1,2,0.50,0,1.00,4.27,0.125,2.2,0.35
2,김도영,KIA,0.345,70,95,131,0.73,12,0.59,3.84,0.298,125.7,0.349
3,한승택,KIA,0.333,0,1,3,0.33,0,-,3.71,0.000,1.0,0.276
4,김선빈,KIA,0.316,31,133,102,1.30,4,0.79,3.82,0.123,59.4,0.277
5,한준수,KIA,0.308,28,64,80,0.80,0,0.39,3.68,0.158,42.0,0.274
6,소크라테스,KIA,0.307,55,118,162,0.73,8,0.45,3.67,0.203,92.0,0.288
7,박정우,KIA,0.304,4,18,5,3.60,1,0.44,4.02,0.109,5.5,0.265
8,홍종표,KIA,0.304,7,27,15,1.80,0,0.21,3.57,0.098,14.1,0.258
9,이우성,KIA,0.302,24,102,77,1.32,6,0.51,3.99,0.113,54.0,0.272
10,서건창,KIA,0.302,15,48,60,0.80,3,1.24,4.14,0.094,35.0,0.286
11,박찬호,KIA,0.300,27,159,140,1.14,7,1.16,3.77,0.076,63.8,0.255
12,변우혁,KIA,0.296,14,26,31,0.84,1,0.20,3.53,0.169,19.6,0.271
13,나성범,KIA,0.295,38,91,79,1.15,9,0.38,3.86,0.216,66.2,0.289
14,고종욱,KIA,0.292,3,10,3,3.33,1,0.75,3.59,0.208,3.6,0.292
15,최원준,KIA,0.291,34,123,110,1.12,8,0.76,4.02,0.133,67.2,0.274
16,황대인,KIA,0.286,1,3,1,3.00,0,0.00,3.14,0.143,0.8,0.236
17,최형우,KIA,0.282,46,95,122,0.78,11,0.59,4.05,0.221,73.9,0.288
18,박민,KIA,0.276,4,4,10,0.40,0,0.14,3.47,0.138,3.0,0.239
19,김태군,KIA,0.262,13,83,61,1.36,3,0.48,3.39,0.120,26.0,0.243
20,이창진,KIA,0.260,9,47,50,0.94,1,1.38,4.04,0.065,28.4,0.266
21,예진원,KIA,0.211,1,6,1,6.00,0,0.25,3.86,0.053,1.1,0.194
22,김호령,KIA,0.146,3,9,10,0.90,0,0.23,4.36,0.104,2.2,0.164
23,곽도규,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
23,김두현,KIA,0.000,0,0,2,0.00,0,-,3.00,0.000,-0.2,0.0
23,김사윤,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
23,김승현,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
23,이형범,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
23,전상현,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
23,정해영,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
23,최지민,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
23,황동하,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
