순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,제러드,두산,0.341,16,12,21,0.57,3,0.58,4.17,0.353,23.6,0.372
2,전다민,두산,0.333,1,4,1,4.00,0,0.86,4.63,0.056,4.3,0.322
2,홍성호,두산,0.333,2,1,2,0.50,0,0.20,3.54,0.167,2.2,0.298
4,허경민,두산,0.325,33,109,125,0.87,4,1.36,3.72,0.126,65.5,0.29
5,양의지,두산,0.320,30,83,133,0.62,13,0.65,3.70,0.157,65.3,0.29
6,라모스,두산,0.305,32,75,87,0.86,6,0.45,3.72,0.177,52.9,0.283
7,이유찬,두산,0.304,12,40,49,0.82,2,0.48,3.78,0.098,26.3,0.267
8,김기연,두산,0.295,14,54,61,0.89,2,0.49,3.77,0.101,30.4,0.259
9,김재호,두산,0.290,5,18,32,0.56,2,0.82,3.94,0.054,13.0,0.259
10,강승호,두산,0.290,55,81,111,0.73,8,0.20,3.78,0.200,73.8,0.274
11,정수빈,두산,0.283,23,139,124,1.12,2,1.11,4.12,0.073,69.5,0.258
12,김재환,두산,0.270,45,59,98,0.60,6,0.38,4.12,0.236,75.8,0.288
13,조수행,두산,0.265,5,114,56,2.04,0,0.58,3.60,0.024,39.8,0.22
14,전민재,두산,0.263,8,61,57,1.07,2,0.28,3.64,0.058,22.2,0.219
15,양석환,두산,0.254,53,81,155,0.52,9,0.38,4.03,0.235,72.1,0.268
16,서예일,두산,0.250,0,3,5,0.60,0,0.50,5.00,0.000,1.6,0.212
16,윤준호,두산,0.250,0,1,1,1.00,0,0.00,4.50,0.000,0.2,0.175
16,장규빈,두산,0.250,0,2,0,-,0,0.00,4.75,0.000,0.2,0.175
19,박준영,두산,0.233,17,32,51,0.63,1,0.40,4.37,0.188,25.2,0.25
20,김민혁,두산,0.200,1,0,1,0.00,0,1.00,5.25,0.600,2.1,0.425
20,박계범,두산,0.200,1,3,2,1.50,0,0.71,4.70,0.067,1.7,0.247
20,안승한,두산,0.200,0,1,2,0.50,0,0.00,3.80,0.000,0.1,0.14
20,장승현,두산,0.200,2,8,3,2.67,0,0.40,3.70,0.100,1.4,0.198
24,김인태,두산,0.174,1,9,4,2.25,0,0.29,3.38,0.130,1.9,0.18
25,양찬열,두산,0.167,0,3,2,1.50,1,-,4.90,0.000,1.4,0.267
26,김대한,두산,0.139,2,15,24,0.63,0,0.32,3.90,0.056,4.1,0.156
27,김태근,두산,0.087,0,5,6,0.83,0,0.00,4.04,0.000,-0.2,0.108
28,권휘,두산,0.000,0,0,0,-,0,0.00,5.00,0.000,-0.1,0.0
28,김강률,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,김동주,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,김명신,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,김민규,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,김택연,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,김호준,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,박민준,두산,0.000,0,1,1,1.00,0,0.00,3.00,0.000,-0.3,0.0
28,박정수,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,박치국,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,오명진,두산,0.000,0,0,0,-,0,1.00,4.50,0.000,0.2,0.225
28,이교훈,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,이병헌,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,이영하,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,정철원,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,최승용,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,최지강,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,홍건희,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
