순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,전다민,두산,0.353,1,4,1,4.00,0,1.00,4.70,0.059,4.4,0.338
2,양의지,두산,0.342,24,67,109,0.61,11,0.68,3.70,0.155,57.1,0.3
3,허경민,두산,0.334,24,85,97,0.88,4,1.28,3.72,0.123,53.0,0.294
4,홍성호,두산,0.333,2,1,2,0.50,0,0.20,3.54,0.167,2.2,0.298
5,라모스,두산,0.306,32,74,85,0.87,6,0.45,3.73,0.179,52.7,0.284
6,강승호,두산,0.286,44,60,91,0.66,8,0.20,3.75,0.211,57.4,0.274
7,서예일,두산,0.286,0,3,4,0.75,0,0.00,4.29,0.000,1.1,0.2
8,정수빈,두산,0.275,18,108,94,1.15,2,0.95,4.02,0.082,52.0,0.251
9,이유찬,두산,0.275,4,20,30,0.67,0,0.54,4.04,0.059,12.4,0.246
10,조수행,두산,0.271,4,83,46,1.80,0,0.70,3.61,0.028,31.0,0.226
11,김기연,두산,0.267,9,37,48,0.77,1,0.54,3.74,0.116,18.3,0.245
12,전민재,두산,0.267,7,43,37,1.16,1,0.25,3.46,0.073,14.7,0.224
13,김재환,두산,0.266,37,48,80,0.60,5,0.33,4.13,0.228,56.1,0.279
14,김재호,두산,0.250,4,12,21,0.57,1,0.90,4.01,0.071,7.1,0.241
14,윤준호,두산,0.250,0,1,1,1.00,0,0.00,4.50,0.000,0.2,0.175
16,양석환,두산,0.249,40,64,118,0.54,8,0.40,4.01,0.237,51.4,0.264
17,박준영,두산,0.237,15,26,46,0.57,1,0.38,4.39,0.186,23.4,0.252
18,김민혁,두산,0.200,1,0,1,0.00,0,1.00,5.25,0.600,2.1,0.425
18,박계범,두산,0.200,1,3,2,1.50,0,0.71,4.70,0.067,1.7,0.247
18,안승한,두산,0.200,0,1,2,0.50,0,0.00,3.80,0.000,0.1,0.14
18,장승현,두산,0.200,2,8,3,2.67,0,0.40,3.70,0.100,1.4,0.198
22,김인태,두산,0.174,1,9,4,2.25,0,0.29,3.38,0.130,1.9,0.18
23,김대한,두산,0.139,2,15,24,0.63,0,0.32,3.90,0.056,4.1,0.156
24,김태근,두산,0.095,0,4,5,0.80,0,0.00,4.13,0.000,-0.4,0.102
25,김동주,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
25,김명신,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
25,김민규,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
25,김호준,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
25,박민준,두산,0.000,0,1,1,1.00,0,-,2.50,0.000,-0.2,0.0
25,박정수,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
25,박치국,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
25,양찬열,두산,0.000,0,1,0,-,0,-,2.00,0.000,-0.1,0.0
25,오명진,두산,0.000,0,0,0,-,0,1.00,4.50,0.000,0.2,0.225
25,이교훈,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
25,이영하,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
25,정철원,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
25,최지강,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
25,홍건희,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
