순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,제러드,두산,0.447,12,59,47,13,21,5,0,6,44,19,0,1,11,0,0,10,0,0.936,0.542,1.478,5,0.333,0.0
2,전다민,두산,0.333,17,24,18,6,6,1,0,0,7,1,0,0,6,0,0,7,0,0.389,0.500,0.889,0,0.375,0.333
2,홍성호,두산,0.333,13,13,12,0,4,2,0,0,6,1,0,0,1,0,0,5,0,0.500,0.385,0.885,0,0.167,0.25
4,허경민,두산,0.330,98,414,364,65,120,25,0,7,166,57,0,5,30,0,15,22,6,0.456,0.399,0.855,36,0.323,0.667
5,양의지,두산,0.324,97,403,361,46,117,13,0,15,175,81,0,6,29,4,7,44,11,0.485,0.380,0.865,33,0.405,0.5
6,김기연,두산,0.313,70,216,192,26,60,10,0,4,82,29,2,3,17,0,2,34,4,0.427,0.369,0.796,17,0.296,0.143
7,이유찬,두산,0.310,78,180,155,30,48,7,0,3,64,17,4,1,19,0,1,34,6,0.413,0.386,0.799,13,0.292,0.333
8,라모스,두산,0.305,80,348,311,43,95,19,3,10,150,48,1,6,27,1,3,60,5,0.482,0.360,0.842,27,0.257,0.0
9,김재호,두산,0.299,37,92,77,11,23,5,0,0,28,5,2,1,11,0,1,11,3,0.364,0.389,0.753,6,0.429,0.25
10,강승호,두산,0.291,115,474,437,67,127,29,6,16,216,67,1,3,28,4,5,130,7,0.494,0.338,0.832,35,0.279,0.25
11,서예일,두산,0.286,16,14,14,1,4,0,0,0,4,1,0,0,0,0,0,3,0,0.286,0.286,0.572,1,0.667,0.0
12,정수빈,두산,0.282,108,473,401,77,113,15,3,3,143,34,7,6,53,1,6,52,8,0.357,0.369,0.726,34,0.245,0.0
13,전민재,두산,0.272,81,221,202,29,55,5,1,2,68,28,2,2,13,1,2,45,7,0.337,0.320,0.657,16,0.328,0.0
14,조수행,두산,0.264,103,302,261,49,69,3,2,0,76,23,11,4,24,1,2,42,2,0.291,0.326,0.617,18,0.2,0.333
15,김재환,두산,0.261,107,431,368,57,96,19,0,20,175,70,0,9,49,3,5,136,7,0.476,0.348,0.824,19,0.226,0.667
16,양석환,두산,0.257,114,477,428,67,110,22,1,26,212,85,0,2,43,1,4,107,13,0.495,0.329,0.824,32,0.29,0.667
17,윤준호,두산,0.250,3,4,4,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0.250,0.250,0.500,0,0.0,0.0
17,장규빈,두산,0.250,2,4,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.250,0.250,0.500,0,0.333,1.0
19,박준영,두산,0.233,60,202,176,25,41,8,2,7,74,27,1,1,21,0,3,53,3,0.420,0.323,0.743,7,0.207,1.0
20,김민혁,두산,0.200,5,8,5,1,1,0,0,1,4,2,0,0,3,0,0,3,0,0.800,0.500,1.300,0,0.0,0.0
20,박계범,두산,0.200,24,20,15,5,3,1,0,0,4,0,0,0,5,0,0,7,2,0.267,0.400,0.667,0,0.0,0.0
20,안승한,두산,0.200,4,5,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.200,0.200,0.400,0,0.0,0.5
20,장승현,두산,0.200,9,23,20,1,4,2,0,0,6,0,1,0,2,0,0,5,0,0.300,0.273,0.573,1,0.0,0.0
24,김인태,두산,0.174,10,26,23,3,4,0,0,1,7,2,0,1,2,0,0,7,1,0.304,0.231,0.535,0,0.167,0.0
