순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,전다민,두산,0.350,1,4,2,2.00,0,0.86,4.58,0.050,4.7,0.325
2,허경민,두산,0.322,35,117,133,0.88,4,1.39,3.69,0.124,68.8,0.288
3,양의지,두산,0.317,33,92,138,0.67,14,0.65,3.69,0.162,70.1,0.29
4,제러드,두산,0.315,21,19,27,0.70,3,0.55,4.13,0.370,28.4,0.358
5,라모스,두산,0.305,32,75,87,0.86,6,0.45,3.72,0.177,52.9,0.283
6,이유찬,두산,0.295,13,45,58,0.78,2,0.48,3.77,0.092,27.7,0.259
7,김기연,두산,0.289,15,60,64,0.94,2,0.48,3.77,0.108,31.8,0.256
8,김재호,두산,0.286,5,18,34,0.53,2,0.74,3.97,0.051,13.2,0.254
8,홍성호,두산,0.286,2,1,2,0.50,0,0.14,3.87,0.143,2.0,0.257
10,강승호,두산,0.285,55,87,115,0.76,8,0.19,3.80,0.190,75.5,0.269
11,정수빈,두산,0.284,27,145,132,1.10,2,1.02,4.10,0.081,74.7,0.26
12,김재환,두산,0.266,46,62,106,0.58,6,0.39,4.10,0.229,79.1,0.285
13,조수행,두산,0.264,5,114,58,1.97,0,0.54,3.58,0.023,40.8,0.219
14,전민재,두산,0.259,8,63,60,1.05,2,0.29,3.64,0.056,22.0,0.216
15,윤준호,두산,0.250,0,1,1,1.00,0,0.00,4.50,0.000,0.2,0.175
15,장규빈,두산,0.250,0,2,0,-,0,0.00,4.75,0.000,0.2,0.175
17,양석환,두산,0.249,54,86,165,0.52,9,0.38,4.04,0.229,73.4,0.263
18,박준영,두산,0.233,17,32,51,0.63,1,0.40,4.37,0.188,25.2,0.25
19,서예일,두산,0.222,0,4,5,0.80,0,0.40,4.80,0.000,1.4,0.191
20,김민혁,두산,0.200,1,0,1,0.00,0,1.00,5.25,0.600,2.1,0.425
20,박계범,두산,0.200,1,3,2,1.50,0,0.71,4.70,0.067,1.7,0.247
20,안승한,두산,0.200,0,1,2,0.50,0,0.00,3.80,0.000,0.1,0.14
20,장승현,두산,0.200,2,8,3,2.67,0,0.40,3.70,0.100,1.4,0.198
24,김인태,두산,0.174,1,9,4,2.25,0,0.29,3.38,0.130,1.9,0.18
25,양찬열,두산,0.143,0,3,2,1.50,1,4.00,5.00,0.000,1.3,0.241
26,김대한,두산,0.139,2,15,24,0.63,0,0.32,3.90,0.056,4.1,0.156
27,김태근,두산,0.087,0,5,6,0.83,0,0.00,4.04,0.000,-0.2,0.108
28,권휘,두산,0.000,0,0,0,-,0,0.00,5.00,0.000,-0.1,0.0
28,김강률,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,김동주,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,김명신,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,김민규,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,김택연,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,김호준,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,박민준,두산,0.000,0,1,1,1.00,0,0.00,3.00,0.000,-0.3,0.0
28,박정수,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,박치국,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,여동건,두산,0.000,0,0,0,-,0,0.00,4.00,0.000,0.1,0.0
28,오명진,두산,0.000,0,0,0,-,0,1.00,4.50,0.000,0.2,0.225
28,이교훈,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,이병헌,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,이영하,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,정철원,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,최승용,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,최지강,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
28,홍건희,두산,-,0,0,0,-,0,-,-,-,0.0,0.0
