순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,제러드,두산,0.327,26,120,101,21,33,11,0,9,71,27,0,1,16,0,2,27,0,0.703,0.425,1.128,9,0.237,0.0
2,양의지,두산,0.316,109,444,395,50,125,15,1,15,187,86,0,6,35,5,8,53,13,0.473,0.378,0.851,34,0.395,0.5
3,허경민,두산,0.316,104,437,386,66,122,27,0,7,170,58,0,5,30,0,16,23,7,0.440,0.384,0.824,36,0.3,0.5
4,전다민,두산,0.316,18,25,19,6,6,1,0,0,7,1,0,0,6,0,0,7,0,0.368,0.480,0.848,0,0.375,0.333
5,홍성호,두산,0.308,14,14,13,0,4,2,0,0,6,1,0,0,1,0,0,6,0,0.462,0.357,0.819,0,0.167,0.222
6,라모스,두산,0.305,80,348,311,43,95,19,3,10,150,48,1,6,27,1,3,60,5,0.482,0.360,0.842,27,0.257,0.0
7,김기연,두산,0.295,83,256,227,31,67,10,0,5,92,31,3,3,21,0,2,42,5,0.405,0.356,0.761,19,0.279,0.125
8,이유찬,두산,0.289,90,224,197,33,57,9,0,3,75,19,4,1,21,0,1,42,8,0.381,0.359,0.740,14,0.268,0.333
9,강승호,두산,0.287,129,525,484,73,139,32,7,16,233,73,2,3,30,4,6,150,8,0.481,0.335,0.816,38,0.293,0.2
10,김재호,두산,0.286,48,118,98,13,28,5,0,0,33,5,4,1,14,0,1,19,3,0.337,0.377,0.714,7,0.4,0.25
11,정수빈,두산,0.284,122,541,457,85,130,19,3,3,164,40,8,6,63,1,7,62,8,0.359,0.375,0.734,39,0.245,0.0
12,김재환,두산,0.265,121,490,419,66,111,20,0,25,206,79,0,9,57,3,5,152,7,0.492,0.353,0.845,22,0.227,0.667
13,조수행,두산,0.263,115,339,293,53,77,3,2,0,84,29,12,4,28,1,2,49,2,0.287,0.327,0.614,19,0.232,0.333
14,전민재,두산,0.261,90,248,226,32,59,5,1,2,72,32,3,3,14,1,2,51,7,0.319,0.306,0.625,17,0.323,0.0
15,양석환,두산,0.254,128,535,481,74,122,24,1,29,235,93,0,3,45,1,6,120,15,0.489,0.323,0.812,33,0.282,0.667
16,윤준호,두산,0.250,3,4,4,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0.250,0.250,0.500,0,0.0,0.0
16,장규빈,두산,0.250,3,4,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.250,0.250,0.500,0,0.333,1.0
18,서예일,두산,0.235,22,19,17,2,4,0,0,0,4,1,0,0,2,0,0,4,0,0.235,0.316,0.551,1,0.667,0.0
19,박준영,두산,0.233,60,202,176,25,41,8,2,7,74,27,1,1,21,0,3,53,3,0.420,0.323,0.743,7,0.207,1.0
20,김민혁,두산,0.200,5,8,5,1,1,0,0,1,4,2,0,0,3,0,0,3,0,0.800,0.500,1.300,0,0.0,0.0
20,박계범,두산,0.200,24,20,15,5,3,1,0,0,4,0,0,0,5,0,0,7,2,0.267,0.400,0.667,0,0.0,0.0
20,안승한,두산,0.200,4,5,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.200,0.200,0.400,0,0.0,0.5
20,장승현,두산,0.200,9,23,20,1,4,2,0,0,6,0,1,0,2,0,0,5,0,0.300,0.273,0.573,1,0.0,0.0
24,김인태,두산,0.174,10,26,23,3,4,0,0,1,7,2,0,1,2,0,0,7,1,0.304,0.231,0.535,0,0.167,0.0
25,양찬열,두산,0.167,8,10,6,2,1,0,0,0,1,1,0,0,4,0,0,0,0,0.167,0.500,0.667,0,0.0,0.0
26,김대한,두산,0.139,54,86,72,9,10,1,0,1,14,7,2,2,8,0,2,25,1,0.194,0.238,0.432,1,0.158,0.0
27,김태근,두산,0.087,43,27,23,7,2,0,0,0,2,1,1,0,0,0,3,10,0,0.087,0.192,0.279,0,0.25,0.0
28,권휘,두산,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
28,김강률,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
28,김동주,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
28,김명신,두산,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
28,김민규,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
28,김택연,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
28,김호준,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
28,박민준,두산,0.000,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
28,박정수,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
28,박치국,두산,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
