순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,제러드,두산,0.397,16,77,63,15,25,8,0,6,51,20,0,1,12,0,1,16,0,0.810,0.494,1.304,6,0.25,0.0
2,전다민,두산,0.333,17,24,18,6,6,1,0,0,7,1,0,0,6,0,0,7,0,0.389,0.500,0.889,0,0.375,0.333
2,홍성호,두산,0.333,13,13,12,0,4,2,0,0,6,1,0,0,1,0,0,5,0,0.500,0.385,0.885,0,0.167,0.25
4,허경민,두산,0.330,98,414,364,65,120,25,0,7,166,57,0,5,30,0,15,22,6,0.456,0.399,0.855,36,0.323,0.667
5,양의지,두산,0.326,99,410,368,46,120,14,0,15,179,83,0,6,29,4,7,45,12,0.486,0.380,0.866,34,0.408,0.5
6,김재호,두산,0.318,40,100,85,12,27,5,0,0,32,5,2,1,11,0,1,12,3,0.376,0.398,0.774,7,0.429,0.25
7,이유찬,두산,0.316,82,196,171,32,54,9,0,3,72,17,4,1,19,0,1,37,6,0.421,0.385,0.806,14,0.275,0.333
8,라모스,두산,0.305,80,348,311,43,95,19,3,10,150,48,1,6,27,1,3,60,5,0.482,0.360,0.842,27,0.257,0.0
9,김기연,두산,0.297,74,228,202,26,60,10,0,4,82,29,2,3,19,0,2,37,4,0.406,0.358,0.764,17,0.281,0.143
10,강승호,두산,0.288,119,491,452,68,130,30,6,16,220,68,2,3,28,4,6,139,7,0.487,0.335,0.822,35,0.27,0.25
11,서예일,두산,0.286,18,14,14,1,4,0,0,0,4,1,0,0,0,0,0,3,0,0.286,0.286,0.572,1,0.667,0.0
12,정수빈,두산,0.281,112,493,417,80,117,16,3,3,148,34,7,6,57,1,6,55,8,0.355,0.370,0.725,35,0.231,0.0
13,조수행,두산,0.271,107,318,273,51,74,3,2,0,81,26,12,4,27,1,2,45,2,0.297,0.337,0.634,19,0.224,0.333
14,전민재,두산,0.268,84,229,209,29,56,5,1,2,69,29,2,3,13,1,2,47,7,0.330,0.313,0.643,16,0.317,0.0
15,김재환,두산,0.266,111,448,383,60,102,19,0,22,187,73,0,9,51,3,5,140,7,0.488,0.353,0.841,21,0.221,0.667
16,양석환,두산,0.262,118,495,443,69,116,23,1,28,225,90,0,3,44,1,5,109,13,0.508,0.333,0.841,33,0.299,0.667
17,윤준호,두산,0.250,3,4,4,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0.250,0.250,0.500,0,0.0,0.0
17,장규빈,두산,0.250,2,4,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.250,0.250,0.500,0,0.333,1.0
19,박준영,두산,0.233,60,202,176,25,41,8,2,7,74,27,1,1,21,0,3,53,3,0.420,0.323,0.743,7,0.207,1.0
20,김민혁,두산,0.200,5,8,5,1,1,0,0,1,4,2,0,0,3,0,0,3,0,0.800,0.500,1.300,0,0.0,0.0
20,박계범,두산,0.200,24,20,15,5,3,1,0,0,4,0,0,0,5,0,0,7,2,0.267,0.400,0.667,0,0.0,0.0
20,안승한,두산,0.200,4,5,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.200,0.200,0.400,0,0.0,0.5
20,장승현,두산,0.200,9,23,20,1,4,2,0,0,6,0,1,0,2,0,0,5,0,0.300,0.273,0.573,1,0.0,0.0
24,김인태,두산,0.174,10,26,23,3,4,0,0,1,7,2,0,1,2,0,0,7,1,0.304,0.231,0.535,0,0.167,0.0
25,양찬열,두산,0.167,8,10,6,2,1,0,0,0,1,1,0,0,4,0,0,0,0,0.167,0.500,0.667,0,0.0,0.0
26,김대한,두산,0.139,54,86,72,9,10,1,0,1,14,7,2,2,8,0,2,25,1,0.194,0.238,0.432,1,0.158,0.0
27,김태근,두산,0.091,39,26,22,6,2,0,0,0,2,1,1,0,0,0,3,10,0,0.091,0.200,0.291,0,0.333,0.0
28,권휘,두산,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
28,김강률,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
28,김동주,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
28,김명신,두산,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
28,김민규,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
28,김호준,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
28,박민준,두산,0.000,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
28,박정수,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
28,박치국,두산,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
28,오명진,두산,0.000,2,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.000,0.500,0.500,0,0.0,0.0
28,이교훈,두산,-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
28,이병헌,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
28,이영하,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
