순위,선수명,팀명,경기,도루시도,도루허용,도루저지,도루성공률,주루사,견제사
1,조수행,두산,115,67,59,8,88.1,2,1
2,정수빈,두산,122,56,46,10,82.1,6,1
3,강승호,두산,129,21,16,5,76.2,2,0
4,이유찬,두산,90,20,14,6,70.0,5,1
5,전민재,두산,90,8,6,2,75.0,4,0
6,양석환,두산,128,8,5,3,62.5,1,0
6,허경민,두산,104,5,5,0,100,3,0
8,라모스,두산,80,6,3,3,50.0,4,0
9,박준영,두산,60,2,2,0,100,1,0
9,양의지,두산,109,2,2,0,100,7,0
11,김대한,두산,54,2,1,1,50.0,3,0
11,김재환,두산,121,2,1,1,50.0,1,0
11,박계범,두산,24,1,1,0,100,1,0
11,여동건,두산,1,1,1,0,100,1,0
11,전다민,두산,18,1,1,0,100,1,0
11,홍성호,두산,14,1,1,0,100,0,0
17,권휘,두산,1,0,0,0,-,0,0
17,김강률,두산,1,0,0,0,-,0,0
17,김기연,두산,83,2,0,2,0.0,3,0
17,김동주,두산,1,0,0,0,-,0,0
17,김명신,두산,3,0,0,0,-,0,0
17,김민규,두산,1,0,0,0,-,0,0
17,김민혁,두산,5,0,0,0,-,0,0
17,김인태,두산,10,0,0,0,-,0,0
17,김재호,두산,48,0,0,0,-,1,0
17,김태근,두산,43,1,0,1,0.0,2,0
17,김택연,두산,1,0,0,0,-,0,0
17,김호준,두산,2,0,0,0,-,0,0
17,박민준,두산,4,0,0,0,-,0,0
17,박정수,두산,1,0,0,0,-,0,0
17,박치국,두산,3,0,0,0,-,0,0
17,서예일,두산,22,0,0,0,-,0,0
17,안승한,두산,4,0,0,0,-,0,0
17,양찬열,두산,8,0,0,0,-,0,0
17,오명진,두산,2,0,0,0,-,0,0
17,윤준호,두산,3,0,0,0,-,0,0
17,이교훈,두산,4,0,0,0,-,0,0
17,이병헌,두산,1,0,0,0,-,0,0
17,이영하,두산,2,0,0,0,-,0,0
17,장규빈,두산,3,0,0,0,-,0,0
17,장승현,두산,9,1,0,1,0.0,0,0
17,정철원,두산,2,0,0,0,-,0,0
17,제러드,두산,26,0,0,0,-,1,0
17,최승용,두산,1,0,0,0,-,0,0
17,최지강,두산,2,0,0,0,-,0,0
17,홍건희,두산,5,0,0,0,-,0,0
