순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,송성문,키움,0.340,45,124,124,1.00,9,0.82,3.91,0.174,99.5,0.313
2,도슨,키움,0.330,44,100,104,0.96,9,0.72,3.66,0.178,69.8,0.307
3,김혜성,키움,0.328,39,119,140,0.85,9,0.72,3.84,0.141,83.0,0.29
4,이용규,키움,0.306,8,53,42,1.26,1,0.94,3.95,0.066,31.8,0.286
5,이주형,키움,0.278,32,92,104,0.88,5,0.40,3.83,0.141,64.2,0.267
6,김건희,키움,0.264,18,55,38,1.45,1,0.22,3.80,0.154,26.2,0.243
7,고영우,키움,0.256,14,52,69,0.75,4,0.39,4.01,0.063,27.9,0.228
8,변상권,키움,0.255,9,57,49,1.16,2,0.21,3.81,0.098,20.5,0.22
9,임병욱,키움,0.241,6,14,21,0.67,0,0.13,3.74,0.138,9.3,0.217
10,김재현,키움,0.239,10,84,69,1.22,0,0.22,3.46,0.037,22.5,0.201
11,최주환,키움,0.239,30,97,151,0.64,7,0.52,4.16,0.126,51.7,0.232
12,원성준,키움,0.237,7,17,23,0.74,1,0.31,4.14,0.118,10.6,0.227
13,박성빈,키움,0.222,1,3,2,1.50,0,0.50,2.91,0.111,1.3,0.247
14,이원석,키움,0.220,4,19,36,0.53,2,0.78,3.86,0.044,9.8,0.215
15,김병휘,키움,0.219,3,2,6,0.33,0,0.18,4.11,0.156,4.2,0.24
16,박수종,키움,0.216,4,28,31,0.90,0,1.10,3.80,0.045,8.2,0.208
17,이형종,키움,0.216,7,22,31,0.71,3,0.81,3.94,0.147,15.6,0.253
18,김태진,키움,0.214,6,46,54,0.85,0,0.24,3.36,0.045,8.5,0.173
19,김동헌,키움,0.200,0,2,2,1.00,0,-,2.86,0.000,0.8,0.243
19,주성원,키움,0.200,2,14,12,1.17,0,0.33,4.16,0.073,3.9,0.194
21,이재상,키움,0.190,2,17,18,0.94,0,0.06,3.66,0.048,4.2,0.162
22,장재영,키움,0.158,5,10,13,0.77,0,0.29,4.04,0.118,6.5,0.199
23,김주형,키움,0.150,0,7,1,7.00,0,0.11,3.76,0.000,1.0,0.169
24,김시앙,키움,0.143,0,3,2,1.50,0,0.00,2.43,0.000,0.0,0.1
25,이승원,키움,0.111,1,8,12,0.67,0,0.17,3.55,0.028,-0.7,0.106
26,박주홍,키움,0.108,1,11,9,1.22,0,0.38,4.24,0.027,0.7,0.13
27,김웅빈,키움,0.103,0,4,8,0.50,0,0.21,4.65,0.000,0.1,0.121
28,임지열,키움,0.102,1,13,16,0.81,0,0.44,4.25,0.061,1.4,0.136
29,김선기,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
29,김수환,키움,0.000,0,2,0,-,0,0.00,5.67,0.000,-0.3,0.0
29,김연주,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
29,김윤하,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
29,김재웅,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
29,문성현,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
29,박준형,키움,0.000,0,1,1,1.00,0,0.00,3.20,0.000,-0.5,0.0
29,송지후,키움,0.000,0,1,0,-,0,-,1.00,0.000,-0.1,0.0
29,신준우,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
29,양지율,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
29,윤정현,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
29,주승우,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
