순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,송성문,키움,0.339,42,117,122,0.96,9,0.83,3.91,0.178,94.2,0.312
2,김혜성,키움,0.331,38,116,133,0.87,9,0.82,3.83,0.146,80.5,0.294
3,도슨,키움,0.330,44,100,104,0.96,9,0.72,3.66,0.178,69.8,0.307
4,이용규,키움,0.306,8,53,42,1.26,1,0.94,3.95,0.066,31.8,0.286
5,김병휘,키움,0.286,2,1,3,0.33,0,0.17,4.07,0.143,1.8,0.257
6,변상권,키움,0.272,9,52,43,1.21,2,0.20,3.83,0.105,21.3,0.232
7,이주형,키움,0.268,29,86,97,0.89,4,0.42,3.87,0.140,57.8,0.262
8,김건희,키움,0.259,14,46,34,1.35,0,0.19,3.79,0.130,20.5,0.231
9,고영우,키움,0.255,12,48,66,0.73,4,0.40,4.01,0.059,25.8,0.226
10,김재현,키움,0.246,10,79,65,1.22,0,0.21,3.48,0.039,22.5,0.206
11,임병욱,키움,0.241,6,14,21,0.67,0,0.13,3.74,0.138,9.3,0.217
12,최주환,키움,0.240,28,90,144,0.63,7,0.49,4.13,0.123,48.2,0.231
13,원성준,키움,0.233,6,16,21,0.76,1,0.27,4.15,0.116,9.2,0.22
14,이원석,키움,0.220,4,19,36,0.53,2,0.78,3.86,0.044,9.8,0.215
15,이형종,키움,0.216,7,22,31,0.71,3,0.81,3.94,0.147,15.6,0.253
16,김태진,키움,0.214,6,46,54,0.85,0,0.24,3.36,0.045,8.5,0.173
17,박수종,키움,0.213,3,25,30,0.83,0,0.88,3.84,0.038,6.6,0.194
18,김동헌,키움,0.200,0,2,2,1.00,0,-,2.86,0.000,0.8,0.243
18,장재영,키움,0.200,3,8,5,1.60,0,0.33,4.03,0.100,5.6,0.23
18,주성원,키움,0.200,2,14,12,1.17,0,0.33,4.16,0.073,3.9,0.194
21,이재상,키움,0.193,2,17,17,1.00,0,0.06,3.68,0.048,4.3,0.164
22,김시앙,키움,0.143,0,3,2,1.50,0,0.00,2.43,0.000,0.0,0.1
23,김주형,키움,0.125,0,5,1,5.00,0,0.13,3.90,0.000,0.8,0.166
23,박성빈,키움,0.125,0,3,2,1.50,0,0.50,2.78,0.000,0.2,0.131
25,김웅빈,키움,0.103,0,4,8,0.50,0,0.21,4.65,0.000,0.1,0.121
26,임지열,키움,0.102,1,13,16,0.81,0,0.44,4.25,0.061,1.4,0.136
27,이승원,키움,0.094,1,8,10,0.80,0,0.09,3.54,0.031,-1.3,0.086
28,박주홍,키움,0.071,1,7,8,0.88,0,0.45,4.36,0.036,0.7,0.122
29,김선기,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
29,김수환,키움,0.000,0,2,0,-,0,0.00,5.67,0.000,-0.3,0.0
29,김연주,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
29,김윤하,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
29,김재웅,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
29,문성현,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
29,박준형,키움,0.000,0,1,1,1.00,0,0.00,3.20,0.000,-0.5,0.0
29,송지후,키움,0.000,0,1,0,-,0,-,1.00,0.000,-0.1,0.0
29,신준우,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
29,양지율,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
29,주승우,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
