순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,송성문,키움,0.340,128,535,467,75,159,25,3,17,241,93,0,8,57,2,3,69,5,0.516,0.409,0.925,42,0.38,0.333
2,도슨,키움,0.330,95,429,382,69,126,31,2,11,194,57,0,2,39,0,6,54,10,0.508,0.399,0.907,38,0.333,0.5
3,김혜성,키움,0.327,114,507,456,78,149,24,4,11,214,69,0,6,41,2,4,56,6,0.469,0.383,0.852,43,0.393,0.0
4,이용규,키움,0.306,60,227,183,27,56,5,2,1,68,12,3,1,31,0,9,33,4,0.372,0.429,0.801,12,0.182,0.5
5,이주형,키움,0.277,101,467,412,75,114,17,3,12,173,50,0,1,42,1,12,106,4,0.420,0.360,0.780,32,0.262,0.0
6,변상권,키움,0.260,69,212,200,14,52,3,1,5,72,19,0,1,10,0,1,46,4,0.360,0.297,0.657,16,0.208,0.188
7,김건희,키움,0.260,69,220,204,23,53,11,0,7,85,27,0,2,14,0,0,62,5,0.417,0.305,0.722,12,0.255,0.308
8,고영우,키움,0.256,94,290,254,21,65,12,2,0,81,35,4,3,28,0,1,71,5,0.319,0.329,0.648,15,0.324,0.5
9,김재현,키움,0.242,103,305,269,24,65,10,0,0,75,26,9,5,12,0,10,58,7,0.279,0.294,0.573,13,0.239,0.0
10,임병욱,키움,0.241,42,92,87,14,21,3,0,3,33,10,0,1,4,0,0,32,1,0.379,0.272,0.651,3,0.368,0.182
11,원성준,키움,0.237,40,104,93,10,22,5,0,2,33,9,1,1,9,0,0,32,2,0.355,0.301,0.656,5,0.261,0.231
12,최주환,키움,0.234,116,480,423,41,99,17,0,11,149,68,0,8,43,2,6,85,11,0.352,0.308,0.660,27,0.268,0.0
13,김병휘,키움,0.233,19,34,30,3,7,2,0,1,12,2,0,0,3,0,1,15,0,0.400,0.324,0.724,1,0.0,0.0
14,박성빈,키움,0.222,10,11,9,1,2,1,0,0,3,2,0,0,1,0,1,2,0,0.333,0.364,0.697,0,1.0,0.0
15,이원석,키움,0.220,39,109,91,5,20,4,0,0,24,8,0,2,14,0,2,18,2,0.264,0.330,0.594,5,0.185,0.25
16,박수종,키움,0.216,67,103,88,17,19,4,0,0,23,4,2,0,11,0,2,10,2,0.261,0.317,0.578,5,0.167,0.0
