순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,에레디아,SSG,0.363,84,368,336,49,122,17,1,10,171,73,0,6,41,1,1,37,3,0.533,0.423,0.956,30,0.38,0.333
2,레이예스,롯데,0.361,90,390,355,54,128,24,2,10,186,77,0,7,32,0,6,49,9,0.530,0.408,0.938,38,0.323,0.5
3,송성문,키움,0.353,88,355,306,47,108,13,3,12,163,64,0,7,31,1,4,31,6,0.511,0.397,0.908,30,0.403,0.0
4,박건우,NC,0.352,84,344,310,55,109,22,1,12,169,50,0,2,25,0,5,28,3,0.351,0.413,0.764,9,0.179,0.5
5,김도영,KIA,0.346,91,411,358,93,124,19,4,24,223,69,1,5,20,0,0,42,2,0.341,0.365,0.706,12,0.357,0.25
6,도슨,키움,0.345,86,390,351,66,121,31,2,10,186,48,0,1,29,1,6,63,3,0.431,0.369,0.800,17,0.262,0.0
7,양의지,두산,0.342,82,345,310,40,106,12,0,12,154,73,0,6,3,0,0,19,0,0.432,0.313,0.745,3,0.2,0.4
8,김혜성,키움,0.335,80,358,319,57,107,20,3,10,163,53,0,4,8,0,0,38,4,0.365,0.324,0.689,6,0.357,0.143
9,허경민,두산,0.334,80,333,293,51,98,18,0,6,134,46,0,5,3,0,0,15,1,0.356,0.313,0.669,1,0.444,0.4
10,로하스,KT,0.33,93,434,367,72,121,26,0,23,216,78,0,2,8,0,0,26,3,0.352,0.307,0.659,8,0.217,0.214
11,박민우,NC,0.323,73,332,285,46,92,17,2,5,128,25,3,1,9,0,7,44,5,0.302,0.301,0.603,9,0.237,0.0
12,홍창기,LG,0.318,90,411,336,61,107,5,3,4,130,48,1,2,4,0,0,14,2,0.326,0.298,0.624,1,0.3,0.2
13,문성주,LG,0.318,86,332,277,44,88,16,2,0,108,46,1,3,21,1,3,54,9,0.336,0.284,0.620,19,0.237,0.0
14,이우성,KIA,0.317,75,314,278,47,88,11,1,8,125,46,0,1,17,1,1,21,1,0.393,0.355,0.748,3,0.409,0.333
15,김태연,한화,0.308,78,292,253,37,78,16,0,11,127,46,3,2,14,0,2,18,2,0.264,0.330,0.594,5,0.185,0.25
16,라모스,두산,0.306,79,344,307,43,94,19,3,10,149,47,1,6,1,0,2,28,0,0.274,0.250,0.524,4,0.143,0.0
17,박성한,SSG,0.306,90,391,337,59,103,17,0,6,138,45,3,5,8,0,2,26,2,0.319,0.351,0.670,2,0.273,0.0
18,소크라테스,KIA,0.305,93,404,367,65,112,19,1,21,196,70,0,2,5,0,2,6,1,0.219,0.282,0.501,3,0.2,0.0
19,구자욱,삼성,0.305,90,397,351,59,107,26,1,20,195,71,0,4,1,0,1,0,0,0.200,0.429,0.629,0,1.0,0.0
20,김선빈,KIA,0.304,73,290,257,31,78,11,0,6,107,32,2,0,5,1,0,13,0,0.226,0.235,0.461,4,0.174,0.154
21,강백호,KT,0.303,93,418,376,69,114,18,0,23,201,71,0,2,1,0,3,6,0,0.182,0.400,0.582,0,0.5,0.0
22,윤동희,롯데,0.302,87,374,324,65,98,23,3,6,145,46,2,3,0,0,0,1,0,0.143,0.143,0.286,0,0.0,0.0
23,오스틴,LG,0.302,92,398,344,59,104,21,2,20,189,77,0,11,1,0,0,2,0,0.125,0.222,0.347,0,0.0,0.0
24,페라자,한화,0.301,75,331,289,55,87,21,0,17,159,53,0,2,7,0,0,16,2,0.163,0.211,0.374,1,0.0,0.0
25,김지찬,삼성,0.3,92,345,290,61,87,11,0,3,107,23,8,1,3,0,1,6,0,0.077,0.294,0.371,0,0.0,0.0
26,최원준,KIA,0.299,89,339,301,52,90,17,3,6,131,38,4,0,0,0,0,0,0,-,-,-,0,0.0,0.0
27,고승민,롯데,0.298,66,287,255,47,76,14,2,6,112,45,0,4,0,0,0,0,0,-,-,-,0,0.0,0.0
28,박찬호,KIA,0.296,85,377,338,56,100,16,1,2,124,34,6,4,0,0,0,0,0,-,-,-,0,0.0,0.0
29,최형우,KIA,0.295,86,373,325,56,96,20,1,18,172,86,0,3,0,0,0,0,0,-,-,-,0,0.0,0.0
30,안치홍,한화,0.295,91,390,346,50,102,13,0,10,145,46,0,3,0,0,0,0,0,-,-,-,0,0.0,0.0
26,문성현,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
26,박주홍,키움,0.000,4,10,9,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0.000,0.100,0.100,0,0.0,0.0
26,박준형,키움,0.000,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.000,0.000,0.000,0,0.0,0.0
26,송지후,키움,0.000,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0
26,신준우,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
26,양지율,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
26,이승원,키움,0.000,3,5,4,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0.000,0.000,0.000,0,0.0,0.0
26,주승우,키움,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
