순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,박경수,KT,0.667,1,0,0,-,0,0.0,3.67,0.333,1.1,0.55
2,조대현,KT,0.4,1,2,1,2.00,0,0.5,3.67,0.067,3.5,0.342
3,로하스,KT,0.339,57,89,117,0.76,11,0.72,4.0,0.245,101.0,0.339
4,김민혁,KT,0.311,10,90,42,2.14,1,0.67,3.69,0.046,31.8,0.257
5,강현우,KT,0.308,2,5,3,1.67,1,0.8,3.97,0.154,6.3,0.327
6,천성호,KT,0.298,12,74,39,1.90,2,0.44,3.61,0.079,28.4,0.252
7,강백호,KT,0.295,44,114,96,1.19,6,0.47,4.03,0.209,79.1,0.291
8,신본기,KT,0.294,6,29,27,1.07,0,0.7,3.75,0.11,19.1,0.277
9,배정대,KT,0.288,28,62,78,0.79,0,0.47,3.91,0.14,47.8,0.27
10,심우준,KT,0.278,2,22,18,1.22,2,0.83,4.13,0.056,9.7,0.248
10,안현민,KT,0.278,2,6,2,3.00,0,0.17,3.62,0.278,3.8,0.289
12,김병준,KT,0.273,0,3,3,1.00,0,1.0,3.92,0.0,1.4,0.242
12,박민석,KT,0.273,0,3,1,3.00,0,0.0,4.64,0.0,0.4,0.191
14,김상수,KT,0.269,18,78,93,0.84,2,0.66,3.87,0.094,36.8,0.247
15,황재균,KT,0.265,27,90,113,0.80,4,0.36,3.89,0.113,42.2,0.237
16,장성우,KT,0.264,27,69,104,0.66,11,0.69,4.08,0.167,51.0,0.266
17,문상철,KT,0.255,18,58,72,0.81,2,0.5,4.01,0.16,39.7,0.262
18,안치영,KT,0.25,0,10,11,0.91,0,0.17,4.13,0.0,2.9,0.19
19,조용호,KT,0.248,5,48,39,1.23,1,0.52,3.73,0.034,12.6,0.21
20,오윤석,KT,0.248,10,39,24,1.63,2,0.47,3.96,0.14,14.9,0.244
21,오재일,KT,0.242,25,33,70,0.47,2,0.38,3.87,0.19,33.8,0.254
22,김준태,KT,0.24,2,6,7,0.86,0,0.83,3.8,0.08,3.4,0.245
23,권동진,KT,0.222,0,3,2,1.50,0,0.5,4.1,0.0,0.7,0.191
23,홍현빈,KT,0.222,1,4,3,1.33,1,0.43,4.45,0.111,2.3,0.233
25,정준영,KT,0.196,1,21,9,2.33,0,0.53,4.11,0.018,4.0,0.187
26,이호연,KT,0.152,1,7,13,0.54,0,0.13,3.86,0.03,-0.2,0.125
27,송민섭,KT,0.143,0,1,1,1.00,0,0.75,5.4,0.0,0.6,0.216
28,김건형,KT,0.125,1,8,5,1.60,0,0.13,4.16,0.042,0.1,0.114
28,윤준혁,KT,0.125,0,1,1,1.00,0,0.0,3.5,0.0,-0.2,0.088
30,장준원,KT,0.071,0,4,4,1.00,0,0.8,4.39,0.0,0.7,0.143
31,강건,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
31,김민,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
31,박세진,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
31,박시영,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
31,박영현,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
31,성재헌,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
31,손동현,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
31,우규민,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
31,이선우,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
31,주권,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
