순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,박경수,KT,0.667,1,0,0,-,0,0.0,3.67,0.333,1.1,0.55
2,조대현,KT,0.353,1,2,3,0.67,0,0.5,3.78,0.059,3.3,0.306
3,로하스,KT,0.336,58,91,123,0.74,11,0.73,4.0,0.246,102.5,0.337
4,김민혁,KT,0.319,11,91,43,2.12,1,0.65,3.7,0.048,33.7,0.262
5,강현우,KT,0.308,2,5,3,1.67,1,0.8,3.97,0.154,6.3,0.327
6,천성호,KT,0.293,12,78,39,2.00,2,0.41,3.63,0.077,28.3,0.247
7,강백호,KT,0.292,44,117,100,1.17,6,0.47,4.01,0.205,78.9,0.288
8,신본기,KT,0.291,6,29,27,1.07,0,0.67,3.73,0.109,19.0,0.275
9,배정대,KT,0.281,28,67,80,0.84,0,0.45,3.92,0.136,47.5,0.264
10,안현민,KT,0.278,2,6,2,3.00,0,0.17,3.62,0.278,3.8,0.289
11,김병준,KT,0.273,0,3,3,1.00,0,1.0,3.92,0.0,1.4,0.242
12,김상수,KT,0.271,18,78,98,0.80,2,0.65,3.88,0.092,37.8,0.248
13,심우준,KT,0.263,2,23,20,1.15,2,0.63,4.03,0.05,9.6,0.233
14,장성우,KT,0.262,27,71,106,0.67,11,0.68,4.11,0.164,51.1,0.264
15,황재균,KT,0.262,28,91,120,0.76,4,0.36,3.88,0.118,43.0,0.235
16,문상철,KT,0.251,18,61,73,0.84,2,0.5,4.0,0.157,39.4,0.259
17,박민석,KT,0.25,0,3,1,3.00,0,0.0,4.58,0.0,0.3,0.175
17,안치영,KT,0.25,0,10,11,0.91,0,0.17,4.13,0.0,2.9,0.19
19,조용호,KT,0.248,5,48,39,1.23,1,0.52,3.73,0.034,12.6,0.21
20,오윤석,KT,0.248,10,39,24,1.63,2,0.47,3.96,0.14,14.9,0.244
21,오재일,KT,0.244,26,34,76,0.45,3,0.37,3.82,0.194,35.8,0.254
22,김준태,KT,0.24,2,6,7,0.86,0,0.83,3.8,0.08,3.4,0.245
23,권동진,KT,0.222,0,3,2,1.50,0,0.5,4.1,0.0,0.7,0.191
23,홍현빈,KT,0.222,1,4,3,1.33,1,0.43,4.45,0.111,2.3,0.233
25,정준영,KT,0.196,1,21,9,2.33,0,0.53,4.11,0.018,4.0,0.187
26,이호연,KT,0.152,1,7,13,0.54,0,0.13,3.86,0.03,-0.2,0.125
27,송민섭,KT,0.143,0,1,1,1.00,0,0.75,5.4,0.0,0.6,0.216
28,김건형,KT,0.125,1,8,5,1.60,0,0.13,4.16,0.042,0.1,0.114
28,윤준혁,KT,0.125,0,1,1,1.00,0,0.0,3.5,0.0,-0.2,0.088
30,장준원,KT,0.071,0,4,4,1.00,0,0.8,4.39,0.0,0.7,0.143
31,강건,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
31,김민,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
31,박세진,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
31,박시영,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
31,박영현,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
31,성재헌,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
31,손동현,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
31,우규민,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
31,이선우,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
31,주권,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
