순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,박경수,KT,0.667,5,3,3,2,2,1,0,0,3,1,0,0,0,0,0,1,0,1.0,0.667,1.667,0,1.0,0.5
2,조대현,KT,0.4,13,21,15,1,6,1,0,0,7,2,3,0,3,0,0,6,0,0.467,0.5,0.967,1,0.2,0.0
3,로하스,KT,0.339,109,508,436,83,148,30,0,26,256,87,0,2,64,6,6,86,8,0.587,0.429,1.016,43,0.308,0.0
4,박민석,KT,0.333,14,9,9,3,3,0,0,0,3,0,0,0,0,0,0,4,0,0.333,0.333,0.666,0,0.333,0.0
5,김민혁,KT,0.309,81,261,233,25,72,8,1,0,82,24,2,2,23,1,1,36,7,0.352,0.371,0.723,19,0.294,0.267
6,강현우,KT,0.308,18,36,26,4,8,1,0,1,12,8,2,0,8,0,0,10,0,0.462,0.471,0.933,2,0.286,0.0
7,심우준,KT,0.297,19,75,64,10,19,1,0,1,23,10,2,0,9,0,0,10,1,0.359,0.384,0.743,5,0.4,0.0
8,신본기,KT,0.295,66,133,105,16,31,3,0,3,43,18,7,2,16,0,3,21,3,0.41,0.397,0.807,4,0.27,1.0
9,강백호,KT,0.295,109,486,434,74,128,20,0,24,220,75,0,2,47,3,3,101,6,0.507,0.366,0.873,38,0.263,0.25
10,천성호,KT,0.294,63,233,214,38,63,8,3,1,80,17,1,1,16,0,1,39,5,0.374,0.345,0.719,17,0.367,0.0
11,배정대,KT,0.291,78,333,285,38,83,20,1,6,123,42,5,7,33,1,3,72,3,0.432,0.363,0.795,22,0.299,1.0
12,안현민,KT,0.278,9,21,18,4,5,0,1,1,10,2,0,1,1,0,1,6,0,0.556,0.333,0.889,1,0.0,0.0
13,김병준,KT,0.273,25,13,11,7,3,0,0,0,3,0,0,0,2,0,0,2,0,0.273,0.385,0.658,1,0.0,0.0
14,김상수,KT,0.267,89,332,288,45,77,12,2,4,105,40,7,1,31,0,5,44,10,0.365,0.348,0.713,17,0.316,0.5
15,황재균,KT,0.265,107,415,381,48,101,19,0,8,144,45,4,1,28,0,1,78,9,0.378,0.316,0.694,28,0.248,0.25
16,장성우,KT,0.26,99,359,311,31,81,13,0,12,130,55,1,4,43,0,0,63,6,0.418,0.346,0.764,23,0.258,0.154
17,문상철,KT,0.258,96,304,260,37,67,6,0,12,109,42,1,2,34,2,7,67,8,0.419,0.356,0.775,15,0.254,0.238
18,안치영,KT,0.25,31,48,44,12,11,0,0,0,11,3,2,0,2,0,0,12,0,0.25,0.283,0.533,2,0.182,0.0
19,조용호,KT,0.248,60,165,149,17,37,5,0,0,42,13,3,0,13,0,0,25,5,0.282,0.309,0.591,8,0.286,0.25
20,오윤석,KT,0.248,51,139,121,19,30,6,1,3,47,15,1,2,14,0,1,30,6,0.388,0.326,0.714,7,0.125,0.333
21,오재일,KT,0.247,75,257,223,28,55,15,1,9,99,32,0,5,28,0,1,76,6,0.444,0.327,0.771,13,0.283,0.294
22,김준태,KT,0.24,23,30,25,6,6,2,0,0,8,3,0,0,5,0,0,6,0,0.32,0.367,0.687,0,0.333,0.0
23,권동진,KT,0.222,8,10,9,3,2,0,0,0,2,0,0,0,1,0,0,2,0,0.222,0.3,0.522,1,0.333,0.0
23,홍현빈,KT,0.222,28,22,18,5,4,0,1,0,6,2,1,0,3,0,0,7,0,0.333,0.333,0.666,0,1.0,0.0
25,정준영,KT,0.196,36,66,56,8,11,1,0,0,12,2,2,0,8,0,0,15,1,0.214,0.297,0.511,2,0.083,0.0
26,이호연,KT,0.152,23,35,33,2,5,1,0,0,6,0,1,0,1,0,0,8,2,0.182,0.176,0.358,1,0.0,0.125
27,송민섭,KT,0.143,13,10,7,4,1,0,0,0,1,0,0,0,3,0,0,4,0,0.143,0.4,0.543,0,0.25,0.0
28,김건형,KT,0.125,13,25,24,2,3,1,0,0,4,1,0,0,1,0,0,8,0,0.167,0.16,0.327,1,0.0,0.0
28,윤준혁,KT,0.125,7,8,8,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0.125,0.125,0.25,0,0.333,0.0
30,장준원,KT,0.071,17,18,14,1,1,0,0,0,1,0,0,0,4,0,0,5,0,0.071,0.278,0.349,0,0.0,0.0
31,강건,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
31,김민,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
31,박세진,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
31,박시영,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
31,박영현,KT,-,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
31,성재헌,KT,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
31,손동현,KT,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
31,우규민,KT,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
31,이선우,KT,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
31,주권,KT,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
