순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,박경수,KT,0.667,1,0,0,-,0,0.0,3.67,0.333,1.1,0.55
2,조대현,KT,0.345,2,4,4,1.00,0,0.27,3.94,0.069,4.4,0.286
3,김민혁,KT,0.345,14,103,52,1.98,2,0.75,3.71,0.058,45.8,0.283
4,로하스,KT,0.333,67,101,140,0.72,12,0.74,3.96,0.252,113.9,0.336
5,강현우,KT,0.308,2,5,3,1.67,1,0.8,3.97,0.154,6.3,0.327
5,김병준,KT,0.308,0,4,3,1.33,0,1.0,3.67,0.0,1.9,0.257
7,천성호,KT,0.295,12,82,41,2.00,2,0.42,3.61,0.073,29.9,0.248
8,강백호,KT,0.283,46,127,111,1.14,8,0.45,4.0,0.195,82.6,0.279
9,안현민,KT,0.278,2,6,2,3.00,0,0.17,3.62,0.278,3.8,0.289
10,김상수,KT,0.277,20,83,104,0.80,2,0.65,3.9,0.095,41.7,0.252
11,신본기,KT,0.276,6,30,28,1.07,0,0.57,3.77,0.103,18.5,0.262
12,배정대,KT,0.275,29,79,87,0.91,1,0.46,3.97,0.128,52.8,0.26
12,오윤석,KT,0.275,14,43,25,1.72,2,0.5,3.93,0.188,21.1,0.275
14,장성우,KT,0.264,29,78,119,0.66,12,0.64,4.1,0.157,57.2,0.261
15,황재균,KT,0.264,34,100,140,0.71,5,0.36,3.83,0.131,50.4,0.24
16,문상철,KT,0.257,23,67,82,0.82,2,0.53,3.99,0.183,48.9,0.27
17,심우준,KT,0.25,3,33,30,1.10,3,0.58,4.06,0.06,12.9,0.226
17,안치영,KT,0.25,0,10,11,0.91,0,0.17,4.13,0.0,2.9,0.19
19,조용호,KT,0.248,5,48,39,1.23,1,0.52,3.73,0.034,12.6,0.21
20,김준태,KT,0.24,2,6,7,0.86,0,0.83,3.8,0.08,3.4,0.245
21,오재일,KT,0.24,27,38,86,0.44,3,0.35,3.79,0.19,37.9,0.247
22,권동진,KT,0.222,0,3,2,1.50,0,0.5,4.1,0.0,0.7,0.191
22,홍현빈,KT,0.222,1,4,3,1.33,1,0.43,4.45,0.111,2.3,0.233
24,박민석,KT,0.214,0,3,1,3.00,0,0.0,4.57,0.0,0.1,0.15
25,정준영,KT,0.196,1,21,9,2.33,0,0.53,4.11,0.018,4.0,0.187
26,이호연,KT,0.146,1,10,13,0.77,0,0.08,3.98,0.024,-0.4,0.118
27,김건형,KT,0.125,1,8,5,1.60,0,0.13,4.16,0.042,0.1,0.114
27,윤준혁,KT,0.125,0,1,1,1.00,0,0.0,3.5,0.0,-0.2,0.088
29,송민섭,KT,0.1,0,2,1,2.00,0,0.5,5.0,0.0,0.7,0.186
30,장준원,KT,0.071,0,4,4,1.00,0,0.8,4.39,0.0,0.7,0.143
31,강건,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
31,김민,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
31,김영현,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
31,박세진,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
31,박시영,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
31,박영현,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
31,성재헌,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
31,손동현,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
31,우규민,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
31,이선우,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
31,주권,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
