순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,최원영,LG,0.364,1,3,3,1.00,0,0.00,3.58,0.091,1.9,0.301
2,김대원,LG,0.333,0,1,0,-,0,0.00,2.00,0.000,0.4,0.233
2,최명경,LG,0.333,0,1,0,-,0,0.00,3.67,0.000,0.3,0.233
4,문성주,LG,0.322,18,86,68,1.26,5,1.44,3.95,0.073,49.2,0.29
5,홍창기,LG,0.313,12,99,68,1.46,4,1.08,4.22,0.071,57.6,0.291
6,김현수,LG,0.292,24,86,108,0.80,7,0.62,3.77,0.119,48.9,0.26
7,오스틴,LG,0.289,40,62,127,0.49,6,0.62,3.77,0.232,64.7,0.29
8,문보경,LG,0.287,31,70,97,0.72,2,0.59,4.08,0.178,53.6,0.277
9,신민재,LG,0.285,10,92,61,1.51,2,1.14,3.61,0.042,39.3,0.253
10,김범석,LG,0.283,9,24,25,0.96,2,0.29,3.96,0.158,18.4,0.268
11,박동원,LG,0.274,27,66,59,1.12,2,0.61,4.17,0.205,46.5,0.285
12,구본혁,LG,0.267,12,54,81,0.67,7,0.70,3.74,0.071,25.7,0.234
13,박해민,LG,0.262,15,67,105,0.64,3,0.39,4.12,0.083,43.0,0.233
14,김현종,LG,0.250,1,1,5,0.20,0,0.00,2.54,0.083,1.2,0.222
14,오지환,LG,0.250,19,34,43,0.79,2,0.46,4.19,0.130,26.4,0.255
16,안익훈,LG,0.211,1,12,9,1.33,1,0.40,3.73,0.026,2.8,0.185
17,김주성,LG,0.167,0,2,3,0.67,0,-,3.78,0.000,1.1,0.242
17,최승민,LG,0.167,0,2,2,1.00,0,0.00,2.83,0.000,-0.4,0.117
17,허도환,LG,0.167,2,16,12,1.33,1,0.22,4.18,0.033,4.7,0.185
20,김성진,LG,0.143,0,0,3,0.00,0,0.33,4.13,0.000,0.3,0.148
21,김민수,LG,0.125,0,2,2,1.00,0,0.33,3.67,0.000,-0.2,0.131
22,김대현,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
22,김성우,LG,0.000,0,0,1,0.00,0,0.00,4.00,0.000,-0.3,0.0
22,김진성,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
22,김태우,LG,0.000,0,0,1,0.00,0,0.00,5.00,0.000,-0.3,0.0
22,송찬의,LG,0.000,0,1,2,0.50,0,0.33,3.38,0.000,0.1,0.113
22,유영찬,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
22,이지강,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
22,전준호,LG,0.000,0,0,0,-,0,0.00,5.00,0.000,-0.1,0.0
22,최동환,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
22,함창건,LG,0.0,0,2,6,0.33,0,2.0,4.45,0.0,-0.5,0.082
