순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,최원영,LG,0.364,1,3,3,1.00,0,0.00,3.58,0.091,1.9,0.301
2,김대원,LG,0.333,0,1,0,-,0,0.00,2.00,0.000,0.4,0.233
2,최명경,LG,0.333,0,1,0,-,0,0.00,3.67,0.000,0.3,0.233
4,홍창기,LG,0.318,12,101,71,1.42,4,1.08,4.22,0.068,59.9,0.293
5,문성주,LG,0.318,18,88,70,1.26,5,1.44,3.95,0.072,48.4,0.287
6,오스틴,LG,0.302,43,63,127,0.50,6,0.66,3.77,0.247,70.8,0.303
7,신민재,LG,0.289,11,93,61,1.52,2,1.17,3.60,0.049,41.6,0.259
8,문보경,LG,0.289,34,72,99,0.73,3,0.62,4.11,0.193,57.6,0.284
9,김현수,LG,0.289,24,89,111,0.80,7,0.64,3.74,0.117,49.6,0.258
10,김범석,LG,0.285,10,25,26,0.96,2,0.32,3.91,0.179,19.6,0.276
11,박동원,LG,0.279,27,66,61,1.08,2,0.62,4.17,0.200,48.8,0.288
12,오지환,LG,0.266,21,35,44,0.80,2,0.47,4.21,0.146,30.4,0.27
13,구본혁,LG,0.264,12,57,82,0.70,7,0.68,3.77,0.069,25.7,0.231
14,박해민,LG,0.259,15,70,109,0.64,3,0.41,4.13,0.081,43.2,0.23
15,김현종,LG,0.250,1,1,5,0.20,0,0.00,2.54,0.083,1.2,0.222
16,안익훈,LG,0.211,1,12,9,1.33,1,0.40,3.69,0.026,2.9,0.185
17,김주성,LG,0.167,0,2,3,0.67,0,-,3.78,0.000,1.1,0.242
17,최승민,LG,0.167,0,2,2,1.00,0,0.00,2.83,0.000,-0.3,0.117
17,허도환,LG,0.167,2,16,12,1.33,1,0.22,4.18,0.033,4.7,0.185
20,김성진,LG,0.143,0,0,3,0.00,0,0.33,4.13,0.000,0.3,0.148
21,김민수,LG,0.125,0,2,2,1.00,0,0.33,3.67,0.000,-0.2,0.131
22,김대현,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
22,김성우,LG,0.000,0,0,1,0.00,0,0.00,4.00,0.000,-0.4,0.0
22,김진성,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
22,김태우,LG,0.000,0,0,1,0.00,0,0.00,5.00,0.000,-0.3,0.0
22,백승현,LG,0.000,0,1,0,-,0,-,3.00,0.000,-0.1,0.0
22,송찬의,LG,0.000,0,1,2,0.50,0,0.33,3.38,0.000,0.1,0.113
22,유영찬,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
22,이지강,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
22,전준호,LG,0.000,0,0,0,-,0,0.00,5.00,0.000,-0.1,0.0
22,진우영,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
22,최동환,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
22,함창건,LG,0.000,0,2,6,0.33,0,2.00,4.45,0.000,-0.5,0.082
