순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,이영빈,LG,0.500,4,2,2,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0.500,0.500,1.000,0,1.0,0.0
2,최원영,LG,0.375,35,18,16,10,6,1,0,1,10,4,0,0,0,0,2,2,0,0.625,0.444,1.069,0,0.4,0.333
3,김대원,LG,0.333,17,3,3,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0.333,0.333,0.666,0,0.0,0.5
3,최명경,LG,0.333,1,3,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.333,0.333,0.666,0,0.0,0.0
5,문성주,LG,0.318,86,332,277,44,88,16,2,0,108,46,1,3,49,0,2,34,4,0.390,0.420,0.810,23,0.395,0.429
6,홍창기,LG,0.310,108,497,403,73,125,8,3,4,151,53,1,2,79,2,12,74,8,0.375,0.435,0.810,37,0.37,1.0
7,오스틴,LG,0.307,109,475,410,78,126,25,2,27,236,100,0,11,51,6,3,69,7,0.576,0.379,0.955,36,0.331,0.0
8,신민재,LG,0.302,109,401,331,66,100,10,4,0,118,37,12,3,52,1,3,42,6,0.356,0.398,0.754,30,0.322,0.5
9,김현수,LG,0.297,106,457,404,52,120,25,2,7,170,54,0,8,40,1,5,62,9,0.421,0.361,0.782,34,0.233,0.333
10,문보경,LG,0.297,112,460,394,56,117,27,3,14,192,71,2,11,52,3,1,84,9,0.487,0.371,0.858,31,0.303,0.0
11,김범석,LG,0.271,54,155,140,13,38,4,0,6,60,23,0,1,12,2,2,44,3,0.429,0.335,0.764,7,0.233,0.167
12,박동원,LG,0.271,100,384,325,48,88,17,0,16,153,65,2,7,50,2,0,85,10,0.471,0.361,0.832,18,0.288,0.5
13,박해민,LG,0.259,112,441,386,56,100,9,6,4,133,47,5,8,34,0,8,82,2,0.345,0.326,0.671,28,0.235,0.25
14,구본혁,LG,0.258,102,306,271,36,70,11,0,2,87,37,1,4,29,0,1,46,5,0.321,0.328,0.649,12,0.274,0.5
15,오지환,LG,0.251,78,306,263,44,66,18,1,5,101,40,2,1,37,0,3,80,6,0.384,0.349,0.733,18,0.244,0.0
16,김현종,LG,0.250,15,13,12,8,3,1,0,0,4,2,0,0,0,0,1,3,0,0.333,0.308,0.641,0,0.5,0.333
17,김주성,LG,0.167,12,9,6,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0.167,0.444,0.611,0,0.0,0.0
17,안익훈,LG,0.167,35,55,48,7,8,1,0,0,9,3,2,1,4,0,0,13,2,0.188,0.226,0.414,0,0.071,0.111
17,함창건,LG,0.167,12,15,12,3,2,0,0,0,2,0,1,0,2,0,0,2,1,0.167,0.286,0.453,0,0.0,0.5
20,허도환,LG,0.162,47,89,68,9,11,2,0,0,13,10,5,1,6,0,9,24,2,0.191,0.310,0.501,2,0.292,0.0
21,김성진,LG,0.143,8,8,7,0,1,0,0,0,1,0,0,0,1,0,0,3,0,0.143,0.250,0.393,0,0.0,0.333
21,최승민,LG,0.143,39,7,7,15,1,0,0,0,1,0,0,0,0,0,0,1,0,0.143,0.143,0.286,0,0.0,0.0
23,김민수,LG,0.111,7,10,9,0,1,0,0,0,1,0,0,0,1,0,0,3,1,0.111,0.200,0.311,0,0.0,0.0
24,김대현,LG,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
24,김성우,LG,0.000,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.000,0.000,0.000,0,0.0,0.0
24,김영준,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
24,김유영,LG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
24,김진성,LG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
24,김태우,LG,0.000,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000,0,0.0,0.0
24,백승현,LG,0.000,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0
24,송찬의,LG,0.000,6,9,7,1,0,0,0,0,0,0,0,0,1,0,1,4,0,0.000,0.222,0.222,0,0.0,0.0
24,유영찬,LG,-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
24,이종준,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
24,이지강,LG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
24,전준호,LG,0.000,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
24,정우영,LG,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
24,진우영,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
24,최동환,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
