순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,이영빈,LG,0.375,1,2,2,1.00,0,0.00,3.94,0.063,2.3,0.278
2,김대원,LG,0.333,0,1,0,-,0,0.00,2.00,0.000,0.4,0.233
2,최명경,LG,0.333,0,1,0,-,0,0.00,3.67,0.000,0.3,0.233
4,홍창기,LG,0.320,19,140,89,1.57,5,1.01,4.14,0.065,82.2,0.294
5,문성주,LG,0.318,18,88,70,1.26,5,1.44,3.95,0.072,48.4,0.287
6,오스틴,LG,0.316,63,87,169,0.51,11,0.71,3.78,0.274,102.0,0.319
7,최원영,LG,0.304,3,6,7,0.86,0,0.33,3.96,0.217,4.2,0.304
8,문보경,LG,0.299,53,109,124,0.88,5,0.57,4.01,0.204,82.3,0.291
9,신민재,LG,0.298,16,140,80,1.75,3,1.41,3.72,0.059,61.0,0.27
10,김현수,LG,0.290,39,115,152,0.76,9,0.63,3.75,0.120,67.9,0.261
11,박동원,LG,0.271,35,93,87,1.07,4,0.56,4.13,0.180,61.4,0.274
12,오지환,LG,0.261,32,61,85,0.72,2,0.51,4.12,0.156,48.1,0.265
13,김범석,LG,0.259,10,29,37,0.78,2,0.29,3.88,0.150,19.9,0.247
14,구본혁,LG,0.256,14,77,103,0.75,7,0.65,3.80,0.060,32.3,0.224
15,박해민,LG,0.251,22,93,147,0.63,4,0.42,4.09,0.084,56.1,0.228
16,김현종,LG,0.250,1,1,5,0.20,0,0.00,2.54,0.083,1.2,0.222
17,김주성,LG,0.167,0,2,3,0.67,0,-,3.78,0.000,1.1,0.242
17,안익훈,LG,0.167,1,15,13,1.15,1,0.31,3.89,0.021,1.9,0.149
19,함창건,LG,0.154,0,3,6,0.50,0,1.00,3.94,0.000,0.3,0.159
20,허도환,LG,0.149,2,22,18,1.22,1,0.38,4.12,0.027,5.0,0.184
21,김성진,LG,0.143,0,0,3,0.00,0,0.33,4.13,0.000,0.3,0.148
22,최승민,LG,0.125,0,2,3,0.67,0,0.50,3.33,0.000,0.3,0.131
23,김민수,LG,0.111,0,2,3,0.67,0,0.33,3.40,0.000,-0.3,0.118
24,송찬의,LG,0.067,0,2,7,0.29,0,0.50,3.24,0.000,1.1,0.129
25,김대현,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
25,김성우,LG,0.000,0,0,1,0.00,0,0.00,4.40,0.000,-0.5,0.0
25,김영준,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
25,김유영,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
25,김진성,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
25,김태우,LG,0.000,0,0,1,0.00,0,0.00,5.00,0.000,-0.3,0.0
25,박명근,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
25,백승현,LG,0.000,0,1,0,-,0,-,3.00,0.000,-0.1,0.0
25,유영찬,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
25,이종준,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
25,이지강,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
25,전준호,LG,0.000,0,0,0,-,0,0.00,5.00,0.000,-0.1,0.0
25,정우영,LG,0.000,0,0,0,-,0,0.00,3.00,0.000,-0.1,0.0
25,진우영,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
25,최동환,LG,-,0,0,0,-,0,-,-,-,0.0,0.0
