순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,강성우,롯데,0.500,0,0,1,0.00,0,-,2.00,0.000,0.1,0.35
2,레이예스,롯데,0.352,56,160,128,1.25,12,0.57,3.89,0.162,102.8,0.306
3,손호영,롯데,0.323,46,86,113,0.76,6,0.25,3.25,0.228,69.1,0.3
4,황성빈,롯데,0.319,25,104,78,1.33,1,0.52,3.80,0.119,60.4,0.277
5,이정훈,롯데,0.309,8,30,18,1.67,2,0.62,4.12,0.082,14.2,0.271
6,나승엽,롯데,0.306,43,87,109,0.80,5,0.78,4.05,0.151,75.0,0.296
7,고승민,롯데,0.297,43,123,136,0.90,6,0.53,3.87,0.155,71.9,0.27
8,윤동희,롯데,0.293,53,132,129,1.02,6,0.58,4.27,0.164,85.1,0.282
9,전준우,롯데,0.288,44,100,112,0.89,5,0.56,3.84,0.197,69.1,0.285
10,정훈,롯데,0.264,28,71,76,0.93,5,0.57,4.02,0.166,42.5,0.261
11,이학주,롯데,0.263,6,9,17,0.53,0,0.14,4.19,0.126,11.7,0.241
12,박승욱,롯데,0.262,26,94,79,1.19,5,0.37,3.89,0.105,51.4,0.249
13,한동희,롯데,0.257,2,6,11,0.55,1,0.11,3.56,0.057,2.4,0.204
14,최항,롯데,0.250,4,36,31,1.16,2,0.31,4.09,0.038,10.8,0.211
15,오선진,롯데,0.235,1,3,3,1.00,0,0.29,3.50,0.059,2.6,0.245
16,정보근,롯데,0.224,3,34,35,0.97,0,0.11,3.42,0.064,6.4,0.181
17,노진혁,롯데,0.222,8,30,40,0.75,0,0.41,3.88,0.089,14.3,0.213
18,김민석,롯데,0.211,4,21,19,1.11,1,0.10,3.46,0.066,3.9,0.186
19,김동혁,롯데,0.200,1,5,2,2.50,0,0.40,4.06,0.133,1.8,0.216
19,김민성,롯데,0.200,7,12,27,0.44,1,0.56,4.20,0.157,8.9,0.234
21,손성빈,롯데,0.197,14,38,48,0.79,1,0.34,4.18,0.184,16.9,0.217
22,유강남,롯데,0.191,8,50,36,1.39,0,0.36,3.84,0.132,12.7,0.205
23,이주찬,롯데,0.174,2,7,3,2.33,1,0.11,3.75,0.174,1.3,0.181
24,신윤후,롯데,0.172,0,5,13,0.38,1,0.17,4.27,0.000,1.0,0.156
25,장두성,롯데,0.156,0,13,5,2.60,0,0.33,3.68,0.000,2.5,0.161
26,서동욱,롯데,0.125,1,7,7,1.00,0,0.00,3.68,0.042,0.1,0.114
27,강태율,롯데,0.000,0,2,4,0.50,0,0.00,3.40,0.000,-0.9,0.0
27,김강현,롯데,-,0,0,0,-,0,-,-,-,0.0,0.0
27,김상수,롯데,-,0,0,0,-,0,-,-,-,0.0,0.0
27,김원중,롯데,-,0,0,0,-,0,-,-,-,0.0,0.0
27,백두산,롯데,0.000,0,0,0,-,0,0.00,4.00,0.000,-0.1,0.0
27,이선우,롯데,-,0,0,0,-,0,-,-,-,0.0,0.0
27,이인한,롯데,0.000,0,0,1,0.00,0,-,4.00,0.000,-0.1,0.0
27,이호준,롯데,0.000,0,0,1,0.00,0,-,6.00,0.000,0.3,0.225
27,정대선,롯데,0.000,0,0,0,-,0,0.00,4.00,0.000,-0.2,0.0
27,추재현,롯데,-,0,0,0,-,0,-,-,-,0.2,0.0
27,현도훈,롯데,-,0,0,0,-,0,-,-,-,0.0,0.0
