순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,강성우,롯데,0.500,0,0,1,0.00,0,-,2.00,0.000,0.1,0.35
2,레이예스,롯데,0.355,49,142,116,1.22,11,0.54,3.84,0.159,92.6,0.306
3,손호영,롯데,0.333,42,74,89,0.83,6,0.30,3.33,0.254,62.9,0.315
4,황성빈,롯데,0.316,23,95,71,1.34,1,0.49,3.73,0.121,54.5,0.275
5,이정훈,롯데,0.314,7,26,17,1.53,2,0.61,4.09,0.081,12.9,0.272
6,고승민,롯데,0.300,38,103,118,0.87,4,0.51,3.89,0.156,63.3,0.272
7,윤동희,롯데,0.293,46,121,117,1.03,4,0.59,4.25,0.157,75.3,0.279
8,전준우,롯데,0.292,40,86,96,0.90,5,0.51,3.84,0.204,60.6,0.287
9,나승엽,롯데,0.289,39,79,97,0.81,5,0.78,4.08,0.160,62.8,0.288
10,정훈,롯데,0.270,27,63,70,0.90,5,0.62,4.00,0.179,41.6,0.27
11,이학주,롯데,0.263,6,9,17,0.53,0,0.14,4.19,0.126,11.7,0.241
12,박승욱,롯데,0.262,22,80,70,1.14,4,0.38,3.90,0.097,44.7,0.248
13,한동희,롯데,0.257,2,6,11,0.55,1,0.11,3.56,0.057,2.4,0.204
14,최항,롯데,0.250,4,36,31,1.16,2,0.31,4.09,0.038,10.8,0.211
15,노진혁,롯데,0.220,8,29,36,0.81,0,0.36,3.86,0.094,13.1,0.211
16,정보근,롯데,0.212,3,33,30,1.10,0,0.12,3.50,0.071,5.2,0.176
17,김민석,롯데,0.211,4,21,19,1.11,1,0.10,3.46,0.066,3.9,0.186
18,손성빈,롯데,0.201,14,37,47,0.79,1,0.32,4.17,0.188,16.8,0.219
19,김동혁,롯데,0.200,1,5,2,2.50,0,0.40,4.06,0.133,1.8,0.216
19,김민성,롯데,0.200,7,12,27,0.44,1,0.56,4.20,0.157,8.9,0.234
21,유강남,롯데,0.191,8,50,36,1.39,0,0.36,3.84,0.132,12.7,0.205
22,오선진,롯데,0.188,1,3,3,1.00,0,0.29,3.67,0.063,2.0,0.22
23,장두성,롯데,0.179,0,11,5,2.20,0,0.43,3.58,0.000,2.7,0.181
24,서동욱,롯데,0.176,1,3,7,0.43,0,0.00,3.72,0.059,0.8,0.159
25,이주찬,롯데,0.174,2,7,3,2.33,1,0.11,3.75,0.174,1.3,0.181
26,신윤후,롯데,0.167,0,5,11,0.45,1,0.25,4.29,0.000,0.9,0.158
27,김강현,롯데,-,0,0,0,-,0,-,-,-,0.0,0.0
27,김상수,롯데,-,0,0,0,-,0,-,-,-,0.0,0.0
27,김원중,롯데,-,0,0,0,-,0,-,-,-,0.0,0.0
27,백두산,롯데,0.000,0,0,0,-,0,0.00,4.00,0.000,-0.1,0.0
27,이선우,롯데,-,0,0,0,-,0,-,-,-,0.0,0.0
27,이호준,롯데,0.000,0,0,1,0.00,0,-,6.00,0.000,0.3,0.225
27,정대선,롯데,0.000,0,0,0,-,0,0.00,4.00,0.000,-0.2,0.0
27,추재현,롯데,-,0,0,0,-,0,-,-,-,0.2,0.0
27,현도훈,롯데,-,0,0,0,-,0,-,-,-,0.0,0.0
