순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,강성우,롯데,0.500,0,0,1,0.00,0,-,2.00,0.000,0.1,0.35
2,레이예스,롯데,0.354,37,109,83,1.31,9,0.50,3.84,0.158,69.3,0.305
3,황성빈,롯데,0.309,13,74,52,1.42,1,0.56,3.77,0.109,40.1,0.269
4,이정훈,롯데,0.309,7,25,15,1.67,1,0.61,4.13,0.086,12.2,0.271
5,손호영,롯데,0.306,23,47,55,0.85,2,0.33,3.28,0.212,33.1,0.29
6,나승엽,롯데,0.303,28,54,61,0.89,2,0.74,4.17,0.164,45.3,0.298
7,윤동희,롯데,0.300,33,94,82,1.15,2,0.66,4.29,0.140,56.1,0.281
8,고승민,롯데,0.295,24,67,78,0.86,3,0.59,3.97,0.142,43.0,0.271
9,전준우,롯데,0.283,26,61,66,0.92,2,0.59,3.71,0.210,38.8,0.284
10,이학주,롯데,0.263,6,9,17,0.53,0,0.14,4.19,0.126,11.7,0.241
11,박승욱,롯데,0.262,18,55,57,0.96,3,0.37,3.95,0.107,32.8,0.249
12,한동희,롯데,0.257,2,6,11,0.55,1,0.11,3.56,0.057,2.4,0.204
13,정훈,롯데,0.255,21,53,54,0.98,4,0.54,3.96,0.189,29.3,0.258
14,최항,롯데,0.254,4,36,28,1.29,2,0.30,4.10,0.040,10.1,0.21
15,정보근,롯데,0.224,3,21,26,0.81,0,0.11,3.57,0.094,5.5,0.188
16,김민석,롯데,0.203,4,21,19,1.11,1,0.11,3.43,0.068,3.5,0.181
17,김동혁,롯데,0.200,1,5,2,2.50,0,0.40,4.06,0.133,1.8,0.216
17,김민성,롯데,0.200,7,12,27,0.44,1,0.56,4.20,0.157,8.9,0.234
17,장두성,롯데,0.200,0,6,1,6.00,0,0.40,3.63,0.000,2.5,0.216
20,손성빈,롯데,0.195,8,20,28,0.71,1,0.32,4.19,0.184,8.2,0.213
21,유강남,롯데,0.191,8,50,36,1.39,0,0.36,3.84,0.132,12.7,0.205
22,오선진,롯데,0.188,1,3,3,1.00,0,0.29,3.70,0.063,2.0,0.22
23,노진혁,롯데,0.185,3,19,27,0.70,0,0.41,3.94,0.037,5.9,0.177
24,이주찬,롯데,0.174,2,7,3,2.33,1,0.11,3.75,0.174,1.3,0.181
25,서동욱,롯데,0.143,1,2,6,0.33,0,0.00,3.80,0.071,0.4,0.144
25,신윤후,롯데,0.143,0,5,10,0.50,1,0.33,4.25,0.000,0.2,0.133
27,김원중,롯데,-,0,0,0,-,0,-,-,-,0.0,0.0
27,백두산,롯데,0.000,0,0,0,-,0,0.00,4.00,0.000,-0.1,0.0
27,이선우,롯데,-,0,0,0,-,0,-,-,-,0.0,0.0
27,이호준,롯데,-,0,0,0,-,0,-,6.00,-,0.3,0.45
27,정대선,롯데,0.000,0,0,0,-,0,0.00,4.00,0.000,-0.2,0.0
27,추재현,롯데,-,0,0,0,-,0,-,-,-,0.2,0.0
