순위,선수명,팀명,경기,도루시도,도루허용,도루저지,도루성공률,주루사,견제사
1,황성빈,롯데,125,61,51,10,83.6,6,4
2,장두성,롯데,71,17,14,3,82.4,2,0
3,손호영,롯데,102,11,7,4,63.6,2,2
3,윤동희,롯데,141,15,7,8,46.7,8,0
5,고승민,롯데,120,9,5,4,55.6,6,0
5,레이예스,롯데,144,5,5,0,100,5,1
7,박승욱,롯데,139,9,4,5,44.4,7,0
8,김동혁,롯데,39,4,3,1,75.0,0,2
8,김민석,롯데,41,4,3,1,75.0,0,0
8,전준우,롯데,109,4,3,1,75.0,3,1
11,나승엽,롯데,121,1,1,0,100,3,0
11,정훈,롯데,109,2,1,1,50.0,2,1
11,추재현,롯데,2,1,1,0,100,0,0
14,강성우,롯데,2,1,0,1,0.0,0,0
14,강승구,롯데,5,0,0,0,-,0,0
14,강태율,롯데,10,0,0,0,-,0,0
14,김강현,롯데,2,0,0,0,-,0,0
14,김민성,롯데,35,1,0,1,0.0,0,0
14,김상수,롯데,1,0,0,0,-,0,0
14,김원중,롯데,1,0,0,0,-,0,0
14,노진혁,롯데,73,0,0,0,-,0,0
14,백두산,롯데,1,0,0,0,-,0,0
14,서동욱,롯데,33,0,0,0,-,0,0
14,손성빈,롯데,86,0,0,0,-,2,0
14,신윤후,롯데,39,0,0,0,-,1,1
14,오선진,롯데,26,0,0,0,-,0,0
14,유강남,롯데,52,0,0,0,-,2,0
14,이선우,롯데,7,0,0,0,-,0,0
14,이인한,롯데,5,0,0,0,-,0,0
14,이정훈,롯데,65,0,0,0,-,1,0
14,이주찬,롯데,17,0,0,0,-,0,0
14,이학주,롯데,43,1,0,1,0.0,2,0
14,이호준,롯데,12,0,0,0,-,0,0
14,정대선,롯데,3,0,0,0,-,0,0
14,정보근,롯데,89,0,0,0,-,0,0
14,최항,롯데,72,1,0,1,0.0,1,1
14,한동희,롯데,14,0,0,0,-,1,0
14,현도훈,롯데,2,0,0,0,-,0,0
