순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,강성우,롯데,0.500,0,0,1,0.00,0,-,2.00,0.000,0.1,0.35
2,레이예스,롯데,0.354,46,126,106,1.19,9,0.51,3.82,0.165,83.7,0.307
3,손호영,롯데,0.333,36,63,71,0.89,5,0.29,3.36,0.247,52.0,0.314
4,황성빈,롯데,0.321,20,87,63,1.38,1,0.51,3.72,0.125,49.6,0.279
5,이정훈,롯데,0.309,7,25,15,1.67,1,0.61,4.13,0.086,12.2,0.271
6,나승엽,롯데,0.300,36,69,80,0.86,5,0.77,4.08,0.167,57.2,0.297
7,고승민,롯데,0.298,32,88,101,0.87,4,0.54,3.91,0.152,54.8,0.273
8,전준우,롯데,0.294,35,76,87,0.87,4,0.53,3.75,0.203,52.5,0.286
9,윤동희,롯데,0.291,40,109,107,1.02,3,0.68,4.24,0.153,68.5,0.28
10,박승욱,롯데,0.265,22,70,64,1.09,4,0.38,3.91,0.108,41.4,0.253
11,정훈,롯데,0.264,25,63,64,0.98,4,0.63,3.98,0.186,36.9,0.266
12,이학주,롯데,0.263,6,9,17,0.53,0,0.14,4.19,0.126,11.7,0.241
13,한동희,롯데,0.257,2,6,11,0.55,1,0.11,3.56,0.057,2.4,0.204
14,최항,롯데,0.250,4,36,31,1.16,2,0.31,4.09,0.038,10.8,0.211
15,정보근,롯데,0.221,3,29,27,1.07,0,0.12,3.52,0.077,5.4,0.184
16,노진혁,롯데,0.218,5,23,32,0.72,0,0.42,3.86,0.089,10.7,0.21
17,김민석,롯데,0.211,4,21,19,1.11,1,0.10,3.46,0.066,3.9,0.186
18,장두성,롯데,0.208,0,9,4,2.25,0,0.50,3.55,0.000,3.1,0.207
19,김동혁,롯데,0.200,1,5,2,2.50,0,0.40,4.06,0.133,1.8,0.216
19,김민성,롯데,0.200,7,12,27,0.44,1,0.56,4.20,0.157,8.9,0.234
21,손성빈,롯데,0.198,12,32,40,0.80,1,0.29,4.20,0.190,13.1,0.212
22,유강남,롯데,0.191,8,50,36,1.39,0,0.36,3.84,0.132,12.7,0.205
23,오선진,롯데,0.188,1,3,3,1.00,0,0.29,3.70,0.063,2.0,0.22
24,이주찬,롯데,0.174,2,7,3,2.33,1,0.11,3.75,0.174,1.3,0.181
25,서동욱,롯데,0.143,1,2,6,0.33,0,0.00,3.80,0.071,0.4,0.144
25,신윤후,롯데,0.143,0,5,10,0.50,1,0.33,4.20,0.000,0.5,0.148
27,김강현,롯데,-,0,0,0,-,0,-,-,-,0.0,0.0
27,김상수,롯데,-,0,0,0,-,0,-,-,-,0.0,0.0
27,김원중,롯데,-,0,0,0,-,0,-,-,-,0.0,0.0
27,백두산,롯데,0.000,0,0,0,-,0,0.00,4.00,0.000,-0.1,0.0
27,이선우,롯데,-,0,0,0,-,0,-,-,-,0.0,0.0
27,이호준,롯데,-,0,0,0,-,0,-,6.00,-,0.3,0.45
27,정대선,롯데,0.000,0,0,0,-,0,0.00,4.00,0.000,-0.2,0.0
27,추재현,롯데,-,0,0,0,-,0,-,-,-,0.2,0.0
27,현도훈,롯데,-,0,0,0,-,0,-,-,-,0.0,0.0
