순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,강성우,롯데,0.500,0,0,1,0.00,0,-,2.00,0.000,0.1,0.35
1,이인한,롯데,0.500,0,0,1,0.00,0,-,3.00,0.000,0.4,0.35
3,레이예스,롯데,0.354,58,163,129,1.26,13,0.58,3.88,0.163,104.8,0.308
4,손호영,롯데,0.319,46,88,116,0.76,6,0.25,3.26,0.223,69.3,0.296
5,황성빈,롯데,0.317,27,108,79,1.37,1,0.55,3.83,0.122,61.9,0.278
6,나승엽,롯데,0.307,43,87,113,0.77,5,0.82,4.05,0.148,76.7,0.297
7,이정훈,롯데,0.303,8,31,19,1.63,2,0.62,4.10,0.081,14.0,0.266
8,고승민,롯데,0.299,45,124,138,0.90,6,0.52,3.86,0.159,73.7,0.272
9,윤동희,롯데,0.293,53,133,129,1.03,6,0.58,4.27,0.163,86.0,0.282
10,전준우,롯데,0.292,45,101,113,0.89,5,0.55,3.85,0.196,71.3,0.287
11,이학주,롯데,0.263,6,9,17,0.53,0,0.14,4.19,0.126,11.7,0.241
12,정훈,롯데,0.262,28,71,77,0.92,5,0.56,4.01,0.165,42.3,0.26
13,박승욱,롯데,0.261,26,96,81,1.19,5,0.37,3.88,0.104,51.5,0.247
14,한동희,롯데,0.257,2,6,11,0.55,1,0.11,3.56,0.057,2.4,0.204
15,최항,롯데,0.250,4,36,31,1.16,2,0.31,4.09,0.038,10.8,0.211
16,정보근,롯데,0.225,3,37,35,1.06,0,0.11,3.38,0.062,6.7,0.181
17,노진혁,롯데,0.219,8,30,40,0.75,0,0.38,3.87,0.088,14.1,0.21
18,김민석,롯데,0.211,4,21,19,1.11,1,0.10,3.46,0.066,3.9,0.186
19,김동혁,롯데,0.200,1,5,2,2.50,0,0.40,4.06,0.133,1.8,0.216
19,김민성,롯데,0.200,7,12,27,0.44,1,0.56,4.20,0.157,8.9,0.234
19,오선진,롯데,0.200,1,3,5,0.60,0,0.25,3.48,0.050,2.3,0.212
22,손성빈,롯데,0.197,14,38,48,0.79,1,0.34,4.18,0.184,16.9,0.217
23,유강남,롯데,0.191,8,50,36,1.39,0,0.36,3.84,0.132,12.7,0.205
24,이주찬,롯데,0.174,2,7,3,2.33,1,0.11,3.75,0.174,1.3,0.181
25,신윤후,롯데,0.167,0,5,13,0.38,1,0.14,4.24,0.000,0.9,0.151
26,장두성,롯데,0.156,0,13,5,2.60,0,0.33,3.68,0.000,2.5,0.161
27,서동욱,롯데,0.125,1,7,7,1.00,0,0.00,3.68,0.042,0.1,0.114
28,강승구,롯데,0.000,0,0,0,-,0,0.00,4.00,0.000,-0.1,0.0
28,강태율,롯데,0.000,0,2,4,0.50,0,0.00,3.40,0.000,-0.9,0.0
28,김강현,롯데,-,0,0,0,-,0,-,-,-,0.0,0.0
28,김상수,롯데,-,0,0,0,-,0,-,-,-,0.0,0.0
28,김원중,롯데,-,0,0,0,-,0,-,-,-,0.0,0.0
28,백두산,롯데,0.000,0,0,0,-,0,0.00,4.00,0.000,-0.1,0.0
28,이선우,롯데,-,0,0,0,-,0,-,-,-,0.0,0.0
28,이호준,롯데,0.000,0,0,1,0.00,0,-,6.00,0.000,0.3,0.225
28,정대선,롯데,0.000,0,0,0,-,0,0.00,4.00,0.000,-0.2,0.0
28,추재현,롯데,-,0,0,0,-,0,-,-,-,0.2,0.0
28,현도훈,롯데,-,0,0,0,-,0,-,-,-,0.0,0.0
