순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,김민수,삼성,0.4,5,5,5,1,2,0,0,1,5,3,0,0,0,0,0,1,0,1.0,0.4,1.4,0,1.0,0.0
2,구자욱,삼성,0.336,123,545,476,88,160,38,1,30,290,109,2,6,50,3,11,72,6,0.609,0.407,1.016,49,0.341,0.0
3,카데나스,삼성,0.333,7,25,24,2,8,2,0,2,16,5,0,0,1,0,0,6,1,0.667,0.36,1.027,3,0.429,0.0
4,김지찬,삼성,0.317,131,520,439,98,139,16,3,3,170,34,12,1,59,2,9,38,5,0.387,0.407,0.794,37,0.242,0.357
5,강민호,삼성,0.306,131,441,392,47,120,19,1,18,195,76,0,6,35,2,8,50,16,0.497,0.37,0.867,30,0.281,0.2
6,김헌곤,삼성,0.303,109,293,264,42,80,8,0,9,115,31,4,0,22,0,3,47,4,0.436,0.363,0.799,18,0.284,0.381
7,맥키넌,삼성,0.294,72,315,272,28,80,13,0,4,105,36,0,3,39,3,1,33,6,0.386,0.381,0.767,24,0.27,0.0
8,윤정빈,삼성,0.288,62,171,146,23,42,4,1,6,66,19,0,2,20,0,3,43,1,0.452,0.38,0.832,13,0.2,0.278
9,디아즈,삼성,0.284,21,87,81,12,23,2,0,5,40,15,0,0,4,0,2,18,1,0.494,0.333,0.827,5,0.208,0.0
10,이재현,삼성,0.262,103,432,370,67,97,17,1,14,158,62,0,3,53,1,6,77,8,0.427,0.361,0.788,26,0.327,0.25
11,류지혁,삼성,0.26,92,328,285,41,74,9,1,3,94,36,5,2,30,0,6,68,4,0.33,0.341,0.671,19,0.286,0.167
12,김영웅,삼성,0.258,118,479,430,62,111,15,3,26,210,76,1,4,41,0,3,147,2,0.488,0.324,0.812,25,0.321,0.167
13,이성규,삼성,0.243,115,340,288,54,70,10,1,21,145,54,4,3,30,0,15,104,4,0.503,0.342,0.845,15,0.271,0.19
14,김재상,삼성,0.238,35,91,84,13,20,4,0,2,30,12,1,1,5,0,0,23,0,0.357,0.278,0.635,4,0.222,0.25
15,박병호,삼성,0.237,113,384,329,48,78,7,0,21,148,63,0,2,46,0,7,115,13,0.45,0.341,0.791,16,0.248,0.286
16,이병헌,삼성,0.237,87,150,131,6,31,4,0,1,38,9,1,0,16,0,2,47,0,0.29,0.329,0.619,7,0.156,0.2
17,김현준,삼성,0.233,73,197,176,23,41,10,1,0,53,11,4,3,10,0,4,46,4,0.301,0.285,0.586,8,0.225,0.333
18,전병우,삼성,0.226,52,119,106,15,24,5,0,4,41,11,0,1,11,0,1,41,3,0.387,0.303,0.69,3,0.24,0.167
19,김성윤,삼성,0.222,28,77,63,13,14,2,0,0,16,6,3,2,8,0,1,15,1,0.254,0.311,0.565,3,0.3,0.333
19,안주형,삼성,0.222,77,159,135,24,30,2,0,0,32,8,12,0,11,0,1,37,3,0.237,0.286,0.523,4,0.231,0.0
21,양도근,삼성,0.211,10,25,19,3,4,0,1,0,6,2,1,0,5,0,0,7,0,0.316,0.375,0.691,1,0.0,0.0
22,김재성,삼성,0.2,10,23,20,3,4,1,0,0,5,1,0,0,3,0,0,5,1,0.25,0.304,0.554,1,0.333,0.0
22,김태훈,삼성,0.2,12,21,20,2,4,1,0,0,5,1,0,0,0,0,1,3,1,0.25,0.238,0.488,1,0.2,0.286
24,김재혁,삼성,0.174,31,51,46,6,8,2,1,0,12,6,0,2,3,0,0,19,2,0.261,0.216,0.477,2,0.095,0.167
25,이창용,삼성,0.154,5,13,13,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0.154,0.154,0.308,0,0.143,0.0
26,김동엽,삼성,0.111,8,21,18,1,2,1,0,0,3,2,0,1,1,1,1,5,0,0.167,0.19,0.357,1,0.0,0.0
27,김동진,삼성,0.108,30,42,37,5,4,0,0,1,7,2,2,0,3,0,0,10,1,0.189,0.175,0.364,0,0.333,0.25
28,강한울,삼성,0.095,18,25,21,1,2,0,0,0,2,1,3,1,0,0,0,6,1,0.095,0.091,0.186,0,0.167,0.0
29,김호진,삼성,0.074,24,30,27,4,2,0,0,0,2,3,0,1,1,0,1,10,1,0.074,0.133,0.207,0,0.125,0.0
30,공민규,삼성,0.071,12,17,14,1,1,0,0,1,4,2,0,0,1,0,2,9,1,0.286,0.235,0.521,0,0.0,0.0
31,김대우,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
31,김도환,삼성,0.000,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
31,김재윤,삼성,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
31,김태훈,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
31,류승민,삼성,0.000,5,3,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0.000,0.667,0.667,0,0.0,0.0
31,양우현,삼성,0.000,7,15,13,0,0,0,0,0,0,1,1,0,1,0,0,6,1,0.000,0.071,0.071,0,0.0,0.0
31,오승환,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
31,육선엽,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
31,이상민,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
31,최지광,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
