순위,선수명,팀명,타율,타수,안타,2루타,3루타,홈런,타점,볼넷,사구,삼진,병살타,타순
1,김동진,삼성,1.0,1,1,0,0,0,1,0,0,0,0,1번
2,김성윤,삼성,0.429,14,6,3,0,0,0,2,0,0,0,1번
3,김태훈,삼성,0.4,5,2,0,0,0,0,0,0,0,0,1번
4,구자욱,삼성,0.379,29,11,1,1,1,4,5,1,4,0,1번
5,윤정빈,삼성,0.333,3,1,1,0,0,0,2,0,1,0,1번
6,김지찬,삼성,0.308,396,122,14,3,1,28,53,8,34,3,1번
7,김헌곤,삼성,0.279,43,12,2,0,2,3,5,1,7,2,1번
8,이재현,삼성,0.273,11,3,1,0,0,3,2,0,4,0,1번
9,이성규,삼성,0.263,19,5,0,0,1,1,2,0,3,0,1번
10,김현준,삼성,0.2,40,8,6,1,0,2,3,0,9,1,1번
11,류지혁,삼성,0.182,11,2,1,0,0,1,1,0,3,0,1번
12,강민호,삼성,0.0,2,0,0,0,0,0,1,0,0,0,1번
12,김민수,삼성,0.0,1,0,0,0,0,0,0,0,0,0,1번
12,김재혁,삼성,0.0,5,0,0,0,0,0,0,0,2,1,1번
12,김호진,삼성,0.0,2,0,0,0,0,0,0,0,0,0,1번
12,박병호,삼성,0.0,1,0,0,0,0,0,0,0,0,0,1번
12,안주형,삼성,0.0,3,0,0,0,0,0,1,1,1,0,1번
1,김동진,삼성,1.000,1,1,0,0,1,1,0,0,0,0,2번
2,김재혁,삼성,0.667,3,2,0,0,0,0,0,0,1,0,2번
3,김헌곤,삼성,0.348,115,40,3,1,3,15,10,1,14,2,2번
4,이성규,삼성,0.321,28,9,0,0,2,9,1,1,10,0,2번
5,류지혁,삼성,0.269,26,7,1,0,0,5,0,0,4,0,2번
6,김지찬,삼성,0.250,20,5,1,0,0,0,2,1,1,1,2번
7,구자욱,삼성,0.244,41,10,1,0,3,6,4,1,9,0,2번
8,윤정빈,삼성,0.237,38,9,0,0,3,6,9,1,12,0,2번
9,이재현,삼성,0.236,199,47,12,1,8,35,32,3,46,4,2번
10,맥키넌,삼성,0.220,41,9,1,0,0,3,2,0,5,1,2번
11,강민호,삼성,0.200,5,1,0,0,0,1,0,0,0,0,2번
12,김영웅,삼성,0.167,6,1,0,0,0,0,0,0,3,0,2번
12,김재상,삼성,0.167,6,1,1,0,0,2,0,0,1,0,2번
12,김태훈,삼성,0.167,6,1,1,0,0,1,0,0,1,0,2번
12,김현준,삼성,0.167,24,4,0,0,0,1,0,0,7,0,2번
16,안주형,삼성,0.125,8,1,1,0,0,0,0,0,1,0,2번
17,김성윤,삼성,0.115,26,3,0,0,0,0,2,1,7,0,2번
18,강한울,삼성,0.000,1,0,0,0,0,0,0,0,0,0,2번
18,김동엽,삼성,0.000,1,0,0,0,0,0,0,0,0,0,2번
18,김호진,삼성,-,0,0,0,0,0,1,0,0,0,0,2번
18,디아즈,삼성,0.000,1,0,0,0,0,0,0,0,0,0,2번
18,박병호,삼성,0.000,2,0,0,0,0,0,1,0,0,0,2번
1,김동진,삼성,1.000,1,1,0,0,0,0,0,0,0,0,3번
2,박병호,삼성,0.500,2,1,0,0,0,2,0,0,0,0,3번
3,강민호,삼성,0.429,7,3,0,0,0,1,1,0,2,0,3번
4,카데나스,삼성,0.385,13,5,1,0,1,3,1,0,5,0,3번
5,윤정빈,삼성,0.375,8,3,0,0,0,1,0,0,1,0,3번
6,구자욱,삼성,0.353,417,147,37,0,28,104,46,10,58,6,3번
7,이재현,삼성,0.259,27,7,0,0,1,4,2,1,6,2,3번
8,맥키넌,삼성,0.220,59,13,3,0,1,4,10,1,9,2,3번
9,김영웅,삼성,0.200,5,1,0,0,0,0,1,1,1,0,3번
10,이성규,삼성,0.167,12,2,1,0,0,2,0,2,5,1,3번
11,김성윤,삼성,0.000,1,0,0,0,0,0,0,0,1,0,3번
11,김재상,삼성,0.000,1,0,0,0,0,0,0,0,1,0,3번
11,김재혁,삼성,0.000,5,0,0,0,0,2,1,0,1,0,3번
11,김태훈,삼성,0.000,3,0,0,0,0,0,0,0,1,0,3번
11,김헌곤,삼성,0.000,2,0,0,0,0,0,1,0,2,0,3번
11,김현준,삼성,-,0,0,0,0,0,0,1,0,0,0,3번
11,김호진,삼성,0.000,1,0,0,0,0,0,0,0,1,0,3번
11,디아즈,삼성,0.000,3,0,0,0,0,0,0,0,0,1,3번
11,류승민,삼성,0.000,1,0,0,0,0,0,1,0,1,0,3번
11,안주형,삼성,0.000,1,0,0,0,0,0,0,0,1,0,3번
