순위,선수명,팀명,타율,타수,안타,2루타,3루타,홈런,타점,볼넷,사구,삼진,병살타,타순
1,김동진,삼성,1.0,1,1,0,0,0,1,0,0,0,0,1번
1,윤정빈,삼성,1.0,1,1,1,0,0,0,1,0,0,0,1번
3,김태훈,삼성,0.4,5,2,0,0,0,0,0,0,0,0,1번
4,구자욱,삼성,0.379,29,11,1,1,1,4,5,1,4,0,1번
5,김지찬,삼성,0.306,330,101,13,0,1,20,40,7,28,3,1번
6,이성규,삼성,0.294,17,5,0,0,1,1,2,0,2,0,1번
7,김헌곤,삼성,0.293,41,12,2,0,2,3,5,1,6,2,1번
8,김성윤,삼성,0.286,7,2,1,0,0,0,1,0,0,0,1번
9,김현준,삼성,0.206,34,7,6,1,0,2,2,0,8,1,1번
10,류지혁,삼성,0.182,11,2,1,0,0,1,1,0,3,0,1번
11,강민호,삼성,0.0,2,0,0,0,0,0,1,0,0,0,1번
11,김재혁,삼성,0.0,4,0,0,0,0,0,0,0,2,1,1번
11,김호진,삼성,0.0,2,0,0,0,0,0,0,0,0,0,1번
11,박병호,삼성,0.0,1,0,0,0,0,0,0,0,0,0,1번
11,안주형,삼성,0.0,3,0,0,0,0,0,1,1,1,0,1번
11,이재현,삼성,0.0,2,0,0,0,0,1,0,0,1,0,1번
1,김동진,삼성,1.000,1,1,0,0,1,1,0,0,0,0,2번
2,김재혁,삼성,0.500,2,1,0,0,0,0,0,0,1,0,2번
3,김헌곤,삼성,0.326,89,29,2,0,3,12,8,1,12,1,2번
4,윤정빈,삼성,0.304,23,7,0,0,2,5,6,1,7,0,2번
5,이성규,삼성,0.296,27,8,0,0,2,8,1,1,10,0,2번
6,류지혁,삼성,0.269,26,7,1,0,0,5,0,0,4,0,2번
7,강민호,삼성,0.250,4,1,0,0,0,1,0,0,0,0,2번
7,김지찬,삼성,0.250,20,5,1,0,0,0,2,1,1,1,2번
9,이재현,삼성,0.245,155,38,11,0,7,27,22,1,38,2,2번
10,구자욱,삼성,0.244,41,10,1,0,3,6,4,1,9,0,2번
11,맥키넌,삼성,0.220,41,9,1,0,0,3,2,0,5,1,2번
12,김영웅,삼성,0.200,5,1,0,0,0,0,0,0,2,0,2번
13,김현준,삼성,0.182,22,4,0,0,0,1,0,0,6,0,2번
14,김재상,삼성,0.167,6,1,1,0,0,2,0,0,1,0,2번
14,김태훈,삼성,0.167,6,1,1,0,0,1,0,0,1,0,2번
