순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,김민수,삼성,1.000,1,0,0,-,0,-,1.00,3.000,1.4,1.45
2,카데나스,삼성,0.348,4,5,5,1.00,1,0.20,4.04,0.348,4.6,0.343
3,김지찬,삼성,0.319,17,118,83,1.42,3,1.50,3.72,0.069,59.2,0.28
4,윤정빈,삼성,0.317,7,21,21,1.00,2,0.48,4.24,0.149,19.7,0.298
5,구자욱,삼성,0.310,48,95,102,0.93,9,0.65,3.83,0.249,73.4,0.312
6,강민호,삼성,0.304,26,87,84,1.04,7,0.72,3.36,0.193,51.0,0.291
7,맥키넌,삼성,0.294,17,55,107,0.51,3,1.18,3.71,0.092,41.5,0.268
8,김헌곤,삼성,0.287,15,55,56,0.98,2,0.45,4.19,0.148,31.1,0.266
9,이재현,삼성,0.275,26,57,79,0.72,2,0.63,4.31,0.181,45.3,0.279
10,류지혁,삼성,0.266,9,67,46,1.46,3,0.46,3.95,0.061,28.8,0.239
11,이병헌,삼성,0.264,5,19,21,0.90,0,0.34,4.04,0.066,13.6,0.242
12,김영웅,삼성,0.254,37,69,89,0.78,8,0.31,3.76,0.224,60.9,0.265
13,이성규,삼성,0.248,28,40,63,0.63,4,0.29,3.98,0.268,47.1,0.284
14,김재상,삼성,0.238,6,26,16,1.63,0,0.22,3.60,0.119,9.6,0.214
15,김현준,삼성,0.225,8,38,30,1.27,1,0.26,3.80,0.070,11.7,0.204
16,김성윤,삼성,0.222,2,24,12,2.00,1,0.53,3.34,0.032,6.7,0.203
16,김태훈,삼성,0.222,1,6,5,1.20,1,0.00,3.47,0.056,0.9,0.188
16,안주형,삼성,0.222,2,31,16,1.94,0,0.43,3.86,0.022,7.3,0.199
19,박병호,삼성,0.215,14,42,47,0.89,3,0.45,4.25,0.146,28.0,0.246
20,전병우,삼성,0.203,3,11,15,0.73,0,0.35,4.28,0.047,5.1,0.201
21,김재성,삼성,0.200,1,7,4,1.75,0,0.60,4.00,0.050,1.4,0.199
22,김재혁,삼성,0.159,3,11,9,1.22,2,0.16,4.04,0.091,1.7,0.154
23,이창용,삼성,0.154,0,5,5,1.00,0,0.00,3.54,0.000,0.0,0.108
24,김동진,삼성,0.125,1,13,8,1.63,0,0.43,3.14,0.094,1.1,0.145
25,김동엽,삼성,0.111,1,7,5,1.40,0,0.20,3.62,0.056,0.7,0.127
26,강한울,삼성,0.095,0,8,6,1.33,0,0.00,3.80,0.000,-0.6,0.065
27,공민규,삼성,0.077,1,1,3,0.33,0,0.13,4.19,0.231,0.9,0.19
28,김호진,삼성,0.074,0,8,8,1.00,0,0.10,3.13,0.000,-0.7,0.078
29,김대우,삼성,-,0,0,0,-,0,-,-,-,0.0,0.0
29,김도환,삼성,0.000,0,0,2,0.00,0,0.00,4.33,0.000,-0.3,0.0
29,김재윤,삼성,-,0,0,0,-,0,-,-,-,0.0,0.0
29,김태훈,삼성,-,0,0,0,-,0,-,-,-,0.0,0.0
29,류승민,삼성,0.000,0,0,0,-,0,2.00,5.67,0.000,0.6,0.3
29,양우현,삼성,0.000,0,4,2,2.00,0,0.20,3.77,0.000,-1.0,0.037
29,오승환,삼성,-,0,0,0,-,0,-,-,-,0.0,0.0
29,육선엽,삼성,-,0,0,0,-,0,-,-,-,0.0,0.0
29,이상민,삼성,-,0,0,0,-,0,-,-,-,0.0,0.0
29,최지광,삼성,-,0,0,0,-,0,-,-,-,0.0,0.0
