순위,선수명,팀명,경기,도루시도,도루허용,도루저지,도루성공률,주루사,견제사
1,김지찬,삼성,113,36,33,3,91.7,1,2
2,류지혁,삼성,80,14,10,4,71.4,2,1
3,구자욱,삼성,103,13,9,4,69.2,7,1
3,김영웅,삼성,109,11,9,2,81.8,1,0
3,이성규,삼성,107,11,9,2,81.8,1,0
6,김재상,삼성,35,4,4,0,100,1,0
6,안주형,삼성,62,6,4,2,66.7,2,0
8,강민호,삼성,113,3,3,0,100,5,0
8,김성윤,삼성,28,4,3,1,75.0,0,0
8,김헌곤,삼성,92,5,3,2,60.0,1,0
8,박병호,삼성,93,3,3,0,100,1,0
12,김재혁,삼성,28,4,2,2,50.0,2,0
12,이재현,삼성,84,2,2,0,100,2,0
14,김현준,삼성,56,1,1,0,100,1,0
14,맥키넌,삼성,72,1,1,0,100,2,0
14,윤정빈,삼성,47,4,1,3,25.0,0,0
17,강한울,삼성,18,0,0,0,-,0,0
17,공민규,삼성,11,0,0,0,-,0,0
17,김대우,삼성,1,0,0,0,-,0,0
17,김도환,삼성,1,0,0,0,-,0,0
17,김동엽,삼성,8,0,0,0,-,0,0
17,김동진,삼성,27,0,0,0,-,0,0
17,김민수,삼성,1,0,0,0,-,0,0
17,김재성,삼성,10,0,0,0,-,0,0
17,김재윤,삼성,1,0,0,0,-,0,0
17,김태훈,삼성,10,0,0,0,-,0,0
17,김태훈,삼성,1,0,0,0,-,0,0
17,김호진,삼성,24,0,0,0,-,1,0
17,디아즈,삼성,1,0,0,0,-,0,0
17,류승민,삼성,5,0,0,0,-,0,0
17,양우현,삼성,4,0,0,0,-,0,0
17,오승환,삼성,1,0,0,0,-,0,0
17,육선엽,삼성,1,0,0,0,-,0,0
17,이병헌,삼성,76,0,0,0,-,1,0
17,이상민,삼성,1,0,0,0,-,0,0
17,이창용,삼성,5,0,0,0,-,0,0
17,전병우,삼성,37,1,0,1,0.0,0,0
17,최지광,삼성,1,0,0,0,-,0,0
17,카데나스,삼성,7,1,0,1,0.0,0,0
