순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,김민수,삼성,1.000,1,1,1,1,1,0,0,1,4,3,0,0,0,0,0,0,0,4.000,1.000,5.000,0,1.0,0.0
2,카데나스,삼성,0.333,7,25,24,2,8,2,0,2,16,5,0,0,1,0,0,6,1,0.667,0.360,1.027,3,0.429,0.0
3,김지찬,삼성,0.318,113,439,374,79,119,15,0,3,143,27,11,1,45,2,8,33,5,0.382,0.402,0.784,31,0.232,0.357
4,구자욱,삼성,0.318,103,454,400,67,127,33,1,22,228,80,0,5,39,2,10,61,5,0.570,0.388,0.958,37,0.308,0.0
5,강민호,삼성,0.304,113,377,332,42,101,14,1,16,165,66,0,5,34,2,6,41,15,0.497,0.374,0.871,25,0.281,0.211
6,윤정빈,삼성,0.300,47,140,120,21,36,3,1,5,56,17,0,2,15,0,3,35,0,0.467,0.386,0.853,11,0.222,0.333
7,김헌곤,삼성,0.297,92,255,232,35,69,7,0,8,100,27,3,0,17,0,3,41,4,0.431,0.353,0.784,15,0.294,0.375
8,맥키넌,삼성,0.294,72,315,272,28,80,13,0,4,105,36,0,3,39,3,1,33,6,0.386,0.381,0.767,24,0.27,0.0
9,김영웅,삼성,0.266,109,449,402,61,107,15,3,25,203,72,1,4,39,0,3,133,2,0.505,0.333,0.838,25,0.327,0.0
10,류지혁,삼성,0.264,80,298,258,37,68,8,1,3,87,35,5,2,29,0,4,60,3,0.337,0.345,0.682,18,0.303,0.25
11,이재현,삼성,0.263,84,350,304,49,80,16,0,12,132,51,0,3,39,1,4,67,6,0.434,0.351,0.785,21,0.322,0.333
12,이병헌,삼성,0.259,76,128,112,6,29,4,0,1,36,8,1,0,13,0,2,40,0,0.321,0.346,0.667,6,0.138,0.333
13,이성규,삼성,0.255,107,321,271,53,69,10,1,20,141,53,4,3,28,0,15,95,4,0.520,0.353,0.873,15,0.288,0.222
14,디아즈,삼성,0.250,1,4,4,1,1,0,0,1,4,1,0,0,0,0,0,2,0,1.000,0.250,1.250,0,0.0,0.0
15,김재상,삼성,0.238,35,91,84,13,20,4,0,2,30,12,1,1,5,0,0,23,0,0.357,0.278,0.635,4,0.222,0.25
16,안주형,삼성,0.233,62,124,103,21,24,2,0,0,26,7,9,0,11,0,1,29,3,0.252,0.313,0.565,4,0.227,0.0
17,김현준,삼성,0.227,56,170,150,18,34,9,1,0,45,10,4,3,9,0,4,40,4,0.300,0.283,0.583,7,0.216,0.4
18,박병호,삼성,0.223,93,298,247,34,55,6,0,13,100,39,0,1,43,0,7,93,13,0.405,0.352,0.757,10,0.231,0.286
19,김성윤,삼성,0.222,28,77,63,13,14,2,0,0,16,6,3,2,8,0,1,15,1,0.254,0.311,0.565,3,0.3,0.333
19,김태훈,삼성,0.222,10,19,18,2,4,1,0,0,5,1,0,0,0,0,1,3,1,0.278,0.263,0.541,1,0.2,0.4
21,김재성,삼성,0.200,10,23,20,3,4,1,0,0,5,1,0,0,3,0,0,5,1,0.250,0.304,0.554,1,0.333,0.0
22,전병우,삼성,0.191,37,79,68,7,13,3,0,0,16,5,0,1,9,0,1,26,2,0.235,0.291,0.526,1,0.222,0.0
23,김재혁,삼성,0.159,28,49,44,6,7,2,1,0,11,6,0,2,3,0,0,19,2,0.250,0.204,0.454,2,0.095,0.0
