순위,선수명,팀명,경기,도루시도,도루허용,도루저지,도루성공률,주루사,견제사
1,김지찬,삼성,109,35,32,3,91.4,1,2
2,구자욱,삼성,99,13,9,4,69.2,7,1
2,김영웅,삼성,105,11,9,2,81.8,1,0
2,류지혁,삼성,76,13,9,4,69.2,2,1
2,이성규,삼성,106,11,9,2,81.8,1,0
6,김재상,삼성,35,4,4,0,100,1,0
6,안주형,삼성,59,5,4,1,80.0,2,0
8,김성윤,삼성,28,4,3,1,75.0,0,0
8,김헌곤,삼성,90,5,3,2,60.0,1,0
8,박병호,삼성,89,3,3,0,100,1,0
11,강민호,삼성,109,2,2,0,100,4,0
11,김재혁,삼성,28,4,2,2,50.0,2,0
11,이재현,삼성,80,2,2,0,100,2,0
14,김현준,삼성,52,1,1,0,100,1,0
14,맥키넌,삼성,72,1,1,0,100,2,0
14,윤정빈,삼성,45,4,1,3,25.0,0,0
17,강한울,삼성,18,0,0,0,-,0,0
17,공민규,삼성,11,0,0,0,-,0,0
17,김대우,삼성,1,0,0,0,-,0,0
17,김도환,삼성,1,0,0,0,-,0,0
17,김동엽,삼성,8,0,0,0,-,0,0
17,김동진,삼성,27,0,0,0,-,0,0
17,김민수,삼성,1,0,0,0,-,0,0
17,김재성,삼성,10,0,0,0,-,0,0
17,김재윤,삼성,1,0,0,0,-,0,0
17,김태훈,삼성,10,0,0,0,-,0,0
17,김태훈,삼성,1,0,0,0,-,0,0
17,김호진,삼성,24,0,0,0,-,1,0
17,류승민,삼성,5,0,0,0,-,0,0
17,양우현,삼성,4,0,0,0,-,0,0
17,오승환,삼성,1,0,0,0,-,0,0
17,육선엽,삼성,1,0,0,0,-,0,0
17,이병헌,삼성,72,0,0,0,-,1,0
17,이상민,삼성,1,0,0,0,-,0,0
17,이창용,삼성,5,0,0,0,-,0,0
17,전병우,삼성,37,1,0,1,0.0,0,0
17,최지광,삼성,1,0,0,0,-,0,0
17,카데나스,삼성,7,1,0,1,0.0,0,0
