순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,구자욱,삼성,0.343,73,128,129,0.99,12,0.75,3.8,0.284,118.5,0.344
2,카데나스,삼성,0.333,4,5,5,1.0,1,0.17,4.04,0.333,4.5,0.329
3,김지찬,삼성,0.316,22,153,118,1.3,3,1.5,3.78,0.068,79.8,0.278
4,강민호,삼성,0.303,39,124,111,1.12,9,0.67,3.46,0.194,68.8,0.288
5,김헌곤,삼성,0.302,18,70,77,0.91,3,0.44,4.13,0.132,42.5,0.27
6,맥키넌,삼성,0.294,17,55,107,0.51,3,1.18,3.71,0.092,41.5,0.268
7,윤정빈,삼성,0.286,12,37,33,1.12,3,0.47,4.21,0.168,28.4,0.283
8,디아즈,삼성,0.282,12,19,35,0.54,3,0.24,3.95,0.236,17.9,0.278
9,이재현,삼성,0.26,33,87,121,0.72,5,0.7,4.38,0.159,62.1,0.269
10,류지혁,삼성,0.258,13,93,63,1.48,3,0.47,3.89,0.066,35.9,0.235
11,김영웅,삼성,0.252,47,78,112,0.7,8,0.29,3.83,0.232,75.1,0.266
12,김민수,삼성,0.25,1,3,2,1.5,0,0.0,3.13,0.375,1.4,0.269
13,이병헌,삼성,0.248,5,28,33,0.85,0,0.35,3.99,0.048,16.2,0.225
14,김성윤,삼성,0.243,4,29,13,2.23,1,0.56,3.36,0.054,8.8,0.221
15,이성규,삼성,0.242,33,46,77,0.6,5,0.28,4.07,0.258,54.5,0.278
16,김재상,삼성,0.238,6,26,16,1.63,0,0.22,3.6,0.119,9.6,0.214
17,박병호,삼성,0.231,30,66,84,0.79,8,0.39,4.14,0.217,53.5,0.262
18,전병우,삼성,0.225,10,20,26,0.77,1,0.33,4.3,0.18,14.6,0.242
19,김현준,삼성,0.224,11,59,37,1.59,1,0.22,3.86,0.066,15.3,0.198
20,안주형,삼성,0.218,2,44,28,1.57,0,0.28,3.77,0.014,9.2,0.184
21,김재성,삼성,0.2,1,7,4,1.75,0,0.6,4.0,0.05,1.4,0.199
21,김태훈,삼성,0.2,1,6,7,0.86,1,0.0,3.48,0.05,0.7,0.17
23,이창용,삼성,0.19,1,7,6,1.17,0,0.0,2.95,0.048,0.7,0.145
24,김재혁,삼성,0.184,3,13,10,1.3,2,0.16,4.02,0.082,2.5,0.166
25,양도근,삼성,0.174,1,7,4,1.75,0,0.63,4.1,0.087,2.5,0.21
26,김동엽,삼성,0.111,1,7,5,1.4,0,0.2,3.62,0.056,0.7,0.127
27,김동진,삼성,0.108,1,14,9,1.56,0,0.3,3.05,0.081,0.6,0.126
28,강한울,삼성,0.095,0,8,6,1.33,0,0.0,3.8,0.0,-0.6,0.065
29,공민규,삼성,0.071,1,1,3,0.33,0,0.11,4.24,0.214,0.8,0.177
30,김호진,삼성,0.069,0,9,8,1.13,0,0.09,3.19,0.0,-0.8,0.074
31,김대우,삼성,-,0,0,0,-,0,-,-,-,0.0,0.0
31,김도환,삼성,0.000,0,0,2,0.00,0,0.00,4.33,0.000,-0.3,0.0
31,김재윤,삼성,-,0,0,0,-,0,-,-,-,0.0,0.0
31,김태훈,삼성,-,0,0,0,-,0,-,-,-,0.0,0.0
31,류승민,삼성,0.000,0,0,0,-,0,2.00,5.67,0.000,0.6,0.3
31,양우현,삼성,0.000,0,5,2,2.50,0,0.17,3.93,0.000,-1.2,0.032
31,오승환,삼성,-,0,0,0,-,0,-,-,-,0.0,0.0
31,육선엽,삼성,-,0,0,0,-,0,-,-,-,0.0,0.0
31,이상민,삼성,-,0,0,0,-,0,-,-,-,0.0,0.0
31,최지광,삼성,-,0,0,0,-,0,-,-,-,0.0,0.0
