순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,김민수,삼성,1.0,1,0,0,-,0,-,1.0,3.0,1.4,1.45
2,양도근,삼성,0.333,1,2,0,-,0,-,4.33,0.667,0.9,0.4
2,카데나스,삼성,0.333,4,5,5,1.00,1,0.17,4.04,0.333,4.5,0.329
4,구자욱,삼성,0.32,61,120,115,1.04,11,0.73,3.86,0.252,94.3,0.322
5,윤정빈,삼성,0.309,11,33,26,1.27,3,0.54,4.24,0.176,26.7,0.303
6,김지찬,삼성,0.308,19,141,109,1.29,3,1.47,3.81,0.063,70.2,0.272
7,강민호,삼성,0.299,34,114,101,1.13,9,0.70,3.49,0.186,62.3,0.286
8,김헌곤,삼성,0.296,15,64,69,0.93,2,0.42,4.2,0.124,35.6,0.263
9,맥키넌,삼성,0.294,17,55,107,0.51,3,1.18,3.71,0.092,41.5,0.268
10,디아즈,삼성,0.286,5,6,14,0.43,1,0.20,3.89,0.31,8.2,0.305
11,이재현,삼성,0.26,29,78,104,0.75,4,0.63,4.29,0.162,52.4,0.264
12,류지혁,삼성,0.257,12,82,57,1.44,3,0.45,3.94,0.07,33.1,0.234
13,김영웅,삼성,0.257,43,77,98,0.79,8,0.28,3.79,0.224,70.3,0.266
14,이성규,삼성,0.255,31,43,67,0.64,5,0.29,4.01,0.266,52.5,0.289
15,이병헌,삼성,0.252,5,24,25,0.96,0,0.33,3.98,0.057,14.2,0.229
16,김재상,삼성,0.238,6,26,16,1.63,0,0.22,3.6,0.119,9.6,0.214
17,김현준,삼성,0.234,11,51,36,1.42,1,0.20,3.82,0.072,14.9,0.204
18,박병호,삼성,0.23,25,55,66,0.83,6,0.43,4.2,0.21,44.9,0.266
19,안주형,삼성,0.227,2,38,25,1.52,0,0.31,3.74,0.016,9.2,0.192
20,김성윤,삼성,0.222,2,24,12,2.00,1,0.53,3.34,0.032,6.7,0.203
21,김태훈,삼성,0.211,1,6,6,1.00,1,0.00,3.55,0.053,0.8,0.178
22,김재성,삼성,0.2,1,7,4,1.75,0,0.60,4.0,0.05,1.4,0.199
23,전병우,삼성,0.188,4,14,21,0.67,0,0.32,4.22,0.075,6.1,0.193
24,김재혁,삼성,0.159,3,11,9,1.22,2,0.16,4.04,0.091,1.7,0.154
25,이창용,삼성,0.154,0,5,5,1.00,0,0.00,3.54,0.0,0.0,0.108
26,김동엽,삼성,0.111,1,7,5,1.40,0,0.20,3.62,0.056,0.7,0.127
27,김동진,삼성,0.108,1,14,9,1.56,0,0.30,3.05,0.081,0.6,0.126
28,강한울,삼성,0.095,0,8,6,1.33,0,0.00,3.8,0.0,-0.6,0.065
29,김호진,삼성,0.074,0,8,8,1.00,0,0.10,3.13,0.0,-0.7,0.078
30,공민규,삼성,0.071,1,1,3,0.33,0,0.11,4.24,0.214,0.8,0.177
31,김대우,삼성,-,0,0,0,-,0,-,-,-,0.0,0.0
31,김도환,삼성,0.000,0,0,2,0.00,0,0.00,4.33,0.000,-0.3,0.0
31,김재윤,삼성,-,0,0,0,-,0,-,-,-,0.0,0.0
31,김태훈,삼성,-,0,0,0,-,0,-,-,-,0.0,0.0
31,류승민,삼성,0.000,0,0,0,-,0,2.00,5.67,0.000,0.6,0.3
31,양우현,삼성,0.000,0,4,2,2.00,0,0.20,3.77,0.000,-1.0,0.037
31,오승환,삼성,-,0,0,0,-,0,-,-,-,0.0,0.0
31,육선엽,삼성,-,0,0,0,-,0,-,-,-,0.0,0.0
31,이상민,삼성,-,0,0,0,-,0,-,-,-,0.0,0.0
31,최지광,삼성,-,0,0,0,-,0,-,-,-,0.0,0.0
