순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,에레디아,SSG,0.357,101,440,403,61,144,24,1,13,209,87,0,6,20,3,11,52,10,0.519,0.398,0.917,43,0.417,0.0
2,박지환,SSG,0.321,50,174,156,25,50,8,2,2,68,18,3,2,11,0,2,35,2,0.436,0.368,0.804,13,0.361,0.4
3,추신수,SSG,0.301,62,235,196,35,59,11,0,5,85,30,1,4,30,0,4,56,2,0.434,0.397,0.831,17,0.296,0.143
4,박성한,SSG,0.294,107,455,394,63,116,19,0,7,156,52,3,6,51,3,1,64,10,0.396,0.372,0.768,33,0.281,0.333
5,최정,SSG,0.290,96,408,341,70,99,19,1,28,204,80,0,5,44,1,18,80,8,0.598,0.395,0.993,30,0.271,0.0
6,정준재,SSG,0.286,56,133,119,25,34,2,3,1,45,13,1,0,12,0,1,29,1,0.378,0.356,0.734,8,0.273,0.375
7,최지훈,SSG,0.276,108,485,431,78,119,18,7,9,178,42,6,2,44,0,2,66,5,0.413,0.344,0.757,35,0.232,0.0
8,이지영,SSG,0.274,89,310,285,35,78,6,1,3,95,34,5,2,13,0,5,24,7,0.333,0.315,0.648,21,0.256,0.25
9,고명준,SSG,0.263,88,312,293,28,77,13,0,10,120,40,0,0,18,0,1,80,4,0.410,0.308,0.718,13,0.321,0.0
10,최준우,SSG,0.261,15,31,23,2,6,2,0,0,8,5,0,0,8,0,0,7,0,0.348,0.452,0.800,1,0.286,0.0
11,오태곤,SSG,0.250,85,183,160,22,40,10,0,3,59,17,2,2,18,2,1,43,2,0.369,0.326,0.695,6,0.259,0.091
11,조형우,SSG,0.250,14,33,28,4,7,0,0,0,7,4,0,0,1,0,4,4,0,0.250,0.364,0.614,2,0.3,0.0
11,최상민,SSG,0.250,13,5,4,2,1,1,0,0,2,0,0,0,0,0,1,2,0,0.500,0.400,0.900,0,0.0,0.0
14,하재훈,SSG,0.249,79,229,209,25,52,12,0,6,82,26,1,5,13,0,1,63,4,0.392,0.289,0.681,12,0.182,0.0
15,한유섬,SSG,0.238,99,387,341,48,81,19,0,19,157,70,0,3,36,3,7,110,1,0.460,0.320,0.780,21,0.309,0.2
16,김민식,SSG,0.232,38,112,95,9,22,5,0,1,30,10,2,0,15,0,0,26,2,0.316,0.336,0.652,7,0.214,0.0
17,김성현,SSG,0.219,48,116,96,15,21,2,0,0,23,10,3,0,13,0,4,16,5,0.240,0.336,0.576,6,0.241,0.5
18,강진성,SSG,0.185,16,31,27,4,5,0,0,0,5,2,1,0,3,0,0,5,0,0.185,0.267,0.452,0,0.5,0.286
19,안상현,SSG,0.175,29,68,63,2,11,1,0,0,12,2,1,0,4,0,0,14,0,0.190,0.224,0.414,1,0.167,0.0
20,최경모,SSG,0.171,50,50,35,12,6,0,0,0,6,0,7,0,8,0,0,7,2,0.171,0.326,0.497,0,0.2,0.0
21,정현승,SSG,0.158,13,20,19,0,3,0,0,0,3,2,0,0,1,0,0,5,0,0.158,0.200,0.358,1,0.4,0.0
22,전의산,SSG,0.104,27,52,48,2,5,0,0,1,8,2,0,0,4,0,0,13,3,0.167,0.173,0.340,0,0.0,0.111
23,김찬형,SSG,0.000,5,9,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.000,0.000,0.000,0,0.0,0.0
23,김창평,SSG,0.000,6,9,7,1,0,0,0,0,0,0,0,0,2,0,0,4,0,0.000,0.222,0.222,0,0.0,0.0
23,류효승,SSG,0.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0
23,문승원,SSG,0.000,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
23,박민호,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,이로운,SSG,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,조병현,SSG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,최민창,SSG,0.000,7,3,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
23,한두솔,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
