순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,에레디아,SSG,0.363,27,78,94,0.83,10,0.37,3.45,0.140,60.2,0.305
2,박지환,SSG,0.355,9,26,25,1.04,1,0.32,3.67,0.124,22.4,0.302
3,정준재,SSG,0.311,3,19,14,1.36,1,0.56,4.16,0.054,11.1,0.268
4,박성한,SSG,0.297,22,96,88,1.09,3,0.86,4.18,0.097,51.2,0.269
5,최정,SSG,0.287,42,49,91,0.54,8,0.58,3.88,0.319,64.4,0.327
6,이지영,SSG,0.282,7,91,57,1.60,1,0.45,3.20,0.051,25.4,0.227
7,추신수,SSG,0.277,11,27,39,0.69,2,0.55,4.07,0.115,25.8,0.271
8,김민식,SSG,0.276,6,12,23,0.52,1,0.70,4.29,0.105,11.5,0.271
9,최지훈,SSG,0.276,29,87,116,0.75,4,0.77,4.01,0.141,56.8,0.264
10,고명준,SSG,0.262,22,80,49,1.63,3,0.23,3.83,0.151,33.3,0.242
11,최준우,SSG,0.261,2,6,4,1.50,0,1.14,4.06,0.087,4.6,0.29
12,오태곤,SSG,0.255,6,23,28,0.82,0,0.44,3.81,0.073,16.0,0.233
13,조형우,SSG,0.250,0,9,8,1.13,0,0.25,3.30,0.000,3.3,0.226
14,하재훈,SSG,0.247,16,30,59,0.51,2,0.16,3.80,0.129,21.2,0.22
15,한유섬,SSG,0.237,31,48,70,0.69,4,0.33,4.09,0.215,42.9,0.26
16,김성현,SSG,0.234,2,28,21,1.33,1,0.90,4.07,0.026,7.1,0.22
17,강진성,SSG,0.185,0,9,8,1.13,0,0.60,3.32,0.000,1.5,0.166
18,안상현,SSG,0.175,1,17,21,0.81,0,0.29,3.85,0.016,2.2,0.148
19,최경모,SSG,0.171,0,16,6,2.67,0,1.14,3.62,0.000,2.7,0.189
20,정현승,SSG,0.158,0,6,5,1.20,1,0.20,3.70,0.000,0.4,0.13
21,전의산,SSG,0.098,1,12,14,0.86,1,0.27,4.25,0.073,-0.5,0.114
22,김찬형,SSG,0.000,0,3,2,1.50,0,0.00,4.11,0.000,-0.8,0.0
22,김창평,SSG,0.000,0,2,1,2.00,0,0.50,4.22,0.000,0.2,0.1
22,류효승,SSG,0.000,0,0,2,0.00,0,-,4.50,0.000,-0.2,0.0
22,문승원,SSG,0.000,0,0,0,-,0,0.00,5.00,0.000,-0.1,0.0
22,박민호,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
22,이로운,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
22,조병현,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
22,최민창,SSG,0.000,0,0,2,0.00,0,0.00,5.33,0.000,-0.3,0.0
22,최상민,SSG,0.000,0,1,0,-,0,-,4.00,0.000,-0.1,0.0
22,한두솔,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
