순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,에레디아,SSG,0.357,105,457,417,63,149,24,1,13,214,90,0,6,23,3,11,55,10,0.513,0.400,0.913,44,0.424,0.0
2,박지환,SSG,0.313,51,178,160,25,50,8,2,2,68,18,3,2,11,0,2,38,2,0.425,0.360,0.785,13,0.351,0.4
3,추신수,SSG,0.296,65,248,206,36,61,11,0,5,87,31,2,4,32,0,4,58,2,0.422,0.394,0.816,17,0.304,0.143
4,정준재,SSG,0.295,60,144,129,27,38,3,3,1,50,13,1,0,13,0,1,32,1,0.388,0.364,0.752,9,0.273,0.333
5,최정,SSG,0.291,100,426,357,74,104,21,1,30,217,84,0,5,45,1,19,88,8,0.608,0.394,1.002,31,0.27,0.0
6,박성한,SSG,0.290,110,466,403,64,117,20,0,7,158,52,3,6,53,3,1,69,10,0.392,0.369,0.761,33,0.281,0.333
7,이지영,SSG,0.275,92,320,295,36,81,7,1,3,99,35,5,2,13,0,5,26,7,0.336,0.314,0.650,22,0.253,0.222
8,최지훈,SSG,0.275,112,504,448,84,123,20,7,10,187,44,6,2,46,0,2,67,5,0.417,0.343,0.760,36,0.235,0.0
9,고명준,SSG,0.263,88,312,293,28,77,13,0,10,120,40,0,0,18,0,1,80,4,0.410,0.308,0.718,13,0.321,0.0
10,최준우,SSG,0.261,15,31,23,2,6,2,0,0,8,5,0,0,8,0,0,7,0,0.348,0.452,0.800,1,0.286,0.0
11,하재훈,SSG,0.251,81,235,215,27,54,13,0,7,88,29,1,5,13,0,1,65,4,0.409,0.291,0.700,13,0.211,0.0
12,조형우,SSG,0.250,14,33,28,4,7,0,0,0,7,4,0,0,1,0,4,4,0,0.250,0.364,0.614,2,0.3,0.0
12,최상민,SSG,0.250,16,5,4,2,1,1,0,0,2,0,0,0,0,0,1,2,0,0.500,0.400,0.900,0,0.0,0.0
14,오태곤,SSG,0.247,89,194,170,23,42,11,0,3,62,19,2,2,19,2,1,49,3,0.365,0.323,0.688,6,0.267,0.091
15,한유섬,SSG,0.237,103,401,354,50,84,20,0,20,164,74,0,3,37,3,7,114,2,0.463,0.319,0.782,22,0.309,0.167
16,김성현,SSG,0.228,52,122,101,16,23,2,0,1,28,12,4,0,13,0,4,17,5,0.277,0.339,0.616,7,0.267,0.5
17,김민식,SSG,0.220,40,119,100,10,22,5,0,1,30,10,3,0,16,0,0,28,2,0.300,0.328,0.628,7,0.214,0.0
18,강진성,SSG,0.185,16,31,27,4,5,0,0,0,5,2,1,0,3,0,0,5,0,0.185,0.267,0.452,0,0.5,0.286
19,안상현,SSG,0.175,29,68,63,2,11,1,0,0,12,2,1,0,4,0,0,14,0,0.190,0.224,0.414,1,0.167,0.0
20,최경모,SSG,0.171,50,50,35,12,6,0,0,0,6,0,7,0,8,0,0,7,2,0.171,0.326,0.497,0,0.2,0.0
21,정현승,SSG,0.158,13,20,19,0,3,0,0,0,3,2,0,0,1,0,0,5,0,0.158,0.200,0.358,1,0.4,0.0
22,전의산,SSG,0.096,30,58,52,2,5,0,0,1,8,3,0,1,5,0,0,14,3,0.154,0.172,0.326,0,0.0,0.1
23,김찬형,SSG,0.000,5,9,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.000,0.000,0.000,0,0.0,0.0
23,김창평,SSG,0.000,6,9,7,1,0,0,0,0,0,0,0,0,2,0,0,4,0,0.000,0.222,0.222,0,0.0,0.0
23,류효승,SSG,0.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0
23,문승원,SSG,0.000,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
23,박민호,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,이로운,SSG,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,조병현,SSG,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,최민창,SSG,0.000,7,3,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
23,한두솔,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
