순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,에레디아,SSG,0.361,96,418,382,58,138,22,1,12,198,83,0,6,19,3,11,50,10,0.518,0.402,0.920,41,0.415,0.0
2,박지환,SSG,0.325,48,169,151,24,49,7,2,2,66,18,3,2,11,0,2,33,2,0.437,0.373,0.810,13,0.382,0.4
3,박성한,SSG,0.297,102,436,380,61,113,19,0,7,153,50,3,5,47,3,1,61,8,0.403,0.372,0.775,32,0.286,0.5
4,최정,SSG,0.287,91,386,321,63,92,18,1,24,184,73,0,5,43,1,17,76,8,0.573,0.394,0.967,28,0.27,0.0
5,정준재,SSG,0.284,51,123,109,22,31,2,2,1,40,10,1,0,12,0,1,27,1,0.367,0.361,0.728,7,0.258,0.286
6,추신수,SSG,0.279,57,216,179,31,50,9,0,5,74,27,1,4,28,0,4,53,1,0.413,0.381,0.794,14,0.26,0.167
7,이지영,SSG,0.278,84,294,270,34,75,5,1,3,91,33,4,2,13,0,5,24,6,0.337,0.321,0.658,20,0.25,0.25
8,최지훈,SSG,0.274,104,469,416,75,114,17,7,8,169,41,6,2,44,0,1,64,5,0.406,0.343,0.749,34,0.237,0.0
9,고명준,SSG,0.263,88,312,293,28,77,13,0,10,120,40,0,0,18,0,1,80,4,0.410,0.308,0.718,13,0.321,0.0
10,최준우,SSG,0.261,15,31,23,2,6,2,0,0,8,5,0,0,8,0,0,7,0,0.348,0.452,0.800,1,0.286,0.0
11,오태곤,SSG,0.254,80,163,142,21,36,8,0,3,53,15,2,1,18,2,0,39,1,0.373,0.335,0.708,6,0.24,0.091
12,조형우,SSG,0.250,14,33,28,4,7,0,0,0,7,4,0,0,1,0,4,4,0,0.250,0.364,0.614,2,0.3,0.0
12,최상민,SSG,0.250,10,5,4,2,1,1,0,0,2,0,0,0,0,0,1,2,0,0.500,0.400,0.900,0,0.0,0.0
14,하재훈,SSG,0.247,76,218,198,23,49,12,0,5,76,24,1,5,13,0,1,59,4,0.384,0.290,0.674,11,0.17,0.0
15,한유섬,SSG,0.237,94,368,325,47,77,18,0,19,152,67,0,3,33,3,7,106,1,0.468,0.318,0.786,20,0.3,0.25
16,김민식,SSG,0.228,36,108,92,8,21,5,0,1,29,10,2,0,14,0,0,25,2,0.315,0.330,0.645,7,0.222,0.0
17,김성현,SSG,0.221,43,102,86,15,19,2,0,0,21,9,2,0,10,0,4,14,5,0.244,0.330,0.574,6,0.231,0.5
18,강진성,SSG,0.185,16,31,27,4,5,0,0,0,5,2,1,0,3,0,0,5,0,0.185,0.267,0.452,0,0.5,0.286
19,안상현,SSG,0.175,29,68,63,2,11,1,0,0,12,2,1,0,4,0,0,14,0,0.190,0.224,0.414,1,0.167,0.0
20,최경모,SSG,0.171,50,50,35,12,6,0,0,0,6,0,7,0,8,0,0,7,2,0.171,0.326,0.497,0,0.2,0.0
21,정현승,SSG,0.158,13,20,19,0,3,0,0,0,3,2,0,0,1,0,0,5,0,0.158,0.200,0.358,1,0.4,0.0
22,전의산,SSG,0.104,27,52,48,2,5,0,0,1,8,2,0,0,4,0,0,13,3,0.167,0.173,0.340,0,0.0,0.111
23,김찬형,SSG,0.000,5,9,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.000,0.000,0.000,0,0.0,0.0
23,김창평,SSG,0.000,6,9,7,1,0,0,0,0,0,0,0,0,2,0,0,4,0,0.000,0.222,0.222,0,0.0,0.0
23,류효승,SSG,0.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0
23,문승원,SSG,0.000,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
23,박민호,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,이로운,SSG,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,조병현,SSG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,최민창,SSG,0.000,7,3,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
23,한두솔,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
