순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,에레디아,SSG,0.357,43,118,136,0.87,13,0.36,3.48,0.156,90.2,0.306
2,박지환,SSG,0.299,13,50,42,1.19,1,0.24,3.71,0.095,27.0,0.253
3,정준재,SSG,0.294,8,41,34,1.21,2,0.36,4.02,0.076,23.7,0.256
4,최정,SSG,0.288,56,63,134,0.47,13,0.51,3.91,0.302,92.5,0.323
5,추신수,SSG,0.286,20,49,68,0.72,3,0.56,4.03,0.125,43.4,0.274
6,박성한,SSG,0.283,30,129,113,1.14,5,0.76,4.20,0.105,65.6,0.261
7,이지영,SSG,0.274,15,134,95,1.41,1,0.47,3.17,0.068,36.8,0.225
8,최지훈,SSG,0.273,39,114,158,0.72,4,0.71,4.05,0.146,71.6,0.259
9,오태곤,SSG,0.268,20,51,46,1.11,2,0.45,3.94,0.150,34.7,0.262
10,하재훈,SSG,0.260,25,39,77,0.51,2,0.22,3.86,0.169,35.7,0.244
11,고명준,SSG,0.252,23,90,60,1.50,3,0.24,3.82,0.137,34.8,0.232
12,최준우,SSG,0.250,2,6,5,1.20,0,1.29,4.03,0.083,4.8,0.288
13,김성현,SSG,0.235,5,48,30,1.60,2,0.63,4.03,0.061,13.2,0.222
14,조형우,SSG,0.233,0,9,9,1.00,0,0.20,3.31,0.000,3.1,0.213
15,한유섬,SSG,0.227,44,77,115,0.67,5,0.33,4.16,0.210,58.5,0.248
16,김민식,SSG,0.208,6,18,33,0.55,1,0.48,4.17,0.075,10.1,0.211
17,정현승,SSG,0.200,0,9,6,1.50,1,0.40,3.56,0.000,1.5,0.167
18,강진성,SSG,0.185,0,9,8,1.13,0,0.60,3.32,0.000,1.5,0.166
19,안상현,SSG,0.176,1,20,22,0.91,0,0.29,3.78,0.015,2.3,0.148
20,최경모,SSG,0.171,0,16,6,2.67,0,1.14,3.62,0.000,2.7,0.189
21,최상민,SSG,0.125,1,3,1,3.00,0,0.00,3.33,0.125,0.3,0.162
22,신범수,SSG,0.111,0,1,5,0.20,0,0.00,2.80,0.000,0.1,0.118
23,전의산,SSG,0.088,1,18,20,0.90,1,0.33,4.13,0.053,-0.7,0.107
24,김찬형,SSG,0.000,0,3,2,1.50,0,0.00,4.11,0.000,-0.8,0.0
24,김창평,SSG,0.000,0,2,1,2.00,0,0.50,4.22,0.000,0.2,0.1
24,류효승,SSG,0.000,0,0,2,0.00,0,-,4.50,0.000,-0.2,0.0
24,문승원,SSG,0.000,0,0,0,-,0,0.00,5.00,0.000,-0.1,0.0
24,박민호,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
24,이로운,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
24,조병현,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
24,채현우,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
24,최민창,SSG,0.000,0,0,2,0.00,0,0.00,5.33,0.000,-0.3,0.0
24,한두솔,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
