순위,선수명,팀명,경기,도루시도,도루허용,도루저지,도루성공률,주루사,견제사
1,최지훈,SSG,121,37,32,5,86.5,2,0
2,오태곤,SSG,114,30,26,4,86.7,0,1
3,정준재,SSG,84,20,15,5,75.0,2,0
3,하재훈,SSG,103,16,15,1,93.8,1,0
5,박성한,SSG,133,13,11,2,84.6,4,1
6,박지환,SSG,72,11,8,3,72.7,4,0
6,이지영,SSG,119,9,8,1,88.9,0,0
8,최경모,SSG,50,9,6,3,66.7,0,0
9,최정,SSG,125,6,5,1,83.3,4,0
9,추신수,SSG,77,6,5,1,83.3,3,0
11,에레디아,SSG,132,7,4,3,57.1,7,0
12,고명준,SSG,103,6,2,4,33.3,1,1
12,김성현,SSG,68,2,2,0,100,0,0
12,최상민,SSG,39,3,2,1,66.7,0,0
15,김창평,SSG,6,1,1,0,100,0,0
15,안상현,SSG,34,2,1,1,50.0,0,0
15,정현승,SSG,22,1,1,0,100,1,0
18,강진성,SSG,16,0,0,0,-,0,0
18,김민식,SSG,45,0,0,0,-,1,0
18,김찬형,SSG,5,0,0,0,-,0,0
18,류효승,SSG,1,0,0,0,-,0,0
18,문승원,SSG,6,0,0,0,-,0,0
18,박민호,SSG,1,0,0,0,-,0,0
18,신범수,SSG,10,0,0,0,-,0,0
18,이로운,SSG,3,0,0,0,-,0,0
18,전의산,SSG,34,1,0,1,0.0,0,0
18,조병현,SSG,3,0,0,0,-,0,0
18,조형우,SSG,18,0,0,0,-,0,0
18,채현우,SSG,1,0,0,0,-,0,0
18,최민창,SSG,7,0,0,0,-,0,0
18,최준우,SSG,18,0,0,0,-,0,0
18,한두솔,SSG,1,0,0,0,-,0,0
18,한유섬,SSG,128,1,0,1,0.0,0,0
18,현원회,SSG,1,0,0,0,-,0,0
