순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,에레디아,SSG,0.353,39,105,124,0.85,12,0.40,3.49,0.157,79.4,0.305
2,박지환,SSG,0.310,12,40,36,1.11,1,0.26,3.69,0.107,24.4,0.264
3,추신수,SSG,0.294,17,41,57,0.72,3,0.60,4.11,0.124,40.0,0.283
4,최정,SSG,0.292,53,59,116,0.51,11,0.50,3.93,0.311,86.1,0.328
5,박성한,SSG,0.286,27,124,105,1.18,5,0.78,4.19,0.099,61.8,0.262
6,정준재,SSG,0.283,7,33,30,1.10,1,0.36,4.06,0.087,17.8,0.25
7,이지영,SSG,0.282,14,115,82,1.40,1,0.50,3.14,0.068,34.2,0.232
8,최지훈,SSG,0.273,39,114,158,0.72,4,0.71,4.05,0.146,71.6,0.259
9,고명준,SSG,0.263,23,84,52,1.62,3,0.23,3.82,0.147,34.6,0.241
10,최준우,SSG,0.261,2,6,4,1.50,0,1.14,4.06,0.087,4.6,0.29
11,오태곤,SSG,0.258,15,42,41,1.02,2,0.40,3.98,0.129,26.3,0.248
12,조형우,SSG,0.250,0,9,8,1.13,0,0.25,3.30,0.000,3.3,0.226
12,최상민,SSG,0.250,1,1,0,-,0,0.00,3.80,0.250,0.5,0.305
12,하재훈,SSG,0.250,20,34,67,0.51,2,0.20,3.80,0.157,27.9,0.232
15,한유섬,SSG,0.234,41,66,98,0.67,5,0.32,4.12,0.220,55.5,0.256
16,김성현,SSG,0.224,3,40,25,1.60,2,0.72,4.00,0.047,10.2,0.217
17,김민식,SSG,0.216,6,18,33,0.55,1,0.55,4.21,0.078,10.4,0.218
18,강진성,SSG,0.185,0,9,8,1.13,0,0.60,3.32,0.000,1.5,0.166
19,안상현,SSG,0.175,1,17,21,0.81,0,0.29,3.85,0.016,2.2,0.148
20,최경모,SSG,0.171,0,16,6,2.67,0,1.14,3.62,0.000,2.7,0.189
21,정현승,SSG,0.158,0,6,5,1.20,1,0.20,3.70,0.000,0.4,0.13
22,전의산,SSG,0.091,1,17,19,0.89,1,0.33,4.20,0.055,-0.5,0.11
23,김찬형,SSG,0.000,0,3,2,1.50,0,0.00,4.11,0.000,-0.8,0.0
23,김창평,SSG,0.000,0,2,1,2.00,0,0.50,4.22,0.000,0.2,0.1
23,류효승,SSG,0.000,0,0,2,0.00,0,-,4.50,0.000,-0.2,0.0
23,문승원,SSG,0.000,0,0,0,-,0,0.00,5.00,0.000,-0.1,0.0
23,박민호,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
23,이로운,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
23,조병현,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
23,최민창,SSG,0.000,0,0,2,0.00,0,0.00,5.33,0.000,-0.3,0.0
23,한두솔,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
