순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,에레디아,SSG,0.360,31,84,100,0.84,10,0.39,3.47,0.154,65.8,0.309
2,박지환,SSG,0.338,10,30,27,1.11,1,0.37,3.67,0.123,23.1,0.294
3,정준재,SSG,0.314,3,21,15,1.40,1,0.43,4.21,0.047,12.4,0.266
4,박성한,SSG,0.298,24,102,95,1.07,4,0.82,4.14,0.102,55.7,0.269
5,최정,SSG,0.291,43,53,98,0.54,8,0.56,3.88,0.305,69.0,0.326
6,최지훈,SSG,0.279,32,92,127,0.72,4,0.73,3.98,0.144,61.3,0.264
7,추신수,SSG,0.277,12,33,42,0.79,2,0.55,4.11,0.108,28.7,0.269
8,이지영,SSG,0.275,8,96,65,1.48,1,0.43,3.15,0.052,25.5,0.222
9,고명준,SSG,0.263,23,84,52,1.62,3,0.23,3.82,0.147,34.6,0.241
10,최준우,SSG,0.261,2,6,4,1.50,0,1.14,4.06,0.087,4.6,0.29
11,오태곤,SSG,0.257,7,24,28,0.86,0,0.42,3.82,0.097,17.2,0.24
12,김민식,SSG,0.256,6,14,25,0.56,1,0.64,4.27,0.098,11.0,0.253
13,조형우,SSG,0.250,0,9,8,1.13,0,0.25,3.30,0.000,3.3,0.226
13,하재훈,SSG,0.250,16,30,59,0.51,2,0.18,3.80,0.128,22.0,0.222
15,한유섬,SSG,0.234,34,51,82,0.62,5,0.32,4.11,0.221,46.0,0.258
16,김성현,SSG,0.228,2,29,21,1.38,1,0.82,4.04,0.025,6.9,0.215
17,강진성,SSG,0.185,0,9,8,1.13,0,0.60,3.32,0.000,1.5,0.166
18,안상현,SSG,0.175,1,17,21,0.81,0,0.29,3.85,0.016,2.2,0.148
19,최경모,SSG,0.171,0,16,6,2.67,0,1.14,3.62,0.000,2.7,0.189
20,정현승,SSG,0.158,0,6,5,1.20,1,0.20,3.70,0.000,0.4,0.13
21,전의산,SSG,0.089,1,13,16,0.81,1,0.33,4.31,0.067,-0.5,0.112
22,김찬형,SSG,0.000,0,3,2,1.50,0,0.00,4.11,0.000,-0.8,0.0
22,김창평,SSG,0.000,0,2,1,2.00,0,0.50,4.22,0.000,0.2,0.1
22,류효승,SSG,0.000,0,0,2,0.00,0,-,4.50,0.000,-0.2,0.0
22,문승원,SSG,0.000,0,0,0,-,0,0.00,5.00,0.000,-0.1,0.0
22,박민호,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
22,이로운,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
22,조병현,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
22,최민창,SSG,0.000,0,0,2,0.00,0,0.00,5.33,0.000,-0.3,0.0
22,최상민,SSG,0.000,0,1,0,-,0,-,4.00,0.000,-0.1,0.0
22,한두솔,SSG,-,0,0,0,-,0,-,-,-,0.0,0.0
