순위,선수명,팀명,경기,도루시도,도루허용,도루저지,도루성공률,주루사,견제사
1,최지훈,SSG,116,37,32,5,86.5,2,0
2,오태곤,SSG,107,26,22,4,84.6,0,1
3,정준재,SSG,77,19,14,5,73.7,2,0
4,하재훈,SSG,97,14,13,1,92.9,1,0
5,박성한,SSG,125,13,11,2,84.6,3,1
6,박지환,SSG,67,10,7,3,70.0,4,0
6,이지영,SSG,111,8,7,1,87.5,0,0
8,최경모,SSG,50,9,6,3,66.7,0,0
9,최정,SSG,117,6,5,1,83.3,4,0
9,추신수,SSG,77,6,5,1,83.3,3,0
11,에레디아,SSG,124,7,4,3,57.1,7,0
12,고명준,SSG,96,6,2,4,33.3,1,1
12,김성현,SSG,66,2,2,0,100,0,0
14,김창평,SSG,6,1,1,0,100,0,0
14,안상현,SSG,33,2,1,1,50.0,0,0
14,정현승,SSG,18,1,1,0,100,1,0
14,최상민,SSG,31,2,1,1,50.0,0,0
18,강진성,SSG,16,0,0,0,-,0,0
18,김민식,SSG,45,0,0,0,-,1,0
18,김찬형,SSG,5,0,0,0,-,0,0
18,류효승,SSG,1,0,0,0,-,0,0
18,문승원,SSG,6,0,0,0,-,0,0
18,박민호,SSG,1,0,0,0,-,0,0
18,신범수,SSG,5,0,0,0,-,0,0
18,이로운,SSG,3,0,0,0,-,0,0
18,전의산,SSG,34,1,0,1,0.0,0,0
18,조병현,SSG,3,0,0,0,-,0,0
18,조형우,SSG,17,0,0,0,-,0,0
18,채현우,SSG,1,0,0,0,-,0,0
18,최민창,SSG,7,0,0,0,-,0,0
18,최준우,SSG,18,0,0,0,-,0,0
18,한두솔,SSG,1,0,0,0,-,0,0
18,한유섬,SSG,120,1,0,1,0.0,0,0
18,현원회,SSG,1,0,0,0,-,0,0
