순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,박영빈,NC,0.500,19,7,6,3,3,2,0,0,5,1,0,0,1,0,0,3,0,0.833,0.571,1.404,0,0.0,0.0
2,박건우,NC,0.344,89,362,323,58,111,23,1,13,175,53,0,2,33,3,4,54,7,0.542,0.409,0.951,33,0.375,1.0
3,박민우,NC,0.327,117,517,449,75,147,26,2,8,201,49,4,4,51,4,9,78,5,0.448,0.404,0.852,42,0.306,0.0
4,김한별,NC,0.306,36,42,36,8,11,1,0,0,12,2,0,0,2,0,4,9,1,0.333,0.405,0.738,1,0.333,0.333
5,데이비슨,NC,0.301,128,558,495,89,149,21,1,46,310,119,0,7,39,5,17,140,12,0.626,0.367,0.993,43,0.259,0.0
6,권희동,NC,0.300,123,511,416,66,125,22,1,13,188,77,2,6,77,1,10,63,10,0.452,0.417,0.869,31,0.391,1.0
7,천재환,NC,0.291,84,220,199,28,58,9,1,4,81,32,3,1,13,0,4,49,7,0.407,0.346,0.753,14,0.354,0.222
8,손아섭,NC,0.290,81,350,328,45,95,16,0,7,132,50,2,4,16,0,0,63,1,0.402,0.319,0.721,22,0.275,0.2
9,안중열,NC,0.286,6,9,7,2,2,1,0,1,6,1,0,0,2,0,0,4,0,0.857,0.444,1.301,0,0.0,0.0
10,서호철,NC,0.279,136,548,494,65,138,17,3,10,191,58,6,2,30,0,16,98,15,0.387,0.339,0.726,37,0.243,0.0
11,김휘집,NC,0.265,135,540,472,76,125,24,1,16,199,72,4,7,48,1,9,115,16,0.422,0.340,0.762,33,0.294,0.0
12,박세혁,NC,0.264,82,171,148,21,39,9,0,1,51,10,5,1,14,0,3,43,3,0.345,0.337,0.682,8,0.114,0.313
13,김주원,NC,0.259,131,460,371,61,96,18,2,9,145,49,9,5,50,1,25,106,4,0.391,0.379,0.770,26,0.253,0.0
14,최정원,NC,0.257,61,136,113,30,29,3,0,0,32,12,1,2,17,0,3,30,1,0.283,0.363,0.646,6,0.275,0.25
15,한석현,NC,0.254,36,66,63,9,16,3,1,0,21,3,0,0,2,0,1,18,2,0.333,0.288,0.621,5,0.083,0.333
16,김수윤,NC,0.222,9,10,9,0,2,0,0,0,2,0,0,0,1,0,0,4,0,0.222,0.300,0.522,0,0.0,0.5
17,김성욱,NC,0.206,126,402,350,53,72,8,2,17,135,60,3,5,29,0,15,79,7,0.386,0.291,0.677,14,0.247,0.0
18,박시원,NC,0.205,50,144,127,15,26,3,1,2,37,14,2,1,14,0,0,43,2,0.291,0.282,0.573,4,0.259,0.125
19,송승환,NC,0.200,3,5,5,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.200,0.200,0.400,0,0.0,0.5
19,오영수,NC,0.200,20,34,30,4,6,0,0,3,15,5,0,1,2,0,1,6,0,0.500,0.265,0.765,0,0.083,0.286
21,도태훈,NC,0.195,95,167,133,19,26,3,0,0,29,11,4,1,23,0,6,28,5,0.218,0.337,0.555,6,0.184,0.125
22,김형준,NC,0.195,116,408,348,39,68,12,0,17,131,50,7,6,45,0,2,142,6,0.376,0.287,0.663,15,0.19,0.25
23,박한결,NC,0.185,28,71,65,8,12,1,0,7,34,14,0,0,6,0,0,29,1,0.523,0.254,0.777,3,0.133,0.2
24,김범준,NC,0.000,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.000,0.000,0.000,0,0.0,0.0
24,김세훈,NC,0.000,7,5,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0.000,0.200,0.200,0,0.0,0.0
24,김영규,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
24,김재열,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
24,류진욱,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
24,송명기,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
24,신용석,NC,0.000,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0,0.0,0.0
24,한재승,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
24,한재환,NC,0.000,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000,0,0.0,0.0
