순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,박영빈,NC,0.500,2,0,0,-,0,0.33,4.43,0.333,2.0,0.465
2,박건우,NC,0.344,37,69,91,0.76,6,0.61,3.69,0.198,65.0,0.32
3,박민우,NC,0.339,33,86,103,0.83,3,0.71,3.92,0.123,75.3,0.304
4,김한별,NC,0.333,1,7,5,1.40,0,0.25,4.40,0.033,4.7,0.285
5,손아섭,NC,0.291,23,110,63,1.75,6,0.26,3.79,0.113,43.4,0.246
6,천재환,NC,0.290,8,27,36,0.75,0,0.44,3.69,0.105,18.0,0.264
7,서호철,NC,0.290,25,113,101,1.12,3,0.36,3.84,0.105,53.8,0.257
8,데이비슨,NC,0.289,53,70,112,0.63,7,0.30,3.85,0.308,84.9,0.311
9,권희동,NC,0.288,31,105,108,0.97,7,1.08,4.52,0.137,70.6,0.288
10,박세혁,NC,0.266,9,21,33,0.64,1,0.30,3.86,0.086,15.8,0.242
11,김휘집,NC,0.250,34,73,130,0.56,6,0.38,4.12,0.159,51.8,0.247
12,최정원,NC,0.244,2,29,13,2.23,1,0.60,4.34,0.023,11.4,0.232
13,김주원,NC,0.228,20,54,89,0.61,2,0.46,4.17,0.117,45.8,0.248
14,김수윤,NC,0.222,0,1,2,0.50,0,0.25,3.60,0.000,0.7,0.191
15,한석현,NC,0.217,0,7,4,1.75,0,0.14,4.00,0.000,0.8,0.18
16,박시원,NC,0.205,5,26,26,1.00,1,0.32,3.98,0.085,10.3,0.201
17,김성욱,NC,0.202,24,66,103,0.64,3,0.38,4.05,0.182,38.2,0.23
18,송승환,NC,0.200,0,2,1,2.00,0,0.00,3.00,0.000,0.1,0.14
18,오영수,NC,0.200,3,3,16,0.19,0,0.33,4.24,0.300,5.0,0.244
20,김형준,NC,0.195,25,44,75,0.59,6,0.33,4.21,0.192,38.8,0.228
21,도태훈,NC,0.189,3,32,32,1.00,1,0.70,4.19,0.027,10.1,0.203
22,박한결,NC,0.185,8,10,14,0.71,0,0.21,4.01,0.338,9.5,0.245
23,김세훈,NC,0.000,0,2,0,-,0,0.50,4.40,0.000,0.0,0.09
23,김영규,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
23,김재열,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
23,류진욱,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
23,송명기,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
23,한재승,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
