순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,박영빈,NC,0.500,18,7,6,2,3,2,0,0,5,1,0,0,1,0,0,3,0,0.833,0.571,1.404,0,0.0,0.0
2,박건우,NC,0.344,89,362,323,58,111,23,1,13,175,53,0,2,33,3,4,54,7,0.542,0.409,0.951,33,0.375,1.0
3,박민우,NC,0.339,99,442,381,65,129,25,2,6,176,41,3,3,47,4,8,66,3,0.462,0.419,0.881,37,0.304,0.0
4,김한별,NC,0.333,25,35,30,7,10,1,0,0,11,2,0,0,2,0,3,8,1,0.367,0.429,0.796,1,0.375,0.333
5,손아섭,NC,0.291,79,348,326,45,95,16,0,7,132,50,2,4,16,0,0,62,1,0.405,0.321,0.726,22,0.277,0.333
6,천재환,NC,0.290,63,141,124,20,36,5,1,2,49,20,2,0,11,0,4,25,4,0.395,0.367,0.762,8,0.31,0.222
7,서호철,NC,0.290,115,460,411,53,119,15,2,8,162,50,6,2,29,0,12,80,13,0.394,0.352,0.746,32,0.241,0.0
8,데이비슨,NC,0.289,107,467,412,75,119,16,0,37,246,95,0,6,35,5,14,117,10,0.597,0.360,0.957,34,0.259,0.0
9,권희동,NC,0.288,111,464,379,58,109,20,1,10,161,68,2,6,68,1,9,63,7,0.425,0.403,0.828,26,0.394,0.0
10,박세혁,NC,0.266,71,147,128,18,34,8,0,1,45,8,4,0,12,0,3,40,3,0.352,0.343,0.695,7,0.125,0.357
11,김휘집,NC,0.250,114,451,396,63,99,19,1,14,162,57,4,6,38,1,7,100,15,0.409,0.322,0.731,26,0.264,0.0
12,최정원,NC,0.244,47,107,86,21,21,2,0,0,23,10,1,2,15,0,3,25,1,0.267,0.368,0.635,4,0.267,0.333
13,김주원,NC,0.228,110,373,298,46,68,12,1,7,103,35,8,4,42,1,21,91,2,0.346,0.359,0.705,16,0.19,0.0
14,김수윤,NC,0.222,8,10,9,0,2,0,0,0,2,0,0,0,1,0,0,4,0,0.222,0.300,0.522,0,0.0,0.5
15,한석현,NC,0.217,22,25,23,4,5,0,0,0,5,2,0,0,1,0,1,7,2,0.217,0.280,0.497,1,0.0,0.5
16,박시원,NC,0.205,43,132,117,15,24,2,1,2,34,12,2,0,13,0,0,41,2,0.291,0.285,0.576,4,0.269,0.143
17,김성욱,NC,0.202,110,346,297,47,60,8,2,14,114,52,3,4,27,0,15,72,7,0.384,0.297,0.681,12,0.243,0.0
18,송승환,NC,0.200,3,5,5,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.200,0.200,0.400,0,0.0,0.5
18,오영수,NC,0.200,20,34,30,4,6,0,0,3,15,5,0,1,2,0,1,6,0,0.500,0.265,0.765,0,0.083,0.286
20,김형준,NC,0.195,98,353,297,35,58,9,0,16,115,46,7,6,41,0,2,126,5,0.387,0.292,0.679,13,0.182,0.333
21,도태훈,NC,0.189,77,140,111,15,21,3,0,0,24,10,4,1,19,0,5,27,4,0.216,0.331,0.547,5,0.176,0.167
22,박한결,NC,0.185,28,71,65,8,12,1,0,7,34,14,0,0,6,0,0,29,1,0.523,0.254,0.777,3,0.133,0.2
23,김세훈,NC,0.000,7,5,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0.000,0.200,0.200,0,0.0,0.0
23,김영규,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,김재열,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,류진욱,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,송명기,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,한재승,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
