순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,김한별,NC,0.370,1,5,5,1.00,0,0.14,4.26,0.037,5.0,0.305
2,박건우,NC,0.344,37,69,91,0.76,6,0.61,3.69,0.198,65.0,0.32
3,김수윤,NC,0.333,0,0,1,0.00,0,0.33,4.00,0.000,1.0,0.276
3,박영빈,NC,0.333,1,0,0,-,0,0.00,5.33,0.333,0.9,0.317
5,박민우,NC,0.329,24,68,79,0.86,3,0.69,4.01,0.121,56.9,0.3
6,손아섭,NC,0.291,23,110,63,1.75,6,0.26,3.79,0.113,43.4,0.246
7,천재환,NC,0.281,5,12,20,0.60,0,0.33,3.70,0.140,7.9,0.258
8,권희동,NC,0.281,21,85,85,1.00,6,1.04,4.53,0.106,51.9,0.276
9,서호철,NC,0.280,17,86,77,1.12,3,0.40,3.86,0.088,39.9,0.252
10,데이비슨,NC,0.280,41,52,93,0.56,7,0.29,3.93,0.301,66.2,0.304
11,최정원,NC,0.271,2,24,9,2.67,1,0.63,4.38,0.029,10.3,0.253
12,박세혁,NC,0.247,6,14,23,0.61,1,0.30,3.75,0.090,10.3,0.233
13,김휘집,NC,0.234,27,56,102,0.55,2,0.34,4.09,0.169,37.7,0.238
13,박시원,NC,0.234,4,17,18,0.94,1,0.42,3.89,0.104,9.1,0.229
15,한석현,NC,0.217,0,7,4,1.75,0,0.14,4.00,0.000,0.8,0.18
16,김형준,NC,0.205,21,37,62,0.60,6,0.37,4.22,0.189,34.7,0.238
17,도태훈,NC,0.202,3,26,26,1.00,1,0.80,4.29,0.034,9.6,0.217
18,오영수,NC,0.200,3,3,16,0.19,0,0.33,4.24,0.300,5.0,0.244
19,김성욱,NC,0.199,18,54,85,0.64,3,0.43,4.03,0.169,29.4,0.228
20,김주원,NC,0.198,12,46,72,0.64,2,0.41,4.07,0.099,28.4,0.22
21,박한결,NC,0.192,7,8,14,0.57,0,0.30,3.98,0.365,8.6,0.264
22,김세훈,NC,0.000,0,2,0,-,0,0.50,4.40,0.000,0.0,0.09
22,김영규,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
22,김재열,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
22,류진욱,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
22,송명기,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
22,한재승,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
