순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,박영빈,NC,0.500,2,0,0,-,0,0.33,4.43,0.333,2.0,0.465
2,박건우,NC,0.344,37,69,91,0.76,6,0.61,3.69,0.198,65.0,0.32
3,박민우,NC,0.338,34,91,109,0.83,3,0.71,3.94,0.124,79.2,0.304
4,김한별,NC,0.323,1,8,5,1.60,0,0.25,4.31,0.032,4.6,0.276
5,천재환,NC,0.304,10,30,44,0.68,0,0.40,3.74,0.115,23.0,0.271
6,권희동,NC,0.298,34,108,113,0.96,8,1.16,4.54,0.149,77.4,0.298
7,데이비슨,NC,0.296,60,73,116,0.63,8,0.29,3.80,0.326,93.7,0.32
8,손아섭,NC,0.291,23,110,63,1.75,6,0.26,3.79,0.113,43.4,0.246
9,서호철,NC,0.287,26,122,108,1.13,4,0.36,3.80,0.101,56.3,0.255
10,김휘집,NC,0.258,37,79,132,0.60,7,0.36,4.14,0.158,56.8,0.252
11,박세혁,NC,0.256,9,23,36,0.64,1,0.29,3.84,0.083,15.7,0.233
12,최정원,NC,0.237,2,32,17,1.88,2,0.59,4.29,0.021,12.2,0.225
13,김주원,NC,0.232,22,56,98,0.57,2,0.48,4.12,0.124,50.5,0.253
14,김수윤,NC,0.222,0,1,2,0.50,0,0.25,3.60,0.000,0.7,0.191
15,한석현,NC,0.214,0,8,6,1.33,0,0.13,4.10,0.000,0.9,0.174
16,박시원,NC,0.205,5,26,26,1.00,1,0.32,3.98,0.085,10.3,0.201
17,김성욱,NC,0.204,25,68,108,0.63,3,0.37,4.07,0.184,40.2,0.231
18,송승환,NC,0.200,0,2,1,2.00,0,0.00,3.00,0.000,0.1,0.14
18,오영수,NC,0.200,3,3,16,0.19,0,0.33,4.24,0.300,5.0,0.244
20,김형준,NC,0.194,26,48,79,0.61,6,0.33,4.23,0.184,39.7,0.226
21,도태훈,NC,0.186,3,32,34,0.94,1,0.74,4.16,0.027,10.2,0.202
22,박한결,NC,0.185,8,10,14,0.71,0,0.21,4.01,0.338,9.5,0.245
23,김범준,NC,0.000,0,0,1,0.00,0,0.00,3.50,0.000,-0.2,0.0
23,김세훈,NC,0.000,0,2,0,-,0,0.50,4.40,0.000,0.0,0.09
23,김영규,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
23,김재열,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
23,류진욱,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
23,송명기,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
23,한재승,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
