순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,김한별,NC,0.357,1,5,5,1.00,0,0.13,4.34,0.036,4.9,0.295
2,박건우,NC,0.344,37,69,91,0.76,6,0.61,3.69,0.198,65.0,0.32
3,김수윤,NC,0.333,0,0,1,0.00,0,0.33,4.00,0.000,1.0,0.276
3,박영빈,NC,0.333,1,0,0,-,0,0.00,5.33,0.333,0.9,0.317
5,박민우,NC,0.327,25,70,83,0.84,3,0.68,3.99,0.120,58.5,0.298
6,손아섭,NC,0.291,23,110,63,1.75,6,0.26,3.79,0.113,43.4,0.246
7,권희동,NC,0.283,23,89,88,1.01,6,1.04,4.52,0.114,54.6,0.278
8,서호철,NC,0.281,18,90,80,1.13,3,0.40,3.85,0.091,41.6,0.253
9,데이비슨,NC,0.281,45,52,96,0.54,7,0.28,3.94,0.313,70.0,0.307
10,천재환,NC,0.276,5,13,20,0.65,0,0.33,3.71,0.138,7.9,0.253
11,최정원,NC,0.271,2,24,9,2.67,1,0.63,4.38,0.029,10.3,0.253
12,박세혁,NC,0.250,7,16,25,0.64,1,0.29,3.73,0.094,11.1,0.233
13,김휘집,NC,0.238,29,57,105,0.54,2,0.35,4.12,0.169,40.2,0.242
14,박시원,NC,0.233,4,20,20,1.00,1,0.38,3.94,0.093,9.1,0.222
15,한석현,NC,0.217,0,7,4,1.75,0,0.14,4.00,0.000,0.8,0.18
16,김형준,NC,0.201,21,39,63,0.62,6,0.37,4.24,0.185,34.6,0.235
17,오영수,NC,0.200,3,3,16,0.19,0,0.33,4.24,0.300,5.0,0.244
18,김성욱,NC,0.198,18,55,92,0.60,3,0.44,4.00,0.162,30.2,0.226
19,김주원,NC,0.195,12,46,73,0.63,2,0.41,4.08,0.097,28.9,0.219
20,박한결,NC,0.193,7,9,14,0.64,0,0.26,3.97,0.333,8.7,0.253
21,도태훈,NC,0.191,3,27,26,1.04,1,0.67,4.30,0.032,9.1,0.207
22,김세훈,NC,0.000,0,2,0,-,0,0.50,4.40,0.000,0.0,0.09
22,김영규,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
22,김재열,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
22,류진욱,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
22,송명기,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
22,한재승,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
